ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-12-18,14,24.132,LAC,,NYT,W 50-43,0,0,3,47,0
2,1961,1961-09-10,1,25.033,SDG,@,DTX,W 26-10,0,0,1,20,0
3,1961,1961-09-24,3,25.047,SDG,,HOU,W 34-24,1,6,3,177,1
4,1961,1961-10-22,7,25.075,SDG,@,OAK,W 41-10,0,0,1,21,0
5,1961,1961-10-29,8,25.082,SDG,,DEN,W 37-0,0,0,1,58,0
6,1961,1961-11-05,9,25.089,SDG,,NYT,W 48-13,1,6,1,41,1
7,1961,1961-11-12,10,25.096,SDG,@,DEN,W 19-16,0,0,1,32,0
8,1961,1961-11-19,11,25.103,SDG,,DTX,W 24-14,0,0,1,0,0
9,1962,1962-09-07,1,26.030,SDG,@,DEN,L 21-30,0,0,1,36,0
10,1963,1963-09-14,2,27.037,SDG,,BOS,W 17-13,0,0,1,21,0
11,1963,1963-09-29,3,27.052,SDG,,KAN,W 24-10,0,0,1,0,0
12,1963,1963-10-06,4,27.059,SDG,@,DEN,L 34-50,0,0,1,17,0
13,1963,1963-10-27,7,27.080,SDG,,OAK,L 33-34,0,0,1,2,0
14,1964,1964-10-03,4,28.056,SDG,@,NYJ,T 17-17,0,0,1,17,0
15,1964,1964-10-09,5,28.062,SDG,@,BOS,W 26-17,0,0,1,13,0
