ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2004,2004-09-12,1,23.138,WAS,,TAM,W 16-10,,,,,
2,2004,2004-09-19,2,23.145,WAS,@,NYG,L 14-20,,,,,
3,2004,2004-09-27,3,23.153,WAS,,DAL,L 18-21,,,,,
4,2004,2004-10-03,4,23.159,WAS,@,CLE,L 13-17,,,,,
5,2004,2004-10-10,5,23.166,WAS,,BAL,L 10-17,,1,5,5.00,0
6,2004,2004-10-17,6,23.173,WAS,@,CHI,W 13-10,,,,,
7,2004,2004-10-31,7,23.187,WAS,,GNB,L 14-28,,,,,
8,2004,2004-11-07,8,23.194,WAS,@,DET,W 17-10,,,,,
9,2004,2004-11-14,9,23.201,WAS,,CIN,L 10-17,,,,,
10,2004,2004-11-21,10,23.208,WAS,@,PHI,L 6-28,,,,,
11,2004,2004-11-28,11,23.215,WAS,@,PIT,L 7-16,,,,,
12,2005,2005-11-06,8,24.193,WAS,,PHI,W 17-10,,,,,
13,2005,2005-12-04,12,24.221,WAS,@,STL,W 24-9,,,,,
14,2005,2005-12-11,13,24.228,WAS,@,ARI,W 17-13,,,,,
15,2006,2006-12-10,13,25.227,WAS,,PHI,L 19-21,,,,,
