ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
53,2013,2013-10-06,5,25.192,CIN,,NWE,W 13-6,*,,0,0,1.0,1,4
54,2013,2013-10-13,6,25.199,CIN,@,BUF,W 27-24,*,,0,0,0.5,3,3
55,2013,2013-10-20,7,25.206,CIN,@,DET,W 27-24,*,,0,0,0.0,0,2
56,2013,2013-10-27,8,25.213,CIN,,NYJ,W 49-9,*,,0,0,1.0,1,0
57,2013,2013-10-31,9,25.217,CIN,@,MIA,L 20-22,*,,0,0,1.0,2,0
58,2014,2014-09-07,1,26.163,CIN,@,BAL,W 23-16,*,,0,0,0.0,1,0
59,2014,2014-09-14,2,26.170,CIN,,ATL,W 24-10,*,,0,0,0.0,0,1
60,2014,2014-09-21,3,26.177,CIN,,TEN,W 33-7,*,,0,0,0.0,0,1
61,2014,2014-10-05,4,26.191,CIN,@,NWE,L 17-43,*,,0,0,0.0,1,1
62,2014,2014-10-12,5,26.198,CIN,,CAR,T 37-37,*,,0,0,0.0,1,0
63,2014,2014-10-19,6,26.205,CIN,@,IND,L 0-27,*,,0,0,0.5,0,1
64,2014,2014-10-26,7,26.212,CIN,,BAL,W 27-24,*,,0,0,1.0,3,1
65,2014,2014-11-02,8,26.219,CIN,,JAX,W 33-23,*,,0,0,0.0,5,1
66,2014,2014-11-06,9,26.223,CIN,,CLE,L 3-24,*,,0,0,0.0,1,0
67,2014,2014-11-16,10,26.233,CIN,@,NOR,W 27-10,*,,0,0,0.0,1,1
68,2014,2014-11-23,11,26.240,CIN,@,HOU,W 22-13,*,1,0,2,0.0,2,0
69,2014,2014-11-30,12,26.247,CIN,@,TAM,W 14-13,*,,0,0,0.5,1,1
70,2014,2014-12-07,13,26.254,CIN,,PIT,L 21-42,*,,0,0,0.0,3,1
71,2014,2014-12-14,14,26.261,CIN,@,CLE,W 30-0,*,,0,0,1.0,1,0
72,2014,2014-12-22,15,26.269,CIN,,DEN,W 37-28,*,,0,0,0.0,0,1
73,2014,2014-12-28,16,26.275,CIN,@,PIT,L 17-27,*,,0,0,0.0,0,3
74,2015,2015-09-13,1,27.169,CIN,@,OAK,W 33-13,*,,0,0,1.0,2,0
75,2015,2015-09-20,2,27.176,CIN,,SDG,W 24-19,*,,0,0,1.0,0,3
76,2015,2015-09-27,3,27.183,CIN,@,BAL,W 28-24,*,,0,0,0.0,2,2
77,2015,2015-10-04,4,27.190,CIN,,KAN,W 36-21,*,,0,0,1.0,2,1
78,2015,2015-10-11,5,27.197,CIN,,SEA,W 27-24,*,,0,0,1.0,2,2
79,2015,2015-10-18,6,27.204,CIN,@,BUF,W 34-21,*,,0,0,0.0,2,0
80,2015,2015-11-01,7,27.218,CIN,@,PIT,W 16-10,*,,0,0,1.0,2,0
81,2015,2015-11-05,8,27.222,CIN,,CLE,W 31-10,*,,0,0,1.0,3,1
82,2015,2015-11-16,9,27.233,CIN,,HOU,L 6-10,*,,0,0,0.0,1,2
83,2015,2015-11-22,10,27.239,CIN,@,ARI,L 31-34,*,,0,0,1.0,4,0
84,2015,2015-11-29,11,27.246,CIN,,STL,W 31-7,*,,0,0,1.0,3,0
85,2015,2015-12-06,12,27.253,CIN,@,CLE,W 37-3,*,,0,0,0.0,0,0
86,2015,2015-12-13,13,27.260,CIN,,PIT,L 20-33,*,,0,0,0.0,1,0
87,2015,2015-12-20,14,27.267,CIN,@,SFO,W 24-14,*,,0,0,2.0,4,0
88,2015,2015-12-28,15,27.275,CIN,@,DEN,L 17-20,*,,0,0,0.0,0,0
89,2015,2016-01-03,16,27.281,CIN,,BAL,W 24-16,*,,0,0,1.0,3,0
90,2016,2016-09-11,1,28.167,CIN,@,NYJ,W 23-22,*,,0,0,1.0,3,1
91,2016,2016-09-18,2,28.174,CIN,@,PIT,L 16-24,*,,0,0,0.0,1,2
92,2016,2016-09-25,3,28.181,CIN,,DEN,L 17-29,*,,0,0,0.0,1,1
93,2016,2016-09-29,4,28.185,CIN,,MIA,W 22-7,*,,0,0,1.5,1,1
94,2016,2016-10-09,5,28.195,CIN,@,DAL,L 14-28,*,,0,0,0.0,0,0
95,2016,2016-10-16,6,28.202,CIN,@,NWE,L 17-35,*,,0,0,0.0,2,1
96,2016,2016-10-23,7,28.209,CIN,,CLE,W 31-17,*,,0,0,0.0,0,0
97,2016,2016-10-30,8,28.216,CIN,,WAS,T 27-27,*,,0,0,1.0,2,0
98,2016,2016-11-14,9,28.231,CIN,@,NYG,L 20-21,*,,0,0,1.0,2,0
99,2016,2016-11-20,10,28.237,CIN,,BUF,L 12-16,*,,0,0,0.0,1,0
100,2016,2016-11-27,11,28.244,CIN,@,BAL,L 14-19,*,,0,0,0.0,0,0
101,2016,2016-12-04,12,28.251,CIN,,PHI,W 32-14,*,,0,0,0.0,0,1
102,2016,2016-12-11,13,28.258,CIN,@,CLE,W 23-10,*,,0,0,2.0,4,1
103,2016,2016-12-18,14,28.265,CIN,,PIT,L 20-24,*,,0,0,1.0,1,2
104,2016,2016-12-24,15,28.271,CIN,@,HOU,L 10-12,*,,0,0,1.0,3,0
105,2016,2017-01-01,16,28.279,CIN,,BAL,W 27-10,*,,0,0,0.5,0,1
106,2017,2017-09-10,1,29.166,CIN,,BAL,L 0-20,*,,0,0,1.0,4,3
107,2017,2017-09-14,2,29.170,CIN,,HOU,L 9-13,*,,0,0,2.0,2,3
108,2017,2017-09-24,3,29.180,CIN,@,GNB,L 24-27,*,,0,0,0.0,1,0
109,2017,2017-10-01,4,29.187,CIN,@,CLE,W 31-7,*,,0,0,0.0,1,0
110,2017,2017-10-08,5,29.194,CIN,,BUF,W 20-16,*,,0,0,1.0,2,1
111,2017,2017-10-22,6,29.208,CIN,@,PIT,L 14-29,*,,0,0,0.0,1,1
112,2017,2017-10-29,7,29.215,CIN,,IND,W 24-23,*,,0,0,1.0,4,1
113,2017,2017-11-05,8,29.222,CIN,@,JAX,L 7-23,*,,0,0,0.0,3,0
114,2017,2017-11-12,9,29.229,CIN,@,TEN,L 20-24,*,,0,0,1.0,2,0
115,2017,2017-11-19,10,29.236,CIN,@,DEN,W 20-17,*,,0,0,0.0,1,0
116,2017,2017-11-26,11,29.243,CIN,,CLE,W 30-16,*,,0,0,1.0,2,4
117,2017,2017-12-04,12,29.251,CIN,,PIT,L 20-23,*,,0,0,0.0,2,2
118,2017,2017-12-10,13,29.257,CIN,,CHI,L 7-33,,,0,0,0.0,0,0
119,2017,2017-12-17,14,29.264,CIN,@,MIN,L 7-34,*,,0,0,2.0,3,1
120,2017,2017-12-24,15,29.271,CIN,,DET,W 26-17,*,,0,0,0.0,0,0
121,2017,2017-12-31,16,29.278,CIN,@,BAL,W 31-27,*,,0,0,0.0,1,1
122,2018,2018-09-09,1,30.165,CIN,@,IND,W 34-23,*,,0,0,1.0,3,1
123,2018,2018-09-13,2,30.169,CIN,,BAL,W 34-23,*,,0,0,2.0,2,3
124,2018,2018-09-23,3,30.179,CIN,@,CAR,L 21-31,*,,0,0,0.0,0,5
