ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,22.168,CIN,@,NWE,L 24-38,,,,,,,
2,2010,2010-09-19,2,22.175,CIN,,BAL,W 15-10,,,0,0,0.5,0,1
3,2010,2010-09-26,3,22.182,CIN,@,CAR,W 20-7,,,0,0,0.0,1,0
4,2010,2010-10-03,4,22.189,CIN,@,CLE,L 20-23,,,0,0,0.0,1,0
5,2010,2010-10-10,5,22.196,CIN,,TAM,L 21-24,,,0,0,0.0,1,0
6,2010,2010-10-24,6,22.210,CIN,@,ATL,L 32-39,,,,,,,
7,2010,2010-10-31,7,22.217,CIN,,MIA,L 14-22,,,0,0,0.0,1,0
8,2010,2010-11-08,8,22.225,CIN,,PIT,L 21-27,,,,,,,
9,2010,2010-11-14,9,22.231,CIN,@,IND,L 17-23,,,0,0,0.5,2,1
10,2010,2010-11-21,10,22.238,CIN,,BUF,L 31-49,,,,,,,
11,2010,2010-11-25,11,22.242,CIN,@,NYJ,L 10-26,,,,,,,
12,2010,2010-12-05,12,22.252,CIN,,NOR,L 30-34,,,0,0,0.5,1,1
13,2010,2010-12-12,13,22.259,CIN,@,PIT,L 7-23,*,,,,,,
14,2010,2010-12-19,14,22.266,CIN,,CLE,W 19-17,,,0,0,1.0,1,1
15,2010,2010-12-26,15,22.273,CIN,,SDG,W 34-20,,,0,0,0.0,1,1
16,2010,2011-01-02,16,22.280,CIN,@,BAL,L 7-13,,,0,0,0.5,1,1
17,2011,2011-09-11,1,23.167,CIN,@,CLE,W 27-17,*,,0,0,0.0,1,4
18,2011,2011-09-18,2,23.174,CIN,@,DEN,L 22-24,*,,0,0,1.0,2,0
19,2011,2011-09-25,3,23.181,CIN,,SFO,L 8-13,*,,0,0,1.0,2,1
20,2011,2011-10-02,4,23.188,CIN,,BUF,W 23-20,*,,0,0,0.5,1,1
21,2011,2011-10-09,5,23.195,CIN,@,JAX,W 30-20,*,,0,6,0.0,2,0
22,2011,2011-10-16,6,23.202,CIN,,IND,W 27-17,,,0,0,0.0,1,0
23,2011,2011-10-30,7,23.216,CIN,@,SEA,W 34-12,*,,0,0,1.0,1,0
24,2011,2011-11-06,8,23.223,CIN,@,TEN,W 24-17,*,,0,0,0.0,1,1
25,2011,2011-11-13,9,23.230,CIN,,PIT,L 17-24,*,,0,0,1.0,1,3
26,2011,2011-11-20,10,23.237,CIN,@,BAL,L 24-31,*,,0,0,1.0,4,2
27,2011,2011-11-27,11,23.244,CIN,,CLE,W 23-20,*,,0,0,1.0,2,1
28,2011,2011-12-04,12,23.251,CIN,@,PIT,L 7-35,*,,0,0,0.0,1,1
29,2011,2011-12-11,13,23.258,CIN,,HOU,L 19-20,*,,0,0,0.0,1,1
30,2011,2011-12-18,14,23.265,CIN,@,STL,W 20-13,*,,0,0,1.0,4,0
31,2011,2011-12-24,15,23.271,CIN,,ARI,W 23-16,*,,0,0,0.0,0,4
32,2011,2012-01-01,16,23.279,CIN,,BAL,L 16-24,*,,0,0,0.0,2,1
33,2012,2012-09-10,1,24.166,CIN,@,BAL,L 13-44,*,,0,0,2.0,2,0
34,2012,2012-09-16,2,24.172,CIN,,CLE,W 34-27,*,,0,0,0.0,1,1
35,2012,2012-09-23,3,24.179,CIN,@,WAS,W 38-31,*,,0,0,1.0,3,1
36,2012,2012-09-30,4,24.186,CIN,@,JAX,W 27-10,*,,0,0,2.0,3,0
37,2012,2012-10-07,5,24.193,CIN,,MIA,L 13-17,*,,0,0,1.0,3,1
38,2012,2012-10-14,6,24.200,CIN,@,CLE,L 24-34,*,,0,0,0.0,4,1
39,2012,2012-10-21,7,24.207,CIN,,PIT,L 17-24,*,,0,0,1.0,1,1
40,2012,2012-11-04,8,24.221,CIN,,DEN,L 23-31,*,,0,0,0.0,3,2
41,2012,2012-11-11,9,24.228,CIN,,NYG,W 31-13,*,,0,0,0.0,1,1
42,2012,2012-11-18,10,24.235,CIN,@,KAN,W 28-6,*,,0,0,1.0,6,0
43,2012,2012-11-25,11,24.242,CIN,,OAK,W 34-10,*,,0,0,1.0,2,1
44,2012,2012-12-02,12,24.249,CIN,@,SDG,W 20-13,*,,0,0,0.5,1,2
45,2012,2012-12-09,13,24.256,CIN,,DAL,L 19-20,*,,0,0,1.0,3,1
46,2012,2012-12-13,14,24.260,CIN,@,PHI,W 34-13,*,,,,,,
47,2012,2012-12-23,15,24.270,CIN,@,PIT,W 13-10,*,,0,0,2.0,3,3
48,2012,2012-12-30,16,24.277,CIN,,BAL,W 23-17,*,,0,0,0.0,3,0
49,2013,2013-09-08,1,25.164,CIN,@,CHI,L 21-24,*,,,,,,
50,2013,2013-09-16,2,25.172,CIN,,PIT,W 20-10,*,,0,0,1.0,1,0
51,2013,2013-09-22,3,25.178,CIN,,GNB,W 34-30,*,,,,,,
52,2013,2013-09-29,4,25.185,CIN,@,CLE,L 6-17,*,,0,0,1.5,1,2
