ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-09-11,1,23.329,OAK,,HOU,L 22-37,5,3,0.60,0,2,34,17.00,0,0,0,,0,0,0
2,1960,1960-09-16,2,23.334,OAK,,DTX,L 16-34,6,39,6.50,0,1,11,11.00,1,0,0,,0,1,6
3,1960,1960-09-25,3,23.343,OAK,@,HOU,W 14-13,7,13,1.86,1,1,15,15.00,0,0,0,,0,1,6
4,1960,1960-10-02,4,23.350,OAK,@,DEN,L 14-31,5,45,9.00,1,2,18,9.00,0,2,42,21.00,0,1,6
5,1960,1960-10-09,5,23.357,OAK,@,DTX,W 20-19,8,20,2.50,0,1,6,6.00,0,1,98,98.00,1,1,6
6,1960,1960-10-16,6,23.364,OAK,,BOS,W 27-14,8,35,4.38,0,2,7,3.50,0,1,18,18.00,0,0,0
7,1960,1960-10-23,7,24.005,OAK,@,BUF,L 9-38,6,6,1.00,1,2,5,2.50,0,1,24,24.00,0,1,6
8,1960,1960-10-28,8,24.010,OAK,@,NYT,W 28-27,6,26,4.33,2,0,0,,0,0,0,,0,2,12
9,1960,1960-11-04,9,24.017,OAK,@,BOS,L 28-34,5,18,3.60,0,2,48,24.00,0,1,14,14.00,0,0,0
10,1960,1960-11-13,10,24.026,OAK,,BUF,W 20-7,1,0,0.00,0,1,3,3.00,0,0,0,,0,0,0
11,1960,1960-11-27,11,24.040,OAK,@,LAC,L 28-52,2,4,2.00,1,0,0,,0,3,61,20.33,0,1,6
12,1960,1960-12-04,12,24.047,OAK,,LAC,L 17-41,2,7,3.50,0,1,-1,-1.00,0,1,16,16.00,0,0,0
13,1960,1960-12-11,13,24.054,OAK,,NYT,L 28-31,1,1,1.00,0,0,0,,0,4,100,25.00,0,0,0
14,1960,1960-12-17,14,24.060,OAK,,DEN,W 48-10,1,-3,-3.00,0,2,48,24.00,0,0,0,,0,0,0
15,1961,1961-12-03,12,25.046,CHI,,DET,L 15-16,0,0,,0,0,0,,0,1,18,18.00,0,0,0
16,1961,1961-12-17,14,25.060,CHI,,MIN,W 52-35,3,6,2.00,0,0,0,,0,0,0,,0,0,0
