ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.295,BAL,,CIN,L 16-23,,,,,,,0.0%,,,,,,,,,,
2,2014,2014-09-11,2,22.299,BAL,,PIT,W 26-6,,,,,,,0.0%,,,,,,,,,,
3,2014,2014-09-21,3,22.309,BAL,@,CLE,W 23-21,,,,,,,0.0%,,,,,,,,,,
4,2014,2014-09-28,4,22.316,BAL,,CAR,W 38-10,,,,,,,0.0%,,,,,,,,,,
5,2014,2014-10-05,5,22.323,BAL,@,IND,L 13-20,,,,,,,0.0%,,,,,,,,,,
6,2014,2014-10-12,6,22.330,BAL,@,TAM,W 48-17,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-19,7,22.337,BAL,,ATL,W 29-7,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
8,2014,2014-10-26,8,22.344,BAL,@,CIN,L 24-27,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-02,9,22.351,BAL,@,PIT,L 23-43,,2,1,1,1.00,1,50.0%,0.50,0,0,,0,1,6,0.0,0,0
10,2014,2014-11-09,10,22.358,BAL,,TEN,W 21-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
11,2014,2014-11-24,11,23.008,BAL,@,NOR,W 34-27,,,,,,,0.0%,,,,,,,,,,
12,2014,2014-11-30,12,23.014,BAL,,SDG,L 33-34,,1,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0,0.0,0,0
13,2014,2014-12-14,14,23.028,BAL,,JAX,W 20-12,,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,0.0,1,0
14,2014,2014-12-21,15,23.035,BAL,@,HOU,L 13-25,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
15,2014,2014-12-28,16,23.042,BAL,,CLE,W 20-10,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,0,0
16,2015,2015-09-13,1,23.301,BAL,@,DEN,L 13-19,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,0.0,0,0
17,2015,2015-09-20,2,23.308,BAL,@,OAK,L 33-37,*,6,5,88,17.60,2,83.3%,14.67,0,0,,0,2,12,0.0,0,0
18,2015,2015-09-27,3,23.315,BAL,,CIN,L 24-28,*,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,0.0,0,0
19,2015,2015-10-18,6,23.336,BAL,@,SFO,L 20-25,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,0,0
20,2015,2015-10-26,7,23.344,BAL,@,ARI,L 18-26,*,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0,0.0,0,0
21,2015,2015-11-01,8,23.350,BAL,,SDG,W 29-26,*,4,2,8,4.00,1,50.0%,2.00,0,0,,0,1,6,0.0,0,0
22,2015,2015-11-15,9,23.364,BAL,,JAX,L 20-22,*,4,4,42,10.50,1,100.0%,10.50,0,0,,0,1,6,0.0,0,0
23,2015,2015-11-22,10,24.006,BAL,,STL,W 16-13,*,8,5,101,20.20,0,62.5%,12.63,0,0,,0,0,0,0.0,0,0
24,2015,2015-11-30,11,24.014,BAL,@,CLE,W 33-27,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,0.0,0,0
25,2015,2015-12-06,12,24.020,BAL,@,MIA,L 13-15,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
26,2016,2016-09-11,1,24.300,BAL,,BUF,W 13-7,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
27,2016,2016-09-18,2,24.307,BAL,@,CLE,W 25-20,*,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,0.0,0,0
28,2016,2016-09-25,3,24.314,BAL,@,JAX,W 19-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
29,2016,2016-10-02,4,24.321,BAL,,OAK,L 27-28,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
30,2016,2016-10-09,5,24.328,BAL,,WAS,L 10-16,*,7,4,28,7.00,1,57.1%,4.00,0,0,,0,1,6,0.0,0,0
31,2016,2016-10-16,6,24.335,BAL,@,NYG,L 23-27,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
32,2016,2016-10-23,7,24.342,BAL,@,NYJ,L 16-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
