ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-14,2,23.204,SFO,@,STL,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2003,2003-09-21,3,23.211,SFO,,CLE,L 12-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2003,2003-09-28,4,23.218,SFO,@,MIN,L 7-35,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2003,2003-10-05,5,23.225,SFO,,DET,W 24-17,,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
5,2003,2003-10-12,6,23.232,SFO,@,SEA,L 19-20,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,0,0,,,,,,4,72,18.00,0,0,0,,0,0,0,0.0,,
6,2003,2003-10-19,7,23.239,SFO,,TAM,W 24-7,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2003,2003-10-26,8,23.246,SFO,@,ARI,L 13-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2003,2003-11-17,10,23.268,SFO,,PIT,W 30-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0,,0,0,0,0.0,,
9,2004,2004-09-12,1,24.203,SFO,,ATL,L 19-21,,1,1,6,6.00,0,100.0%,6.00,1,-2,-2.00,0,0,0,,0,0,0,,,,,,3,57,19.00,0,3,4,1.33,0,0,0,0.0,,
10,2004,2004-09-19,2,24.210,SFO,@,NOR,L 27-30,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2004,2004-09-26,3,24.217,SFO,@,SEA,L 0-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,40,20.00,0,2,13,6.50,0,0,0,0.0,,
12,2004,2004-10-03,4,24.224,SFO,,STL,L 14-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,2,23,11.50,0,0,0,0.0,,
13,2004,2004-10-10,5,24.231,SFO,,ARI,W 31-28,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,88,22.00,1,1,6,0.0,,
14,2004,2004-10-17,6,24.238,SFO,@,NYJ,L 14-22,,2,2,87,43.50,0,100.0%,43.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0,0.0,,
15,2004,2004-10-31,7,24.252,SFO,@,CHI,L 13-23,,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,20,6.67,0,0,0,0.0,,
16,2004,2004-11-07,8,24.259,SFO,,SEA,L 27-42,,1,1,12,12.00,0,100.0%,12.00,1,7,7.00,0,0,0,,0,0,0,,,,,,1,12,12.00,0,4,33,8.25,0,0,0,0.0,,
