ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,25.131,PHI,@,PIT,W 31-25,4,135,33.75,1
2,1952,1952-10-04,2,25.137,PHI,,NYG,L 7-31,2,15,7.50,0
3,1952,1952-10-12,3,25.145,PHI,,PIT,W 26-21,5,111,22.20,1
4,1952,1952-10-19,4,25.152,PHI,,CLE,L 7-49,6,82,13.67,0
5,1952,1952-10-26,5,25.159,PHI,@,NYG,W 14-10,3,21,7.00,0
6,1952,1952-11-02,6,25.166,PHI,@,GNB,L 10-12,1,19,19.00,0
7,1952,1952-11-09,7,25.173,PHI,,WAS,W 38-20,6,89,14.83,2
8,1952,1952-11-16,8,25.180,PHI,,CRD,W 10-7,3,26,8.67,0
9,1952,1952-11-23,9,25.187,PHI,@,CLE,W 28-20,3,54,18.00,0
10,1952,1952-11-30,10,25.194,PHI,@,CRD,L 22-28,8,186,23.25,1
11,1952,1952-12-07,11,25.201,PHI,,DTX,W 38-21,11,203,18.45,2
12,1952,1952-12-14,12,25.208,PHI,@,WAS,L 21-27,4,56,14.00,0
