ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-08-31,1,23.132,TAM,,SFO,W 13-6,,,,,,0.0%,,,
2,1997,1997-11-30,13,23.223,TAM,@,NYG,W 20-8,,,,,,0.0%,,,
3,1997,1997-12-07,14,23.230,TAM,,GNB,L 6-17,,,,,,0.0%,,,
4,1998,1998-09-06,1,24.138,TAM,@,MIN,L 7-31,4,0,0,,0,0.0%,0.00,0,0
5,1998,1998-09-13,2,24.145,TAM,@,GNB,L 15-23,1,,,,,0.0%,,,
6,1998,1998-09-20,3,24.152,TAM,,CHI,W 27-15,2,1,13,13.00,0,50.0%,6.50,0,0
7,1998,1998-09-28,4,24.160,TAM,@,DET,L 6-27,1,1,9,9.00,0,100.0%,9.00,0,0
8,1998,1998-10-18,6,24.180,TAM,,CAR,W 16-13,,,,,,0.0%,,,
9,1998,1998-11-08,9,24.201,TAM,,TEN,L 22-31,,,,,,0.0%,,,
10,1998,1998-11-22,11,24.215,TAM,,DET,L 25-28,,,,,,0.0%,,,
11,1998,1998-11-29,12,24.222,TAM,@,CHI,W 31-17,1,1,45,45.00,1,100.0%,45.00,1,6
12,1998,1998-12-13,14,24.236,TAM,,PIT,W 16-3,1,1,6,6.00,0,100.0%,6.00,0,0
13,1998,1998-12-19,15,24.242,TAM,@,WAS,L 16-20,,,,,,0.0%,,,
