ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1992,1992-09-27,4,22.023,NOR,,SFO,L 10-16,,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
2,1992,1992-10-04,5,22.030,NOR,@,DET,W 13-7,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
3,1992,1992-10-11,6,22.037,NOR,,RAM,W 13-10,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
4,1992,1992-10-18,7,22.044,NOR,@,PHO,W 30-21,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
5,1992,1992-11-01,8,22.058,NOR,,TAM,W 23-21,,4,2,55,27.50,0,50.0%,13.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
6,1992,1992-11-08,9,22.065,NOR,@,NWE,W 31-14,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
7,1992,1992-11-15,10,22.072,NOR,@,SFO,L 20-21,,6,5,55,11.00,1,83.3%,9.17,0,0,,0,0,0,,0,0,0,,,,,,1,6
8,1992,1992-11-23,11,22.080,NOR,,WAS,W 20-3,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
9,1992,1992-11-29,12,22.086,NOR,,MIA,W 24-13,,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
10,1992,1992-12-03,13,22.090,NOR,,ATL,W 22-14,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
11,1992,1992-12-13,14,22.100,NOR,@,RAM,W 37-14,,3,2,24,12.00,1,66.7%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
12,1992,1992-12-20,15,22.107,NOR,,BUF,L 16-20,,7,4,58,14.50,1,57.1%,8.29,0,0,,0,0,0,,0,0,0,,,,,,1,6
13,1992,1992-12-26,16,22.113,NOR,@,NYJ,W 20-0,,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
14,1993,1993-09-19,3,23.015,NOR,,DET,W 14-3,,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
15,1993,1993-09-26,4,23.022,NOR,,SFO,W 16-13,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
16,1993,1993-10-03,5,23.029,NOR,@,RAM,W 37-6,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
17,1993,1993-10-17,6,23.043,NOR,@,PIT,L 14-37,,5,4,34,8.50,1,80.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,1,6
18,1993,1993-10-24,7,23.050,NOR,,ATL,L 15-26,,7,5,55,11.00,0,71.4%,7.86,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1993,1993-10-31,8,23.057,NOR,@,PHO,W 20-17,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
20,1993,1993-11-28,11,23.085,NOR,@,MIN,W 17-14,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
21,1993,1993-12-05,12,23.092,NOR,@,CLE,L 13-17,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
22,1993,1993-12-12,13,23.099,NOR,,RAM,L 20-23,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
23,1993,1993-12-26,15,23.113,NOR,@,PHI,L 26-37,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
24,1993,1994-01-02,16,23.120,NOR,,CIN,W 20-13,,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
25,1994,1994-09-04,1,24.000,NOR,,KAN,L 17-30,,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1994,1994-09-11,2,24.007,NOR,,WAS,L 24-38,,6,5,59,11.80,1,83.3%,9.83,0,0,,0,0,0,,0,0,0,,,,,,1,6
27,1994,1994-09-18,3,24.014,NOR,@,TAM,W 9-7,,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
28,1994,1994-09-25,4,24.021,NOR,@,SFO,L 13-24,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
29,1994,1994-10-02,5,24.028,NOR,,NYG,W 27-22,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
30,1994,1994-10-09,6,24.035,NOR,@,CHI,L 7-17,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
31,1994,1994-10-16,7,24.042,NOR,,SDG,L 22-36,,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
32,1994,1994-10-23,8,24.049,NOR,,RAM,W 37-34,,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1994,1994-11-06,9,24.063,NOR,@,MIN,L 20-21,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
34,1994,1994-11-13,10,24.070,NOR,,ATL,W 33-32,,3,2,36,18.00,0,66.7%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
35,1994,1994-11-20,11,24.077,NOR,@,RAI,L 19-24,,11,8,86,10.75,2,72.7%,7.82,0,0,,0,0,0,,0,0,0,,,,,,2,12
36,1994,1994-11-28,12,24.085,NOR,,SFO,L 14-35,,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
37,1994,1994-12-04,13,24.091,NOR,@,RAM,W 31-15,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
38,1994,1994-12-11,14,24.098,NOR,@,ATL,W 29-20,,5,4,72,18.00,0,80.0%,14.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
39,1994,1994-12-19,15,24.106,NOR,,DAL,L 16-24,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
40,1994,1994-12-24,16,24.111,NOR,@,DEN,W 30-28,,9,6,200,33.33,2,66.7%,22.22,0,0,,0,0,0,,0,0,0,,,,,,2,12
41,1995,1995-09-03,1,24.364,NOR,,SFO,L 22-24,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0
42,1995,1995-09-10,2,25.006,NOR,@,STL,L 13-17,,7,5,29,5.80,1,71.4%,4.14,0,0,,0,0,0,,0,0,0,,0,,,,1,6
43,1995,1995-09-17,3,25.013,NOR,,ATL,L 24-27,,5,4,74,18.50,0,80.0%,14.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0
44,1995,1995-09-24,4,25.020,NOR,@,NYG,L 29-45,,2,1,1,1.00,1,50.0%,0.50,0,0,,0,0,0,,0,0,0,,0,,,,1,6
45,1995,1995-10-01,5,25.027,NOR,,PHI,L 10-15,,7,4,36,9.00,0,57.1%,5.14,1,44,44.00,1,0,0,,0,0,0,,0,,,,1,6
46,1995,1995-10-15,6,25.041,NOR,,MIA,W 33-30,,6,1,15,15.00,0,16.7%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0
47,1995,1995-10-22,7,25.048,NOR,@,CAR,L 3-20,,2,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0
48,1995,1995-10-29,8,25.055,NOR,@,SFO,W 11-7,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,
49,1995,1995-11-05,9,25.062,NOR,,STL,W 19-10,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
50,1995,1995-11-12,10,25.069,NOR,,IND,W 17-14,,3,3,48,16.00,1,100.0%,16.00,1,11,11.00,0,0,0,,0,0,0,,0,,,,1,6
51,1995,1995-11-19,11,25.076,NOR,@,MIN,L 24-43,,1,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0
52,1995,1995-11-26,12,25.083,NOR,,CAR,W 34-26,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
53,1995,1995-12-03,13,25.090,NOR,@,NWE,W 31-17,,3,2,25,12.50,0,66.7%,8.33,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0
54,1995,1995-12-10,14,25.097,NOR,@,ATL,L 14-19,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0
55,1995,1995-12-16,15,25.103,NOR,,GNB,L 23-34,,10,6,82,13.67,2,60.0%,8.20,1,1,1.00,0,0,0,,0,0,0,,0,,,,2,12
56,1995,1995-12-24,16,25.111,NOR,@,NYJ,W 12-0,,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0
57,1996,1996-09-01,1,25.363,NOR,@,SFO,L 11-27,,12,4,52,13.00,0,33.3%,4.33,1,22,22.00,0,0,0,,0,0,0,,,,,,0,0
58,1996,1996-09-08,2,26.004,NOR,,CAR,L 20-22,,3,2,21,10.50,1,66.7%,7.00,1,9,9.00,0,0,0,,0,0,0,,,,,,1,6
59,1996,1996-09-15,3,26.011,NOR,@,CIN,L 15-30,,5,3,16,5.33,0,60.0%,3.20,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0
60,1996,1996-09-22,4,26.018,NOR,,ARI,L 14-28,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1996,1996-09-29,5,26.025,NOR,@,BAL,L 10-17,,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,1996,1996-10-06,6,26.032,NOR,,JAX,W 17-13,,7,4,59,14.75,1,57.1%,8.43,0,0,,0,0,0,,0,0,0,,,,,,1,6
63,1996,1996-10-13,7,26.039,NOR,,CHI,W 27-24,,7,6,59,9.83,0,85.7%,8.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,1996,1996-10-20,8,26.046,NOR,@,CAR,L 7-19,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
65,1996,1996-11-03,9,26.060,NOR,,SFO,L 17-24,,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
66,1996,1996-11-10,10,26.067,NOR,,HOU,L 14-31,,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,1996,1996-11-17,11,26.074,NOR,@,ATL,L 15-17,,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
68,1996,1996-11-24,12,26.081,NOR,@,TAM,L 7-13,,10,6,85,14.17,0,60.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
69,1996,1996-12-01,13,26.088,NOR,,STL,L 10-26,,5,3,38,12.67,0,60.0%,7.60,1,17,17.00,1,0,0,,0,0,0,,,,,,1,6
70,1996,1996-12-08,14,26.095,NOR,,ATL,L 15-31,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
71,1996,1996-12-15,15,26.102,NOR,@,NYG,W 17-3,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
72,1996,1996-12-21,16,26.108,NOR,@,STL,L 13-14,,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
