ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1976,1976-09-12,1,22.056,STL,@,SEA,W 30-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,131,32.75,0
2,1976,1976-09-19,2,22.063,STL,,GNB,W 29-0,0,0,,0,0,0,,0,0,0,,0,0,,,7,238,34.00,0
3,1976,1976-09-26,3,22.070,STL,@,SDG,L 24-43,0,0,,0,0,0,,0,0,0,,0,0,,,3,110,36.67,0
4,1976,1976-10-03,4,22.077,STL,,NYG,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,172,43.00,0
5,1976,1976-10-10,5,22.084,STL,,PHI,W 33-14,0,0,,0,0,0,,0,0,0,,0,0,,,3,91,30.33,0
6,1976,1976-10-17,6,22.091,STL,,DAL,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,152,38.00,1
7,1976,1976-10-25,7,22.099,STL,@,WAS,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,,,3,105,35.00,0
8,1976,1976-10-31,8,22.105,STL,,SFO,W 23-20,0,0,,0,0,0,,0,0,0,,0,0,,,7,294,42.00,0
9,1976,1976-11-07,9,22.112,STL,@,PHI,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,6,175,29.17,0
10,1976,1976-11-14,10,22.119,STL,@,RAM,W 30-28,0,0,,0,0,0,,0,0,0,,0,0,,,2,85,42.50,0
11,1976,1976-11-21,11,22.126,STL,,WAS,L 10-16,0,0,,0,0,0,,0,0,0,,0,0,,,7,246,35.14,0
12,1976,1976-11-25,12,22.130,STL,@,DAL,L 14-19,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,163,40.75,1
13,1976,1976-12-04,13,22.139,STL,,BAL,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,218,36.33,0
14,1976,1976-12-12,14,22.147,STL,@,NYG,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,151,37.75,0
15,1977,1977-09-18,1,23.062,STL,@,DEN,L 0-7,0,0,,0,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00,6,255,42.50,0
16,1977,1977-09-25,2,23.069,STL,,CHI,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,,,3,110,36.67,0
17,1977,1977-10-02,3,23.076,STL,@,WAS,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,282,40.29,0
18,1977,1977-10-09,4,23.083,STL,,DAL,L 24-30,1,-13,-13.00,0,0,0,,0,0,0,,0,0,,,6,204,34.00,1
