ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-25,4,22.261,CHI,@,GNB,W 24-6,,,,,,,,,,,,,
2,1988,1988-10-02,5,22.268,CHI,,BUF,W 24-3,,,,,,,,,,,,,
3,1988,1988-10-09,6,22.275,CHI,@,DET,W 24-7,,,,,,,,,,,,,
4,1988,1988-10-16,7,22.282,CHI,,DAL,W 17-7,,,,,,,,,,,,,
5,1988,1988-10-24,8,22.290,CHI,,SFO,W 10-9,,,,,,,,,,,,,
6,1988,1988-10-30,9,22.296,CHI,@,NWE,L 7-30,,,,,,,,,,,,,
7,1988,1988-11-06,10,22.303,CHI,,TAM,W 28-10,,,,,,,,,,,,,
8,1988,1988-12-19,16,22.346,CHI,@,MIN,L 27-28,,,,,,,,,,,,,
9,1989,1989-09-17,2,23.252,MIN,@,CHI,L 7-38,,0,0,,0,,,,,,,,
10,1989,1989-09-24,3,23.259,MIN,@,PIT,L 14-27,,0,0,,0,,,,,,,,
11,1989,1989-10-01,4,23.266,MIN,,TAM,W 17-3,,0,0,,0,,,,,,,,
12,1989,1989-10-08,5,23.273,MIN,,DET,W 24-17,,1,2,2.00,1,,,0,0,,0,1,6
13,1989,1989-10-15,6,23.280,MIN,,GNB,W 26-14,,0,0,,0,,,,,,,,
14,1989,1989-10-22,7,23.287,MIN,@,DET,W 20-7,,0,0,,0,,,,,,,,
15,1989,1989-10-30,8,23.295,MIN,@,NYG,L 14-24,,0,0,,0,,,,,,,,
16,1989,1989-11-05,9,23.301,MIN,,RAM,W 23-21,,0,0,,0,,,,,,,,
17,1989,1989-11-12,10,23.308,MIN,@,TAM,W 24-10,,0,0,,0,,,,,,,,
18,1989,1989-11-19,11,23.315,MIN,@,PHI,L 9-10,,0,0,,0,,,,,,,,
19,1989,1989-11-26,12,23.322,MIN,@,GNB,L 19-20,,1,6,6.00,0,,,0,0,,0,0,0
20,1989,1989-12-03,13,23.329,MIN,,CHI,W 27-16,,0,0,,0,,,,,,,,
21,1989,1989-12-10,14,23.336,MIN,,ATL,W 43-17,,0,0,,0,,,,,,,,
22,1989,1989-12-17,15,23.343,MIN,@,CLE,L 17-23,,1,2,2.00,0,,,0,0,,0,0,0
