ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,26.234,NYY,@,SFO,W 21-17,18,108,6.00,1,2,18,9.00,1,0,0,,0,0,,,,,,
2,1950,1950-09-22,2,26.239,NYY,@,RAM,L 28-45,13,138,10.62,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-09-29,3,26.246,NYY,,DET,W 44-21,10,15,1.50,0,2,18,9.00,0,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,26.255,NYY,@,GNB,W 44-31,14,57,4.07,1,1,16,16.00,0,0,0,,0,0,,,,,,
5,1950,1950-10-19,6,26.266,NYY,,GNB,W 35-17,15,60,4.00,1,0,0,,0,0,0,,0,0,,,,,,
6,1950,1950-10-29,7,26.276,NYY,,CHI,W 38-27,16,72,4.50,1,0,0,,0,0,0,,0,0,,,,,,
7,1950,1950-11-12,8,26.290,NYY,@,CHI,L 20-28,10,43,4.30,0,0,0,,0,0,0,,0,0,,,,,,
8,1950,1950-11-19,9,26.297,NYY,,RAM,L 35-43,4,3,0.75,0,1,60,60.00,0,0,0,,0,0,,,,,,
9,1950,1950-11-23,10,26.301,NYY,@,DET,L 14-49,7,33,4.71,0,4,40,10.00,1,0,0,,0,0,,,,,,
10,1950,1950-12-03,11,26.311,NYY,@,NYG,L 7-51,7,21,3.00,0,0,0,,0,0,0,,0,0,,,,,,
11,1950,1950-12-10,12,26.318,NYY,,BAL,W 51-14,17,86,5.06,1,1,16,16.00,1,0,0,,0,0,,,,,,
12,1951,1951-09-28,1,27.245,NYY,@,RAM,L 14-54,15,57,3.80,0,2,19,9.50,0,0,0,,0,0,,,,,,
13,1951,1951-10-08,2,27.255,NYY,@,DET,L 10-37,17,52,3.06,0,1,23,23.00,0,0,0,,0,0,,,,,,
14,1951,1951-10-14,3,27.261,NYY,@,CHI,L 21-24,17,51,3.00,1,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-21,4,27.268,NYY,@,DET,T 24-24,17,41,2.41,2,2,17,8.50,0,0,0,,0,0,,,,,,
16,1951,1951-10-28,5,27.275,NYY,,GNB,L 27-29,18,57,3.17,0,2,1,0.50,0,0,0,,0,0,,,,,,
17,1951,1951-11-04,6,27.282,NYY,@,NYG,L 31-37,9,25,2.78,1,0,0,,0,0,0,,0,0,,,,,,
18,1951,1951-11-11,7,27.289,NYY,@,SFO,L 14-19,12,60,5.00,0,1,8,8.00,0,0,0,,0,0,,,,,,
19,1951,1951-12-02,10,27.310,NYY,@,GNB,W 31-28,3,18,6.00,0,0,0,,0,0,0,,0,0,,,,,,
20,1952,1952-10-05,2,28.253,DTX,,SFO,L 14-37,1,4,4.00,0,4,30,7.50,0,0,0,,0,0,,,,,,
21,1952,1952-10-12,3,28.260,DTX,@,CHI,L 20-38,1,1,1.00,1,0,0,,0,0,0,,0,0,,,,,,
22,1952,1952-10-26,5,28.274,DTX,@,SFO,L 21-48,5,16,3.20,0,0,0,,0,0,0,,0,0,,,,,,
23,1952,1952-11-09,7,28.288,DTX,,RAM,L 6-27,11,41,3.73,1,0,0,,0,0,0,,0,0,,,,,,
24,1952,1952-11-16,8,28.295,DTX,@,DET,L 13-43,8,25,3.13,1,1,3,3.00,0,0,0,,0,0,,,,,,
25,1952,1952-11-23,9,28.302,DTX,@,GNB,L 14-42,10,9,0.90,0,2,3,1.50,0,0,0,,0,0,,,,,,
26,1952,1952-11-27,10,28.306,DTX,,CHI,W 27-23,16,80,5.00,1,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-12-07,11,28.316,DTX,@,PHI,L 21-38,10,38,3.80,0,0,0,,0,0,0,,0,0,,,,,,
28,1952,1952-12-13,12,28.322,DTX,@,DET,L 6-41,12,29,2.42,0,1,-4,-4.00,0,0,0,,0,0,,,,,,
29,1954,1954-09-26,1,30.243,BAL,,RAM,L 0-48,5,9,1.80,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
30,1954,1954-10-02,2,30.249,BAL,,NYG,W 20-14,6,23,3.83,0,0,0,,0,0,0,,0,0,,,,,,
31,1954,1954-10-10,3,30.257,BAL,@,CHI,L 9-28,2,13,6.50,0,2,8,4.00,0,0,0,,0,0,,,,,,
32,1954,1954-10-16,4,30.263,BAL,@,DET,L 0-35,15,38,2.53,0,0,0,,0,0,0,,0,0,,,,,,
33,1954,1954-10-24,5,30.271,BAL,,GNB,L 6-7,9,40,4.44,0,4,12,3.00,0,0,0,,0,0,,,,,,
34,1954,1954-10-31,6,30.278,BAL,@,WAS,L 21-24,8,38,4.75,1,2,24,12.00,0,0,0,,0,0,,,,,,
35,1954,1954-11-06,7,30.284,BAL,,DET,L 3-27,6,16,2.67,0,1,5,5.00,0,0,0,,0,0,,,,,,
36,1954,1954-11-28,10,30.306,BAL,,SFO,W 17-13,14,83,5.93,0,1,-2,-2.00,0,0,0,,0,0,,,,,,
37,1954,1954-12-04,11,30.312,BAL,@,RAM,W 22-21,11,13,1.18,0,1,4,4.00,0,0,0,,0,0,,,,,,
38,1954,1954-12-11,12,30.319,BAL,@,SFO,L 7-10,10,30,3.00,0,0,0,,0,0,0,,0,0,,,,,,
