ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,23.073,TAM,@,HOU,L 0-20,,,,,
2,1976,1976-09-19,2,23.080,TAM,,SDG,L 0-23,,,,,
3,1976,1976-09-26,3,23.087,TAM,,BUF,L 9-14,,,,,
4,1976,1976-10-03,4,23.094,TAM,@,BAL,L 17-42,,,,,
5,1976,1976-10-10,5,23.101,TAM,@,CIN,L 0-21,,,,,
6,1976,1976-11-07,9,23.129,TAM,@,DEN,L 13-48,,,,,
7,1977,1977-09-18,1,24.079,TAM,@,PHI,L 3-13,,,,,
8,1977,1977-09-24,2,24.085,TAM,,MIN,L 3-9,,,,,
9,1977,1977-10-02,3,24.093,TAM,@,DAL,L 7-23,,,,,
10,1977,1977-10-09,4,24.100,TAM,,WAS,L 0-10,,,,,
11,1977,1977-10-16,5,24.107,TAM,@,SEA,L 23-30,,,,,
12,1977,1977-10-23,6,24.114,TAM,,GNB,L 0-13,0,0,1,0,0
13,1977,1977-10-30,7,24.121,TAM,@,SFO,L 10-20,,,,,
14,1977,1977-11-06,8,24.128,TAM,@,RAM,L 0-31,,,,,
15,1977,1977-11-13,9,24.135,TAM,,NYG,L 0-10,,,,,
16,1977,1977-11-20,10,24.142,TAM,@,DET,L 7-16,0,0,1,26,0
17,1977,1977-11-27,11,24.149,TAM,,ATL,L 0-17,,,,,
18,1977,1977-12-04,12,24.156,TAM,,CHI,L 0-10,,,,,
19,1977,1977-12-11,13,24.163,TAM,@,NOR,W 33-14,1,6,2,45,1
20,1977,1977-12-18,14,24.170,TAM,,STL,W 17-7,0,0,1,0,0
21,1978,1978-09-02,1,25.063,TAM,,NYG,L 13-19,0,0,1,3,0
22,1978,1978-09-09,2,25.070,TAM,,DET,L 7-15,,,,,
23,1978,1978-09-17,3,25.078,TAM,@,MIN,W 16-10,,,,,
24,1978,1978-09-24,4,25.085,TAM,,ATL,W 14-9,0,0,1,0,0
25,1978,1978-10-01,5,25.092,TAM,,MIN,L 7-24,,,,,
26,1978,1978-10-08,6,25.099,TAM,@,KAN,W 30-13,,,,,
27,1978,1978-10-15,7,25.106,TAM,@,NYG,L 14-17,,,,,
28,1978,1978-10-22,8,25.113,TAM,,CHI,W 33-19,,,,,
29,1978,1978-10-29,9,25.120,TAM,@,GNB,L 7-9,0,0,1,8,0
30,1978,1978-11-05,10,25.127,TAM,@,RAM,L 23-26,,,,,
31,1978,1978-11-12,11,25.134,TAM,@,DET,L 23-34,,,,,
32,1978,1978-11-19,12,25.141,TAM,,BUF,W 31-10,,,,,
33,1978,1978-11-26,13,25.148,TAM,@,CHI,L 3-14,,,,,
34,1978,1978-12-03,14,25.155,TAM,,GNB,L 7-17,0,0,1,8,0
35,1978,1978-12-10,15,25.162,TAM,@,SFO,L 3-6,,,,,
36,1978,1978-12-17,16,25.169,TAM,,NOR,L 10-17,0,0,1,24,0
37,1979,1979-09-01,1,26.062,TAM,,DET,W 31-16,,,,,
38,1979,1979-09-09,2,26.070,TAM,@,BAL,W 29-26,1,6,1,49,1
39,1979,1979-09-16,3,26.077,TAM,@,GNB,W 21-10,,,,,
40,1979,1979-09-23,4,26.084,TAM,,RAM,W 21-6,,,,,
41,1979,1979-09-30,5,26.091,TAM,@,CHI,W 17-13,,,,,
42,1979,1979-10-07,6,26.098,TAM,@,NYG,L 14-17,,,,,
43,1979,1979-10-14,7,26.105,TAM,,NOR,L 14-42,,,,,
44,1979,1979-10-21,8,26.112,TAM,,GNB,W 21-3,,,,,
45,1979,1979-10-28,9,26.119,TAM,@,MIN,W 12-10,0,0,1,15,0
46,1979,1979-11-04,10,26.126,TAM,@,ATL,L 14-17,,,,,
47,1979,1979-11-11,11,26.133,TAM,@,DET,W 16-14,,,,,
48,1979,1979-11-18,12,26.140,TAM,,NYG,W 31-3,0,0,1,0,0
49,1979,1979-11-25,13,26.147,TAM,,MIN,L 22-23,,,,,
50,1979,1979-12-02,14,26.154,TAM,,CHI,L 0-14,,,,,
51,1979,1979-12-09,15,26.161,TAM,@,SFO,L 7-23,,,,,
52,1980,1980-09-07,1,27.068,TAM,@,CIN,W 17-12,,,,,
53,1980,1980-09-11,2,27.072,TAM,,RAM,W 10-9,0,0,1,16,0
54,1980,1980-09-21,3,27.082,TAM,@,DAL,L 17-28,,,,,
55,1980,1980-09-28,4,27.089,TAM,,CLE,L 27-34,,,,,
56,1980,1980-10-06,5,27.097,TAM,@,CHI,L 0-23,,,,,
57,1980,1980-10-12,6,27.103,TAM,,GNB,T 14-14,,,,,
58,1980,1980-10-19,7,27.110,TAM,@,HOU,L 14-20,,,,,
59,1980,1980-10-26,8,27.117,TAM,@,SFO,W 24-23,0,0,1,14,0
60,1980,1980-11-02,9,27.124,TAM,,NYG,W 30-13,0,0,1,0,0
61,1980,1980-11-09,10,27.131,TAM,,PIT,L 21-24,,,,,
62,1980,1980-11-16,11,27.138,TAM,@,MIN,L 30-38,,,,,
63,1980,1980-11-23,12,27.145,TAM,,DET,L 10-24,,,,,
64,1980,1980-11-30,13,27.152,TAM,@,GNB,W 20-17,,,,,
65,1980,1980-12-07,14,27.159,TAM,,MIN,L 10-21,,,,,
66,1980,1980-12-14,15,27.166,TAM,@,DET,L 14-27,,,,,
67,1980,1980-12-20,16,27.172,TAM,,CHI,L 13-14,0,0,1,0,0
68,1981,1981-09-05,1,28.066,TAM,,MIN,W 21-13,,,,,
69,1981,1981-09-20,3,28.081,TAM,@,CHI,L 17-28,1,6,1,29,1
70,1981,1981-09-27,4,28.088,TAM,,STL,W 20-10,,,,,
71,1981,1981-10-04,5,28.095,TAM,,DET,W 28-10,,,,,
72,1981,1981-10-11,6,28.102,TAM,@,GNB,W 21-10,,,,,
73,1981,1981-10-18,7,28.109,TAM,@,OAK,L 16-18,0,0,2,58,0
74,1981,1981-10-25,8,28.116,TAM,@,PHI,L 10-20,0,0,1,12,0
75,1981,1981-11-01,9,28.123,TAM,,CHI,W 20-10,0,0,1,23,0
76,1981,1981-11-08,10,28.130,TAM,@,MIN,L 10-25,,,,,
77,1981,1981-11-22,12,28.144,TAM,,GNB,W 37-3,,,,,
78,1981,1981-11-29,13,28.151,TAM,@,NOR,W 31-14,0,0,1,34,0
79,1981,1981-12-06,14,28.158,TAM,,ATL,W 24-23,,,,,
80,1981,1981-12-13,15,28.165,TAM,,SDG,L 23-24,,,,,
81,1981,1981-12-20,16,28.172,TAM,@,DET,W 20-17,,,,,
82,1982,1982-09-12,1,29.073,TAM,@,MIN,L 10-17,,,,,
83,1982,1982-09-19,2,29.080,TAM,,WAS,L 13-21,,,,,
84,1982,1982-11-21,3,29.143,TAM,@,DAL,L 9-14,,,,,
85,1982,1982-11-29,4,29.151,TAM,,MIA,W 23-17,0,0,2,0,0
86,1982,1982-12-05,5,29.157,TAM,@,NOR,W 13-10,,,,,
87,1982,1982-12-19,7,29.171,TAM,,BUF,W 24-23,0,0,1,13,0
88,1982,1982-12-26,8,29.178,TAM,,DET,W 23-21,,,,,
89,1982,1983-01-02,9,29.185,TAM,,CHI,W 26-23,,,,,
90,1983,1983-09-04,1,30.065,TAM,,DET,L 0-11,,,,,
91,1983,1983-09-11,2,30.072,TAM,@,CHI,L 10-17,,,,,
92,1983,1983-09-18,3,30.079,TAM,,MIN,L 16-19,,,,,
