ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,22.361,MIA,@,NWE,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,146,29.20,0,2,15,7.50,0,0,0
2,1974,1974-09-22,2,23.003,MIA,@,BUF,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,3,26,8.67,0,0,0
3,1974,1974-09-29,3,23.010,MIA,@,SDG,W 28-21,3,49,16.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,3,88,29.33,0,2,46,23.00,0,1,6
4,1974,1974-10-07,4,23.018,MIA,,NYJ,W 21-17,3,45,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,23.024,MIA,@,WAS,L 17-20,1,48,48.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,0,0,,0,0,0
6,1974,1974-10-20,6,23.031,MIA,,KAN,W 9-3,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0,,0,0,0
7,1974,1974-10-27,7,23.038,MIA,,BAL,W 17-7,6,95,15.83,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0,,0,0,0
8,1974,1974-11-03,8,23.045,MIA,,ATL,W 42-7,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1974,1974-11-10,9,23.052,MIA,@,NOR,W 21-0,4,51,12.75,1,1,15,15.00,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,1,6
10,1974,1974-11-17,10,23.059,MIA,,BUF,W 35-28,3,73,24.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,57,28.50,0,0,0,,0,0,0
11,1974,1974-11-24,11,23.066,MIA,@,NYJ,L 14-17,3,35,11.67,0,0,0,,0,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,4,96,24.00,0,0,0,,0,0,0
12,1974,1974-12-02,12,23.074,MIA,,CIN,W 24-3,5,45,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1974,1974-12-15,14,23.087,MIA,,NWE,W 34-27,4,81,20.25,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,49,24.50,0,0,0
14,1975,1975-09-22,1,24.003,MIA,,OAK,L 21-31,5,85,17.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1975,1975-09-28,2,24.009,MIA,@,NWE,W 22-14,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1975,1975-10-05,3,24.016,MIA,@,GNB,W 31-7,3,44,14.67,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1975,1975-10-12,4,24.023,MIA,,PHI,W 24-16,6,89,14.83,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
18,1975,1975-10-19,5,24.030,MIA,@,NYJ,W 43-0,1,53,53.00,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
19,1975,1975-10-26,6,24.037,MIA,@,BUF,W 35-30,4,42,10.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
20,1975,1975-11-02,7,24.044,MIA,@,CHI,W 46-13,4,113,28.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
21,1975,1975-11-09,8,24.051,MIA,,NYJ,W 27-7,4,102,25.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1975,1975-11-16,9,24.058,MIA,@,HOU,L 19-20,3,59,19.67,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1975,1975-11-23,10,24.065,MIA,,BAL,L 17-33,1,19,19.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1975,1975-12-01,11,24.073,MIA,,NWE,W 20-7,1,20,20.00,0,1,36,36.00,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,1,7,7.00,0,0,0
25,1975,1975-12-07,12,24.079,MIA,,BUF,W 31-21,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,116,29.00,0,1,10,10.00,0,0,0
26,1975,1975-12-14,13,24.086,MIA,@,BAL,L 7-10,4,40,10.00,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,5,58,11.60,0,0,0
27,1975,1975-12-20,14,24.092,MIA,,DEN,W 14-13,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,49,24.50,0,1,5,5.00,0,0,0
28,1976,1976-09-13,1,24.360,MIA,@,BUF,W 30-21,6,94,15.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
29,1976,1976-09-19,2,25.000,MIA,@,NWE,L 14-30,3,54,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,1,4,4.00,0,0,0
30,1976,1976-09-26,3,25.007,MIA,,NYJ,W 16-0,6,68,11.33,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1976,1976-10-03,4,25.014,MIA,,RAM,L 28-31,2,66,33.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,1,6
32,1976,1976-10-10,5,25.021,MIA,@,BAL,L 14-28,3,124,41.33,1,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,31,15.50,0,1,6
33,1976,1976-10-17,6,25.028,MIA,,KAN,L 17-20,5,106,21.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
34,1976,1976-10-24,7,25.035,MIA,@,TAM,W 23-20,2,36,18.00,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
