ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,22.174,CHI,@,GNB,L 6-12,,,,,,,,,,
2,1980,1980-09-14,2,22.181,CHI,,NOR,W 22-3,1,56,56.00,1,0,0,,0,1,6
3,1980,1980-09-21,3,22.188,CHI,,MIN,L 14-34,1,7,7.00,0,0,0,,0,0,0
4,1980,1980-09-28,4,22.195,CHI,@,PIT,L 3-38,,,,,,,,,,
5,1980,1980-10-06,5,22.203,CHI,,TAM,W 23-0,1,21,21.00,0,0,0,,0,0,0
6,1980,1980-10-12,6,22.209,CHI,@,MIN,L 7-13,0,0,,0,1,15,15.00,0,0,0
7,1980,1980-10-19,7,22.216,CHI,,DET,W 24-7,,,,,,,,,,
8,1980,1980-10-26,8,22.223,CHI,@,PHI,L 14-17,1,15,15.00,0,0,0,,0,0,0
9,1980,1980-11-03,9,22.231,CHI,@,CLE,L 21-27,1,13,13.00,0,0,0,,0,0,0
10,1980,1980-11-09,10,22.237,CHI,,WAS,W 35-21,2,27,13.50,0,0,0,,0,0,0
11,1980,1980-11-16,11,22.244,CHI,,HOU,L 6-10,1,18,18.00,0,1,6,6.00,0,0,0
12,1980,1980-11-23,12,22.251,CHI,@,ATL,L 17-28,2,21,10.50,0,0,0,,0,0,0
13,1980,1980-11-27,13,22.255,CHI,@,DET,W 23-17,1,20,20.00,1,0,0,,0,1,6
14,1980,1980-12-07,14,22.265,CHI,,GNB,W 61-7,0,0,,0,1,11,11.00,0,0,0
15,1980,1980-12-14,15,22.272,CHI,,CIN,L 14-17,,,,,,,,,,
16,1980,1980-12-20,16,22.278,CHI,@,TAM,W 14-13,1,5,5.00,0,0,0,,0,0,0
17,1981,1981-09-06,1,23.173,CHI,,GNB,L 9-16,0,0,,0,1,9,9.00,0,0,0
18,1981,1981-09-13,2,23.180,CHI,@,SFO,L 17-28,,,,,0,0,,0,,
19,1981,1981-09-20,3,23.187,CHI,,TAM,W 28-17,,,,,0,0,,0,,
20,1981,1981-09-28,4,23.195,CHI,,RAM,L 7-24,,,,,0,0,,0,,
21,1981,1981-12-13,15,23.271,CHI,@,OAK,W 23-6,,,,,0,0,,0,,
22,1981,1981-12-20,16,23.278,CHI,,DEN,W 35-24,,,,,0,0,,0,,
