ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.166,SFO,,ATL,W 16-13,,,,
2,2001,2001-09-23,2,23.180,SFO,,STL,L 26-30,,,,
3,2001,2001-10-01,3,23.188,SFO,@,NYJ,W 19-17,,,,
4,2001,2001-10-07,4,23.194,SFO,,CAR,W 24-14,,,,
5,2001,2001-10-14,5,23.201,SFO,@,ATL,W 37-31,,,,
6,2001,2001-10-28,6,23.215,SFO,@,CHI,L 31-37,,,,
7,2001,2001-11-04,7,23.222,SFO,,DET,W 21-13,,,,
8,2001,2001-11-11,8,23.229,SFO,,NOR,W 28-27,,,,
9,2001,2001-11-18,9,23.236,SFO,@,CAR,W 25-22,,,,
10,2001,2001-11-25,10,23.243,SFO,@,IND,W 40-21,,,,
11,2001,2001-12-02,11,23.250,SFO,,BUF,W 35-0,,,,
12,2001,2001-12-09,12,23.257,SFO,@,STL,L 14-27,,,,
13,2001,2001-12-16,13,23.264,SFO,,MIA,W 21-0,,,,
14,2001,2001-12-22,14,23.270,SFO,,PHI,W 13-3,,,,
15,2001,2001-12-30,15,23.278,SFO,@,DAL,L 21-27,,,,
16,2001,2002-01-06,16,23.285,SFO,@,NOR,W 38-0,,,,
17,2002,2002-09-05,1,24.162,SFO,@,NYG,W 16-13,,,,
18,2002,2002-09-15,2,24.172,SFO,,DEN,L 14-24,,,,
19,2002,2002-09-22,3,24.179,SFO,,WAS,W 20-10,,,,
20,2002,2002-10-06,4,24.193,SFO,,STL,W 37-13,,,,
21,2002,2002-10-14,5,24.201,SFO,@,SEA,W 28-21,,,,
22,2002,2002-10-20,6,24.207,SFO,@,NOR,L 27-35,,,,
23,2002,2002-10-27,7,24.214,SFO,,ARI,W 38-28,,,,
24,2002,2002-11-03,8,24.221,SFO,@,OAK,W 23-20,,,,
25,2002,2002-11-10,9,24.228,SFO,,KAN,W 17-13,,,,
26,2002,2002-11-17,10,24.235,SFO,@,SDG,L 17-20,,1,0,0
27,2002,2002-11-25,11,24.243,SFO,,PHI,L 17-38,,,,
28,2002,2002-12-01,12,24.249,SFO,,SEA,W 31-24,,,,
29,2002,2002-12-08,13,24.256,SFO,@,DAL,W 31-27,,,,
30,2002,2002-12-15,14,24.263,SFO,,GNB,L 14-20,,,,
31,2002,2002-12-30,16,24.278,SFO,@,STL,L 20-31,,,,
32,2003,2003-10-12,5,25.199,NYJ,,BUF,W 30-3,,,,
33,2003,2003-10-19,6,25.206,NYJ,@,HOU,W 19-14,,,,
34,2003,2003-10-26,7,25.213,NYJ,@,PHI,L 17-24,,,,
35,2003,2003-11-02,8,25.220,NYJ,,NYG,L 28-31,,,,
36,2003,2003-11-09,9,25.227,NYJ,@,OAK,W 27-24,,,,
37,2003,2003-11-16,10,25.234,NYJ,@,IND,L 31-38,,,,
38,2003,2003-11-23,11,25.241,NYJ,,JAX,W 13-10,,,,
39,2003,2003-12-01,12,25.249,NYJ,,TEN,W 24-17,,,,
40,2003,2003-12-07,13,25.255,NYJ,@,BUF,L 6-17,,,,
41,2003,2003-12-14,14,25.262,NYJ,,PIT,W 6-0,,,,
42,2003,2003-12-20,15,25.268,NYJ,,NWE,L 16-21,,,,
43,2003,2003-12-28,16,25.276,NYJ,@,MIA,L 21-23,,,,
