ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1982,1982-09-12,1,22.088,STL,@,NOR,W 21-7,,,,,,,,,,,,,
2,1982,1982-09-19,2,22.095,STL,,DAL,L 7-24,,,,,,,,,,,,,
3,1982,1982-11-21,3,22.158,STL,,SFO,L 20-31,,,,,,,,,,,,,
4,1982,1982-11-28,4,22.165,STL,@,ATL,W 23-20,,,,,,,,,,,,,
5,1982,1982-12-05,5,22.172,STL,@,PHI,W 23-20,,,,,,,,,,,,,
6,1982,1982-12-12,6,22.179,STL,,WAS,L 7-12,,,,,,,,,,,,,
7,1982,1982-12-19,7,22.186,STL,@,CHI,W 10-7,,,,,,,,,,,,,
8,1982,1982-12-26,8,22.193,STL,,NYG,W 24-21,,,,,,,,,,,,,
9,1982,1983-01-02,9,22.200,STL,@,WAS,L 0-28,,,,,,,,,,,,,
10,1983,1983-09-04,1,23.080,STL,@,NOR,L 17-28,0,0,,0,,,,,,,,,
11,1983,1983-09-11,2,23.087,STL,,DAL,L 17-34,0,0,,0,,,,,,,,,
12,1983,1983-09-18,3,23.094,STL,,SFO,L 27-42,0,0,,0,,,,,,,,,
13,1983,1983-09-25,4,23.101,STL,@,PHI,W 14-11,0,0,,0,,,,,,,,,
14,1983,1983-10-02,5,23.108,STL,@,KAN,L 14-38,0,0,,0,,,,,,,,,
15,1983,1983-10-09,6,23.115,STL,,WAS,L 14-38,0,0,,0,,,,,,,,,
16,1983,1983-10-16,7,23.122,STL,@,TAM,W 34-27,0,0,,0,,,,,,,,,
17,1983,1983-10-24,8,23.130,STL,,NYG,T 20-20,0,0,,0,,,,,,,,,
18,1983,1983-10-30,9,23.136,STL,,MIN,W 41-31,0,0,,0,,,,,,,,,
19,1983,1983-11-06,10,23.143,STL,@,WAS,L 7-45,0,0,,0,,,,,,,,,
20,1983,1983-11-13,11,23.150,STL,,SEA,W 33-28,0,0,,0,,,,,,,,,
21,1983,1983-11-20,12,23.157,STL,,SDG,W 44-14,0,0,,0,,,,,,,,,
22,1983,1983-11-24,13,23.161,STL,@,DAL,L 17-35,1,11,11.00,0,,0,0,,0,,,0,0
