ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
23,1983,1983-12-04,14,23.171,STL,@,NYG,W 10-6,0,0,,0,,,,,,,,,
24,1983,1983-12-11,15,23.178,STL,@,RAI,W 34-24,0,0,,0,,,,,,,,,
25,1983,1983-12-18,16,23.185,STL,,PHI,W 31-7,0,0,,0,,,,,,,,,
26,1984,1984-09-02,1,24.078,STL,@,GNB,L 23-24,,,,,,,,,,,,,
27,1984,1984-09-09,2,24.085,STL,,BUF,W 37-7,,,,,,,,,,,,,
28,1984,1984-09-16,3,24.092,STL,@,IND,W 34-33,,,,,,,,,,,,,
29,1984,1984-09-23,4,24.099,STL,@,NOR,L 24-34,,,,,,,,,,,,,
30,1984,1984-09-30,5,24.106,STL,,MIA,L 28-36,,,,,,,,,,,,,
31,1984,1984-10-07,6,24.113,STL,@,DAL,W 31-20,,,,,,,,,,,,,
32,1984,1984-10-14,7,24.120,STL,,CHI,W 38-21,,,,,,,,,,,,,
33,1984,1984-10-21,8,24.127,STL,,WAS,W 26-24,,,,,,,,,,,,,
34,1984,1984-10-28,9,24.134,STL,@,PHI,W 34-14,,,,,,,,,,,,,
35,1984,1984-11-04,10,24.141,STL,,RAM,L 13-16,,,,,,,,,,,,,
36,1984,1984-11-11,11,24.148,STL,,DAL,L 17-24,,,,,,,,,,,,,
37,1984,1984-11-18,12,24.155,STL,@,NYG,L 10-16,,,,,,,,,,,,,
38,1984,1984-11-25,13,24.162,STL,,PHI,W 17-16,,,,,,,,,,,,,
39,1984,1984-12-02,14,24.169,STL,@,NWE,W 33-10,,,,,,,,,,,,,
40,1984,1984-12-09,15,24.176,STL,,NYG,W 31-21,,,,,,,,,,,,,
41,1984,1984-12-16,16,24.183,STL,@,WAS,L 27-29,,,,,,,,,,,,,
42,1985,1985-09-08,1,25.084,STL,@,CLE,W 27-24,,,,,,,,,,,,,
43,1985,1985-09-15,2,25.091,STL,,CIN,W 41-27,,,,,,,,,,,,,
44,1985,1985-09-22,3,25.098,STL,@,NYG,L 17-27,,,,,,,,,,,,,
45,1985,1985-09-29,4,25.105,STL,,GNB,W 43-28,,,,,,,,,,,,,
46,1985,1985-10-07,5,25.113,STL,@,WAS,L 10-27,,,,,,,,,,,,,
47,1985,1985-10-13,6,25.119,STL,@,PHI,L 7-30,,,,,,,,,,,,,
48,1985,1985-10-20,7,25.126,STL,@,PIT,L 10-23,,,,,,,,,,,,,
49,1985,1985-10-27,8,25.133,STL,,HOU,L 10-20,,,,,,,,,,,,,
50,1985,1985-11-04,9,25.141,STL,,DAL,W 21-10,,,,,,,,,,,,,
51,1985,1985-11-10,10,25.147,STL,@,TAM,L 0-16,,,,,,,,,,,,,
52,1985,1985-11-17,11,25.154,STL,,PHI,L 14-24,,,,,,,,,,,,,
53,1985,1985-11-24,12,25.161,STL,,NYG,L 3-34,,,,,,,,,,,,,
54,1985,1985-11-28,13,25.165,STL,@,DAL,L 17-35,,,,,,,,,,,,,
55,1985,1985-12-08,14,25.175,STL,,NOR,W 28-16,,,,,,,,,,,,,
56,1985,1985-12-15,15,25.182,STL,@,RAM,L 14-46,,,,,,,,,,,,,
57,1985,1985-12-21,16,25.188,STL,,WAS,L 16-27,,,,,,,,,,,,,
58,1986,1986-09-07,1,26.083,STL,,RAM,L 10-16,,,,,,,,,,,,,
59,1986,1986-09-14,2,26.090,STL,@,ATL,L 13-33,,,,,,,,,,,,,
60,1986,1986-09-21,3,26.097,STL,@,BUF,L 10-17,,,,,,,,,,,,,
61,1986,1986-09-29,4,26.105,STL,,DAL,L 7-31,,,,,,,,,,,,,
62,1986,1986-10-05,5,26.111,STL,,NYG,L 6-13,,,,,,,,,,,,,
63,1986,1986-10-12,6,26.118,STL,@,TAM,W 30-19,,,,,,,,,,,,,
64,1986,1986-10-19,7,26.125,STL,@,WAS,L 21-28,,,,,,,,,,,,,
65,1986,1986-10-26,8,26.132,STL,@,DAL,L 6-37,,,,,,,,,,,,,
66,1986,1986-11-02,9,26.139,STL,,PHI,W 13-10,,,,,,,,,,,,,
67,1986,1986-11-09,10,26.146,STL,@,SFO,L 17-43,,,,,,,,,,,,,
68,1986,1986-11-16,11,26.153,STL,,NOR,L 7-16,,,,,,,,,,,,,
69,1986,1986-11-23,12,26.160,STL,,KAN,W 23-14,,,,,,,,,,,,,
70,1986,1986-11-30,13,26.167,STL,,WAS,L 17-20,,,,,,,,,,,,,
71,1986,1986-12-07,14,26.174,STL,@,PHI,T 10-10,,,,,,,,,,,,,
72,1986,1986-12-14,15,26.181,STL,@,NYG,L 7-27,,,,,,,,,,,,,
73,1986,1986-12-21,16,26.188,STL,,TAM,W 21-17,,,,,,,,,,,,,
74,1987,1987-09-13,1,27.089,STL,,DAL,W 24-13,,,,,,,,,,,,,
75,1987,1987-09-20,2,27.096,STL,@,SDG,L 24-28,,,,,,,,,,,,,
76,1987,1987-10-25,6,27.131,STL,@,NYG,L 7-30,,,,,,,,,,,,,
77,1987,1987-11-01,7,27.138,STL,,PHI,L 23-28,,,,,,,,,,,,,
78,1987,1987-11-08,8,27.145,STL,,TAM,W 31-28,,,,,,,,,,,,,
79,1987,1987-11-15,9,27.152,STL,,RAM,L 24-27,,,,,,,,,,,,,
80,1987,1987-11-22,10,27.159,STL,@,PHI,W 31-19,,,,,,,,,,,,,
81,1987,1987-11-29,11,27.166,STL,@,ATL,W 34-21,,,,,,,,,,,,,
82,1987,1987-12-06,12,27.173,STL,,WAS,L 17-34,,,,,,,,,,,,,
83,1987,1987-12-13,13,27.180,STL,,NYG,W 27-24,,,,,,,,,,,,,
84,1987,1987-12-20,14,27.187,STL,@,TAM,W 31-14,,,,,,,,,,,,,
85,1987,1987-12-27,15,27.194,STL,@,DAL,L 16-21,,,,,,,,,,,,,
86,1988,1988-09-04,1,28.080,PHO,@,CIN,L 14-21,,,,,,,,,,,,,
87,1988,1988-09-12,2,28.088,PHO,,DAL,L 14-17,,,,,,,,,,,,,
88,1988,1988-09-18,3,28.094,PHO,@,TAM,W 30-24,,,,,,,,,,,,,
89,1988,1988-09-25,4,28.101,PHO,,WAS,W 30-21,,,,,,,,,,,,,
90,1988,1988-10-02,5,28.108,PHO,@,RAM,W 41-27,,,,,,,,,,,,,
91,1988,1988-10-09,6,28.115,PHO,,PIT,W 31-14,,,,,,,,,,,,,
92,1988,1988-10-16,7,28.122,PHO,@,WAS,L 17-33,,,,,,,,,,,,,
93,1988,1988-10-23,8,28.129,PHO,,CLE,L 21-29,,,,,,,,,,,,,
94,1988,1988-10-30,9,28.136,PHO,@,DAL,W 16-10,,,,,,,,,,,,,
95,1988,1988-11-06,10,28.143,PHO,,SFO,W 24-23,,,,,,,,,,,,,
96,1988,1988-11-13,11,28.150,PHO,,NYG,W 24-17,,,,,,,,,,,,,
97,1988,1988-11-20,12,28.157,PHO,@,HOU,L 20-38,,,,,,,,,,,,,
98,1988,1988-11-27,13,28.164,PHO,@,PHI,L 21-31,,,,,,,,,,,,,
99,1988,1988-12-04,14,28.171,PHO,@,NYG,L 7-44,,,,,,,,,,,,,
100,1988,1988-12-10,15,28.177,PHO,,PHI,L 17-23,,,,,,,,,,,,,
101,1988,1988-12-18,16,28.185,PHO,,GNB,L 17-26,,,,,,,,,,,,,
102,1989,1989-09-10,1,29.086,PHO,@,DET,W 16-13,,,,,,,,,,,,,
103,1989,1989-09-17,2,29.093,PHO,@,SEA,W 34-24,,,,,,,,,,,,,
104,1989,1989-09-24,3,29.100,PHO,@,NYG,L 7-35,,,,,,,,,,,,,
105,1989,1989-10-01,4,29.107,PHO,,SDG,L 13-24,,,,,,,,,,,,,
106,1989,1989-10-08,5,29.114,PHO,@,WAS,L 28-30,,,,,,,,,,,,,
107,1989,1989-10-15,6,29.121,PHO,,PHI,L 5-17,,,,,,,,,,,,,
108,1989,1989-10-22,7,29.128,PHO,,ATL,W 34-20,,,,,,,,,,,,,
109,1989,1989-10-29,8,29.135,PHO,@,DAL,W 19-10,,,,,,,,,,,,,
110,1989,1989-11-05,9,29.142,PHO,,NYG,L 13-20,,,,,,,,,,,,,
111,1989,1989-11-26,12,29.163,PHO,,TAM,L 13-14,,,,,,,,,,,,,
112,1989,1989-12-03,13,29.170,PHO,,WAS,L 10-29,,,,,,,,,,,,,
113,1989,1989-12-10,14,29.177,PHO,@,RAI,L 14-16,,,,,,,,,,,,,
114,1989,1989-12-16,15,29.183,PHO,,DEN,L 0-37,,,,,,,,,,,,,
115,1989,1989-12-24,16,29.191,PHO,@,PHI,L 14-31,,,,,,,,,,,,,
116,1990,1990-09-09,1,30.085,PHO,@,WAS,L 0-31,,,,,,0,0,,0,,,,
117,1990,1990-09-16,2,30.092,PHO,@,PHI,W 23-21,,,,,,0,0,,0,,,,
118,1990,1990-09-23,3,30.099,PHO,@,NOR,L 7-28,,,,,,0,0,,0,,,,
119,1990,1990-09-30,4,30.106,PHO,,WAS,L 10-38,,,,,,0,0,,0,,,,
120,1990,1990-10-14,5,30.120,PHO,,DAL,W 20-3,,,,,,0,0,,0,,,,
121,1990,1990-10-21,6,30.127,PHO,@,NYG,L 19-20,0,0,,0,,1,1,1.00,1,,,1,6
122,1990,1990-10-28,7,30.134,PHO,,CHI,L 21-31,,,,,,0,0,,0,,,,
123,1990,1990-11-04,8,30.141,PHO,@,MIA,L 3-23,,,,,,0,0,,0,,,,
124,1990,1990-11-11,9,30.148,PHO,@,BUF,L 14-45,,,,,,0,0,,0,,,,
125,1990,1990-11-18,10,30.155,PHO,,GNB,L 21-24,,,,,,0,0,,0,,,,
126,1990,1990-11-25,11,30.162,PHO,,NWE,W 34-14,,,,,,0,0,,0,,,,
127,1990,1990-12-02,12,30.169,PHO,,IND,W 20-17,,,,,,0,0,,0,,,,
128,1990,1990-12-09,13,30.176,PHO,@,ATL,W 24-13,,,,,,0,0,,0,,,,
129,1990,1990-12-16,14,30.183,PHO,@,DAL,L 10-41,,,,,,0,0,,0,,,,
130,1990,1990-12-23,15,30.190,PHO,,NYG,L 21-24,,,,,,0,0,,0,,,,
131,1990,1990-12-29,16,30.196,PHO,,PHI,L 21-23,,,,,,0,0,,0,,,,
132,1991,1991-09-01,1,31.077,PHO,@,RAM,W 24-14,,,,,,,,,,,,,
133,1991,1991-09-08,2,31.084,PHO,@,PHI,W 26-10,,,,,,,,,,,,,
134,1991,1991-09-15,3,31.091,PHO,@,WAS,L 0-34,,,,,,,,,,,,,
135,1991,1991-09-22,4,31.098,PHO,,DAL,L 9-17,,,,,,,,,,,,,
136,1991,1991-09-29,5,31.105,PHO,,NWE,W 24-10,,,,,,,,,,,,,
137,1991,1991-10-06,6,31.112,PHO,@,NYG,L 9-20,,,,,,,,,,,,,
138,1991,1991-10-13,7,31.119,PHO,@,MIN,L 7-34,,,,,,,,,,,,,
139,1991,1991-10-20,8,31.126,PHO,,ATL,W 16-10,,,,,,,,,,,,,
140,1991,1991-10-27,9,31.133,PHO,,MIN,L 0-28,,,,,,,,,,,,,
141,1991,1991-11-03,10,31.140,PHO,@,DAL,L 7-27,,,,,,,,,,,,,
142,1991,1991-11-10,11,31.147,PHO,,NYG,L 14-21,,,,,,,,,,,,,
143,1991,1991-11-17,12,31.154,PHO,@,SFO,L 10-14,,,,,,,,,,,,,
144,1991,1991-11-24,13,31.161,PHO,,PHI,L 14-34,,,,,,,,,,,,,
145,1991,1991-12-08,14,31.175,PHO,,WAS,L 14-20,,,,,,,,,,,,,
146,1991,1991-12-15,15,31.182,PHO,@,DEN,L 19-24,,,,,,,,,,,,,
147,1991,1991-12-22,16,31.189,PHO,,NOR,L 3-27,,,,,,,,,,,,,
148,1992,1992-09-06,1,32.082,PHO,@,TAM,L 7-23,,,,,,,,,,0.0%,,,
149,1992,1992-09-13,2,32.089,PHO,,PHI,L 14-31,,,,,,,,,,0.0%,,,
150,1992,1992-09-20,3,32.096,PHO,@,DAL,L 20-31,,,,,,,,,,0.0%,,,
151,1992,1992-10-04,4,32.110,PHO,,WAS,W 27-24,,,,,,,,,,0.0%,,,
152,1992,1992-10-11,5,32.117,PHO,@,NYG,L 21-31,,,,,,,,,,0.0%,,,
153,1992,1992-10-18,6,32.124,PHO,,NOR,L 21-30,,,,,,,,,,0.0%,,,
154,1992,1992-10-25,7,32.131,PHO,@,PHI,L 3-7,,,,,,,,,,0.0%,,,
155,1992,1992-11-01,8,32.138,PHO,,SFO,W 24-14,,,,,,,,,,0.0%,,,
156,1992,1992-11-08,9,32.145,PHO,@,RAM,W 20-14,,,,,,,,,,0.0%,,,
157,1992,1992-11-15,10,32.152,PHO,@,ATL,L 17-20,,,,,,,,,,0.0%,,,
158,1992,1992-11-22,11,32.159,PHO,,DAL,L 10-16,,,,,,,,,,0.0%,,,
159,1992,1992-11-29,12,32.166,PHO,@,WAS,L 3-41,,,,,,,,,,0.0%,,,
160,1992,1992-12-12,14,32.179,PHO,,NYG,W 19-0,,,,,,,,,,0.0%,,,
161,1992,1992-12-20,15,32.187,PHO,@,IND,L 13-16,,,,,,,,,,0.0%,,,
162,1992,1992-12-27,16,32.194,PHO,,TAM,L 3-7,,,,,,,,,,0.0%,,,
163,1993,1993-09-05,1,33.081,PHO,@,PHI,L 17-23,,,,,,,,,,0.0%,,,
164,1993,1993-09-12,2,33.088,PHO,@,WAS,W 17-10,,,,,,,,,,0.0%,,,
165,1993,1993-09-19,3,33.095,PHO,,DAL,L 10-17,,,,,,,,,,0.0%,,,
166,1993,1993-09-26,4,33.102,PHO,@,DET,L 20-26,,,,,,,,,,0.0%,,,
167,1993,1993-10-10,5,33.116,PHO,,NWE,L 21-23,,,,,,,,,,0.0%,,,
168,1993,1993-10-17,6,33.123,PHO,,WAS,W 36-6,,,,,,,,,,0.0%,,,
169,1993,1993-10-24,7,33.130,PHO,@,SFO,L 14-28,,,,,,,,,,0.0%,,,
170,1993,1993-10-31,8,33.137,PHO,,NOR,L 17-20,,,,,,,,,,0.0%,,,
171,1993,1993-11-07,9,33.144,PHO,,PHI,W 16-3,,,,,,,,,,0.0%,,,
172,1993,1993-11-14,10,33.151,PHO,@,DAL,L 15-20,,,,,,,,,,0.0%,,,
173,1993,1993-11-28,11,33.165,PHO,@,NYG,L 17-19,,,,,,,,,,0.0%,,,
174,1993,1993-12-05,12,33.172,PHO,,RAM,W 38-10,,,,,,,,,,0.0%,,,
175,1993,1993-12-12,13,33.179,PHO,,DET,L 14-21,,,,,,,,,,0.0%,,,
176,1993,1993-12-19,14,33.186,PHO,@,SEA,W 30-27,,,,,,,,,,0.0%,,,
177,1993,1993-12-26,15,33.193,PHO,,NYG,W 17-6,,,,,,,,,,0.0%,,,
178,1993,1994-01-02,16,33.200,PHO,@,ATL,W 27-10,,,,,,,,,,0.0%,,,
179,1994,1994-09-04,1,34.080,ARI,@,RAM,L 12-14,,,,,,,,,,0.0%,,,
180,1994,1994-09-11,2,34.087,ARI,,NYG,L 17-20,,,,,,,,,,0.0%,,,
181,1994,1994-09-18,3,34.094,ARI,@,CLE,L 0-32,,,,,,,,,,0.0%,,,
182,1994,1994-10-02,4,34.108,ARI,,MIN,W 17-7,,,,,,,,,,0.0%,,,
183,1994,1994-10-09,5,34.115,ARI,@,DAL,L 3-38,,,,,,,,,,0.0%,,,
184,1994,1994-10-16,6,34.122,ARI,@,WAS,W 19-16,,,,,,,,,,0.0%,,,
185,1994,1994-10-23,7,34.129,ARI,,DAL,L 21-28,,,,,,,,,,0.0%,,,
186,1994,1994-10-30,8,34.136,ARI,,PIT,W 20-17,,,,,,,,,,0.0%,,,
187,1994,1994-11-06,9,34.143,ARI,@,PHI,L 7-17,,,,,,,,,,0.0%,,,
188,1994,1994-11-13,10,34.150,ARI,@,NYG,W 10-9,,,,,,,,,,0.0%,,,
189,1994,1994-11-20,11,34.157,ARI,,PHI,W 12-6,,,,,,,,,,0.0%,,,
