ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,22.024,BAL,@,PIT,L 15-34,,,,,,,,,,,,,
2,2003,2003-09-14,2,22.031,BAL,,CLE,W 33-13,,,,,,,,,,,,,
3,2003,2003-09-21,3,22.038,BAL,@,SDG,W 24-10,,,,,,,,,,,,,
4,2003,2003-09-28,4,22.045,BAL,,KAN,L 10-17,,,,,,,,,,,,,
5,2003,2003-10-12,5,22.059,BAL,@,ARI,W 26-18,,,,,,,,,,,,,
6,2003,2003-10-19,6,22.066,BAL,@,CIN,L 26-34,,,,,,,,,,,,,
7,2003,2003-10-26,7,22.073,BAL,,DEN,W 26-6,,,,,,,,,,,,,
8,2003,2003-11-02,8,22.080,BAL,,JAX,W 24-17,,,,,,,,,,,,,
9,2003,2003-11-09,9,22.087,BAL,@,STL,L 22-33,,,,,,,,,,,,,
10,2003,2003-11-16,10,22.094,BAL,@,MIA,L 6-9,,,,,,,,,,,,,
11,2003,2003-11-23,11,22.101,BAL,,SEA,W 44-41,,,,,,,,,,,,,
12,2003,2003-11-30,12,22.108,BAL,,SFO,W 44-6,*,,,,,,,,,,,,
13,2003,2003-12-07,13,22.115,BAL,,CIN,W 31-13,,,,,,,,,,,,,
14,2003,2003-12-14,14,22.122,BAL,@,OAK,L 12-20,,,,,,,,,,,,,
15,2003,2003-12-28,16,22.136,BAL,,PIT,W 13-10,,,,,,,,,,,,,
16,2004,2004-09-12,1,23.029,BAL,@,CLE,L 3-20,,,,,,,,,,,,,
17,2004,2004-09-19,2,23.036,BAL,,PIT,W 30-13,,,,,,,,,,,,,
18,2004,2004-09-26,3,23.043,BAL,@,CIN,W 23-9,,,,,,,,,,,,,
19,2004,2004-10-04,4,23.051,BAL,,KAN,L 24-27,,,,,,,,,,,,,
20,2004,2004-10-10,5,23.057,BAL,@,WAS,W 17-10,,,,,,,,,,,,,
21,2004,2004-10-24,6,23.071,BAL,,BUF,W 20-6,,,,,,,,,,,,,
22,2004,2004-10-31,7,23.078,BAL,@,PHI,L 10-15,,,,,,,,,,,,,
23,2004,2004-11-07,8,23.085,BAL,,CLE,W 27-13,,,,,,,,,,,,,
24,2004,2004-11-14,9,23.092,BAL,@,NYJ,W 20-17,,,,,,,,,,,,,
25,2004,2004-11-21,10,23.099,BAL,,DAL,W 30-10,,,,,,,,,,,,,
26,2004,2004-11-28,11,23.106,BAL,@,NWE,L 3-24,,,,,,,,,,,,,
27,2004,2004-12-05,12,23.113,BAL,,CIN,L 26-27,,,,,,,,,,,,,
28,2004,2004-12-12,13,23.120,BAL,,NYG,W 37-14,,,,,,,,,,,,,
29,2004,2004-12-19,14,23.127,BAL,@,IND,L 10-20,,1,6,6.00,0,0,0,0.0,,,0,0,0
30,2004,2004-12-26,15,23.134,BAL,@,PIT,L 7-20,,,,,,,,,,,,,
31,2004,2005-01-02,16,23.141,BAL,,MIA,W 30-23,,0,0,,0,1,6,0.0,,,1,6,1
32,2005,2005-09-11,1,24.028,BAL,,IND,L 7-24,,,,,,,,,,,,,
33,2005,2005-09-18,2,24.035,BAL,@,TEN,L 10-25,,,,,,,,,,,,,
34,2005,2005-10-02,3,24.049,BAL,,NYJ,W 13-3,,,,,,,,,,,,,
35,2005,2005-10-09,4,24.056,BAL,@,DET,L 17-35,*,,,,,,,,,,,,
36,2005,2005-10-16,5,24.063,BAL,,CLE,W 16-3,*,,,,,,,,,,,,
37,2005,2005-10-23,6,24.070,BAL,@,CHI,L 6-10,*,,,,,,,,,,,,
38,2005,2005-10-31,7,24.078,BAL,@,PIT,L 19-20,*,,,,,,,,,,,,
39,2005,2005-11-06,8,24.084,BAL,,CIN,L 9-21,*,,,,,,,,,,,,
40,2005,2005-11-13,9,24.091,BAL,@,JAX,L 3-30,*,0,0,,0,0,0,0.5,,,0,0,0
41,2005,2005-11-20,10,24.098,BAL,,PIT,W 16-13,*,0,0,,0,0,0,1.0,,,0,0,0
42,2005,2005-11-27,11,24.105,BAL,@,CIN,L 29-42,*,,,,,,,,,,,,
43,2005,2005-12-04,12,24.112,BAL,,HOU,W 16-15,*,,,,,,,,,,,,
44,2005,2005-12-11,13,24.119,BAL,@,DEN,L 10-12,*,,,,,,,,,,,,
45,2005,2005-12-19,14,24.127,BAL,,GNB,W 48-3,*,,,,,,,,,,,,
46,2005,2005-12-25,15,24.133,BAL,,MIN,W 30-23,,,,,,,,,,,,,
47,2005,2006-01-01,16,24.140,BAL,@,CLE,L 16-20,*,,,,,,,,,,,,
48,2006,2006-09-10,1,25.027,BAL,@,TAM,W 27-0,,,,,,,,,,,,,
49,2006,2006-09-17,2,25.034,BAL,,OAK,W 28-6,,,,,,,,,,,,,
50,2006,2006-09-24,3,25.041,BAL,@,CLE,W 15-14,,,,,,,,,,,,,
