ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1974,1974-09-15,1,23.039,CHI,,DET,W 17-9,1,8,8.00,0
2,1974,1974-09-22,2,23.046,CHI,,NYJ,L 21-23,,,,
3,1974,1974-09-29,3,23.053,CHI,@,MIN,L 7-11,,,,
4,1974,1974-10-06,4,23.060,CHI,,NOR,W 24-10,,,,
5,1974,1974-10-13,5,23.067,CHI,@,ATL,L 10-13,,,,
6,1974,1974-10-21,6,23.075,CHI,,GNB,W 10-9,,,,
7,1974,1974-10-27,7,23.081,CHI,@,BUF,L 6-16,1,14,14.00,0
8,1974,1974-11-03,8,23.088,CHI,,MIN,L 0-17,2,38,19.00,0
9,1974,1974-11-10,9,23.095,CHI,@,GNB,L 3-20,1,8,8.00,0
10,1974,1974-11-17,10,23.102,CHI,,SFO,L 0-34,1,11,11.00,0
11,1974,1974-11-24,11,23.109,CHI,@,DET,L 17-34,2,21,10.50,0
12,1974,1974-12-01,12,23.116,CHI,,NYG,W 16-13,,,,
13,1974,1974-12-08,13,23.123,CHI,@,SDG,L 21-28,,,,
14,1974,1974-12-15,14,23.130,CHI,@,WAS,L 0-42,,,,
