ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
33,2010,2010-09-19,2,24.362,CAR,,TAM,L 7-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
34,2010,2010-09-26,3,25.004,CAR,,CIN,L 7-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
35,2010,2010-10-03,4,25.011,CAR,@,NOR,L 14-16,,,,,,,0.0%,,,,,,,,,,,
36,2010,2010-10-10,5,25.018,CAR,,CHI,L 6-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-24,6,25.032,CAR,,SFO,W 23-20,,,,,,,0.0%,,,,,,,,,,,
38,2010,2010-10-31,7,25.039,CAR,@,STL,L 10-20,,,,,,,0.0%,,,,,,,,,,,
39,2010,2010-11-07,8,25.046,CAR,,NOR,L 3-34,,2,,,,,0.0%,,,,,,,,,,,
40,2010,2010-11-14,9,25.053,CAR,@,TAM,L 16-31,,,,,,,0.0%,,,,,,,,,,,
41,2010,2010-11-21,10,25.060,CAR,,BAL,L 13-37,,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
42,2010,2010-11-28,11,25.067,CAR,@,CLE,L 23-24,*,,,,,,0.0%,,,,,,,,,,,
43,2010,2010-12-05,12,25.074,CAR,@,SEA,L 14-31,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
44,2010,2010-12-12,13,25.081,CAR,,ATL,L 10-31,,1,,,,,0.0%,,,,,,,,,,,
45,2010,2010-12-19,14,25.088,CAR,,ARI,W 19-12,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
46,2010,2010-12-23,15,25.092,CAR,@,PIT,L 3-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
47,2010,2011-01-02,16,25.102,CAR,@,ATL,L 10-31,*,1,,,,,0.0%,,,,,,,,,,,
48,2012,2012-09-09,1,26.353,CAR,@,TAM,L 10-16,,,,,,,0.0%,,,,,,,,,,,
49,2012,2012-09-16,2,26.360,CAR,,NOR,W 35-27,*,,,,,,0.0%,,,,,,,,,,,
50,2012,2012-09-20,3,26.364,CAR,,NYG,L 7-36,,,,,,,0.0%,,,,,,,,,,,
51,2012,2012-09-30,4,27.008,CAR,@,ATL,L 28-30,*,,,,,,0.0%,,,,,,,,,,,
52,2012,2012-10-07,5,27.015,CAR,,SEA,L 12-16,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
53,2012,2012-10-21,6,27.029,CAR,,DAL,L 14-19,,,0,0,,0,0.0%,,,,,,,0,,,,
54,2012,2012-10-28,7,27.036,CAR,@,CHI,L 22-23,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
55,2012,2012-11-04,8,27.043,CAR,@,WAS,W 21-13,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
56,2012,2012-11-11,9,27.050,CAR,,DEN,L 14-36,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
57,2012,2012-11-18,10,27.057,CAR,,TAM,L 21-27,,,,,,,0.0%,,,,,,,,,,,
58,2012,2012-11-26,11,27.065,CAR,@,PHI,W 30-22,,1,1,24,24.00,1,100.0%,24.00,0,0,,0,,1,6,0.0,0,0
59,2012,2012-12-02,12,27.071,CAR,@,KAN,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
60,2012,2012-12-09,13,27.078,CAR,,ATL,W 30-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
61,2012,2012-12-16,14,27.085,CAR,@,SDG,W 31-7,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
62,2012,2012-12-23,15,27.092,CAR,,OAK,W 17-6,,,,,,,0.0%,,,,,,,,,,,
63,2012,2012-12-30,16,27.099,CAR,@,NOR,W 44-38,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
64,2013,2013-09-08,1,27.351,CLE,,MIA,L 10-23,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
65,2013,2013-09-15,2,27.358,CLE,@,BAL,L 6-14,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,2,0
66,2013,2013-09-22,3,28.000,CLE,@,MIN,W 31-27,*,,,,,,0.0%,,,,,,,,,,,
67,2013,2013-09-29,4,28.007,CLE,,CIN,W 17-6,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
68,2013,2013-10-03,5,28.011,CLE,,BUF,W 37-24,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
69,2013,2013-10-13,6,28.021,CLE,,DET,L 17-31,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0
70,2013,2013-10-20,7,28.028,CLE,@,GNB,L 13-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
71,2013,2013-10-27,8,28.035,CLE,@,KAN,L 17-23,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,1,0
72,2013,2013-11-03,9,28.042,CLE,,BAL,W 24-18,,1,1,4,4.00,1,100.0%,4.00,0,0,,0,,1,6,0.0,0,0
73,2013,2013-11-17,10,28.056,CLE,@,CIN,L 20-41,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
74,2013,2013-11-24,11,28.063,CLE,,PIT,L 11-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
75,2013,2013-12-01,12,28.070,CLE,,JAX,L 28-32,*,,,,,,0.0%,,,,,,,,,,,
76,2013,2013-12-08,13,28.077,CLE,@,NWE,L 26-27,,2,2,49,24.50,1,100.0%,24.50,0,0,,0,,1,6,0.0,0,0
77,2013,2013-12-15,14,28.084,CLE,,CHI,L 31-38,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
78,2013,2013-12-22,15,28.091,CLE,@,NYJ,L 13-24,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,,0,0,0.0,0,0
79,2013,2013-12-29,16,28.098,CLE,@,PIT,L 7-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
80,2014,2014-09-07,1,28.350,CLE,@,PIT,L 27-30,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
81,2014,2014-09-14,2,28.357,CLE,,NOR,W 26-24,,4,4,41,10.25,0,100.0%,10.25,0,0,,0,,0,0,0.0,0,0
82,2014,2014-09-21,3,28.364,CLE,,BAL,L 21-23,,,,,,,0.0%,,,,,,,,,,,
83,2014,2014-10-05,4,29.013,CLE,@,TEN,W 29-28,,,,,,,0.0%,,,,,,,,,,,
84,2014,2014-10-12,5,29.020,CLE,,PIT,W 31-10,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
85,2014,2014-10-19,6,29.027,CLE,@,JAX,L 6-24,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
86,2014,2014-10-26,7,29.034,CLE,,OAK,W 23-13,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
87,2014,2014-11-02,8,29.041,CLE,,TAM,W 22-17,,4,2,16,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
88,2014,2014-11-06,9,29.045,CLE,@,CIN,W 24-3,,4,2,46,23.00,0,50.0%,11.50,0,0,,0,,0,0,0.0,0,0
89,2014,2014-11-16,10,29.055,CLE,,HOU,L 7-23,*,5,1,11,11.00,0,20.0%,2.20,0,0,,0,,0,0,0.0,0,1
90,2014,2014-11-23,11,29.062,CLE,@,ATL,W 26-24,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0
91,2014,2014-11-30,12,29.069,CLE,@,BUF,L 10-26,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
92,2014,2014-12-28,16,29.097,CLE,@,BAL,L 10-20,,,,,,,0.0%,,,,,,,,,,,
93,2015,2015-09-13,1,29.356,CLE,@,NYJ,L 10-31,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,,0,0,0.0,0,0
94,2015,2015-09-20,2,29.363,CLE,,TEN,W 28-14,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
95,2015,2015-09-27,3,30.005,CLE,,OAK,L 20-27,,10,6,105,17.50,1,60.0%,10.50,0,0,,0,,1,6,0.0,0,0
96,2015,2015-10-04,4,30.012,CLE,@,SDG,L 27-30,*,6,6,75,12.50,1,100.0%,12.50,0,0,,0,,1,6,0.0,0,0
97,2015,2015-10-11,5,30.019,CLE,@,BAL,W 33-30,*,10,8,139,17.38,1,80.0%,13.90,0,0,,0,,1,6,0.0,0,0
98,2015,2015-10-18,6,30.026,CLE,,DEN,L 23-26,,9,3,39,13.00,2,33.3%,4.33,0,0,,0,,2,12,0.0,0,0
99,2015,2015-10-25,7,30.033,CLE,@,STL,L 6-24,*,7,6,101,16.83,0,85.7%,14.43,0,0,,0,,0,0,0.0,0,0
100,2015,2015-11-01,8,30.040,CLE,,ARI,L 20-34,*,11,7,53,7.57,1,63.6%,4.82,0,0,,0,,1,6,0.0,0,0
101,2015,2015-11-05,9,30.044,CLE,@,CIN,L 10-31,,7,2,35,17.50,0,28.6%,5.00,0,0,,0,,0,0,0.0,0,0
102,2015,2015-11-15,10,30.054,CLE,@,PIT,L 9-30,*,8,6,65,10.83,1,75.0%,8.13,0,0,,0,,1,6,0.0,0,0
103,2015,2015-11-30,11,30.069,CLE,,BAL,L 27-33,*,11,7,91,13.00,0,63.6%,8.27,0,0,,0,,0,0,0.0,0,0
104,2015,2015-12-06,12,30.075,CLE,,CIN,L 3-37,*,8,5,59,11.80,0,62.5%,7.38,0,0,,0,,0,0,0.0,0,0
105,2015,2015-12-13,13,30.082,CLE,,SFO,W 24-10,*,7,5,84,16.80,1,71.4%,12.00,0,0,,0,,1,6,0.0,0,0
106,2015,2015-12-20,14,30.089,CLE,@,SEA,L 13-30,*,4,3,29,9.67,1,75.0%,7.25,0,0,,0,,1,6,0.0,0,0
107,2015,2015-12-27,15,30.096,CLE,@,KAN,L 13-17,*,8,3,47,15.67,0,37.5%,5.88,0,0,,0,,0,0,0.0,0,0
108,2015,2016-01-03,16,30.103,CLE,,PIT,L 12-28,*,13,8,66,8.25,0,61.5%,5.08,0,0,,0,,0,0,0.0,0,0
109,2016,2016-09-11,1,30.355,CLE,@,PHI,L 10-29,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
110,2016,2016-09-18,2,30.362,CLE,,BAL,L 20-25,*,5,4,37,9.25,0,80.0%,7.40,0,0,,0,,0,0,0.0,0,0
111,2016,2016-09-25,3,31.003,CLE,@,MIA,L 24-30,*,6,5,66,13.20,0,83.3%,11.00,0,0,,0,1,0,2,0.0,0,0
112,2016,2016-10-02,4,31.010,CLE,@,WAS,L 20-31,*,7,7,57,8.14,0,100.0%,8.14,0,0,,0,,0,0,0.0,0,0
113,2016,2016-10-09,5,31.017,CLE,,NWE,L 13-33,*,8,5,76,15.20,0,62.5%,9.50,0,0,,0,,0,0,0.0,0,0
114,2016,2016-10-16,6,31.024,CLE,@,TEN,L 26-28,*,5,3,59,19.67,0,60.0%,11.80,0,0,,0,,0,0,0.0,0,0
115,2016,2016-10-23,7,31.031,CLE,@,CIN,L 17-31,*,7,6,66,11.00,0,85.7%,9.43,0,0,,0,,0,0,0.0,0,0
116,2016,2016-10-30,8,31.038,CLE,,NYJ,L 28-31,*,7,3,42,14.00,0,42.9%,6.00,0,0,,0,,0,0,0.0,0,0
117,2016,2016-11-06,9,31.045,CLE,,DAL,L 10-35,*,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,0,0
118,2016,2016-11-10,10,31.049,CLE,@,BAL,L 7-28,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,,0,0,0.0,0,0
119,2016,2016-11-20,11,31.059,CLE,,PIT,L 9-24,*,6,2,23,11.50,1,33.3%,3.83,0,0,,0,,1,6,0.0,0,0
120,2016,2016-11-27,12,31.066,CLE,,NYG,L 13-27,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,,0,0,0.0,0,0
121,2016,2016-12-11,13,31.080,CLE,,CIN,L 10-23,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,,0,0,0.0,0,0
122,2016,2016-12-18,14,31.087,CLE,@,BUF,L 13-33,*,3,2,35,17.50,0,66.7%,11.67,0,0,,0,,0,0,0.0,0,0
123,2016,2016-12-24,15,31.093,CLE,,SDG,W 20-17,*,6,5,42,8.40,0,83.3%,7.00,0,0,,0,,0,0,0.0,0,0
124,2016,2017-01-01,16,31.101,CLE,@,PIT,L 24-27,*,5,5,40,8.00,1,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
