ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1968,1968-12-01,12,23.096,GNB,@,SFO,L 20-27,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
2,1969,1969-12-21,14,24.116,GNB,,STL,W 45-28,,1,3,33.33,12,0,0,46.5,0,0,4.00,4.00
