ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-12-04,13,23.290,OAK,@,SDG,L 7-34,,0,0,,0,0.0,0,0
2,2008,2008-12-21,15,23.307,OAK,,HOU,W 27-16,,0,0,,0,0.0,0,1
3,2008,2008-12-28,16,23.314,OAK,@,TAM,W 31-24,,0,0,,0,0.0,0,0
4,2009,2009-09-27,3,24.221,OAK,,DEN,L 3-23,,3,66,22.00,0,0.0,0,0
5,2009,2009-10-04,4,24.228,OAK,@,HOU,L 6-29,,,,,,,,
6,2009,2009-10-11,5,24.235,OAK,@,NYG,L 7-44,,6,102,17.00,0,0.0,0,0
7,2009,2009-10-18,6,24.242,OAK,,PHI,W 13-9,,2,34,17.00,0,0.0,0,0
8,2009,2009-10-25,7,24.249,OAK,,NYJ,L 0-38,,4,60,15.00,0,0.0,0,0
9,2009,2009-11-01,8,24.256,OAK,@,SDG,L 16-24,,5,145,29.00,0,0.0,0,0
10,2009,2009-11-15,9,24.270,OAK,,KAN,L 10-16,,5,96,19.20,0,0.0,0,0
11,2009,2009-11-22,10,24.277,OAK,,CIN,W 20-17,,3,47,15.67,0,0.0,0,0
12,2009,2009-11-26,11,24.281,OAK,@,DAL,L 7-24,,0,0,,0,0.0,0,0
13,2009,2009-12-06,12,24.291,OAK,@,PIT,W 27-24,,,,,,,,
14,2009,2009-12-13,13,24.298,OAK,,WAS,L 13-34,,,,,,,,
15,2009,2009-12-20,14,24.305,OAK,@,DEN,W 20-19,,,,,,,,
16,2009,2009-12-27,15,24.312,OAK,@,CLE,L 9-23,,0,0,,0,0.0,0,0
17,2009,2010-01-03,16,24.319,OAK,,BAL,L 13-21,,,,,,,,
