ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.298,TAM,@,HOU,L 0-20,,,
2,1976,1976-09-19,2,22.305,TAM,,SDG,L 0-23,,,
3,1976,1976-09-26,3,22.312,TAM,,BUF,L 9-14,,,
4,1976,1976-10-03,4,22.319,TAM,@,BAL,L 17-42,,,
5,1976,1976-10-10,5,22.326,TAM,@,CIN,L 0-21,,,
6,1976,1976-10-17,6,22.333,TAM,,SEA,L 10-13,,,
7,1976,1976-10-24,7,22.340,TAM,,MIA,L 20-23,,,
8,1976,1976-10-31,8,22.347,TAM,,KAN,L 19-28,,,
9,1976,1976-11-07,9,22.354,TAM,@,DEN,L 13-48,,,
10,1976,1976-11-14,10,22.361,TAM,@,NYJ,L 0-34,,,
11,1976,1976-11-21,11,23.002,TAM,,CLE,L 7-24,,,
12,1976,1976-11-28,12,23.009,TAM,@,OAK,L 16-49,,,
13,1977,1977-09-18,1,23.303,TAM,@,PHI,L 3-13,,,
14,1977,1977-09-24,2,23.309,TAM,,MIN,L 3-9,1,9,0
15,1977,1977-10-02,3,23.317,TAM,@,DAL,L 7-23,,,
16,1977,1977-10-09,4,23.324,TAM,,WAS,L 0-10,,,
17,1977,1977-10-16,5,23.331,TAM,@,SEA,L 23-30,,,
18,1977,1977-10-23,6,23.338,TAM,,GNB,L 0-13,,,
19,1977,1977-10-30,7,23.345,TAM,@,SFO,L 10-20,,,
20,1977,1977-11-06,8,23.352,TAM,@,RAM,L 0-31,,,
21,1977,1977-11-13,9,23.359,TAM,,NYG,L 0-10,,,
22,1977,1977-11-20,10,24.001,TAM,@,DET,L 7-16,1,20,0
23,1977,1977-11-27,11,24.008,TAM,,ATL,L 0-17,,,
24,1977,1977-12-04,12,24.015,TAM,,CHI,L 0-10,,,
25,1977,1977-12-11,13,24.022,TAM,@,NOR,W 33-14,,,
26,1977,1977-12-18,14,24.029,TAM,,STL,W 17-7,,,
27,1978,1978-09-02,1,24.287,TAM,,NYG,L 13-19,,,
28,1978,1978-09-09,2,24.294,TAM,,DET,L 7-15,,,
29,1978,1978-09-17,3,24.302,TAM,@,MIN,W 16-10,,,
30,1978,1978-09-24,4,24.309,TAM,,ATL,W 14-9,1,0,0
