ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-10-05,5,24.130,HOU,@,DAL,L 17-20,,,,,,,
2,2014,2014-10-26,8,24.151,HOU,@,TEN,W 30-16,,,,,,,
3,2014,2014-11-02,9,24.158,HOU,,PHI,L 21-31,,0.0,2,0,2,17,0
4,2014,2014-11-16,10,24.172,HOU,@,CLE,W 23-7,,0.0,3,0,0,0,0
5,2014,2014-11-23,11,24.179,HOU,,CIN,L 13-22,,0.0,3,1,0,0,0
6,2014,2014-11-30,12,24.186,HOU,,TEN,W 45-21,,0.0,6,0,1,8,0
7,2014,2014-12-07,13,24.193,HOU,@,JAX,W 27-13,,0.0,1,0,0,0,0
8,2014,2014-12-14,14,24.200,HOU,@,IND,L 10-17,,,,,,,
9,2014,2014-12-21,15,24.207,HOU,,BAL,W 25-13,,0.0,2,1,0,0,0
10,2014,2014-12-28,16,24.214,HOU,,JAX,W 23-17,,,,,,,
11,2015,2015-09-20,2,25.115,HOU,@,CAR,L 17-24,,0.0,0,0,0,0,0
12,2015,2015-10-04,4,25.129,HOU,@,ATL,L 21-48,,0.0,0,0,0,0,0
13,2015,2015-10-08,5,25.133,HOU,,IND,L 20-27,,0.0,0,0,0,0,0
14,2015,2015-10-18,6,25.143,HOU,@,JAX,W 31-20,,0.0,0,0,0,0,0
15,2015,2015-10-25,7,25.150,HOU,@,MIA,L 26-44,,0.0,0,2,0,0,0
16,2015,2015-11-01,8,25.157,HOU,,TEN,W 20-6,,0.0,0,0,0,0,0
17,2015,2015-11-16,9,25.172,HOU,@,CIN,W 10-6,,0.0,0,0,0,0,0
18,2015,2015-12-20,14,25.206,BAL,,KAN,L 14-34,,0.0,1,0,0,0,0
