ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
47,2007,2007-09-09,1,26.288,WAS,,MIA,W 16-13,,0,0,,0,5,240,48.00,0
48,2007,2007-09-17,2,26.296,WAS,@,PHI,W 20-12,,0,0,,0,5,222,44.40,0
49,2007,2007-09-23,3,26.302,WAS,,NYG,L 17-24,,0,0,,0,7,318,45.43,0
50,2007,2007-10-07,4,26.316,WAS,,DET,W 34-3,,0,0,,0,4,154,38.50,0
51,2007,2007-10-14,5,26.323,WAS,@,GNB,L 14-17,,0,0,,0,8,326,40.75,0
52,2007,2007-10-21,6,26.330,WAS,,ARI,W 21-19,,0,0,,0,6,213,35.50,0
53,2007,2007-10-28,7,26.337,WAS,@,NWE,L 7-52,,0,0,,0,5,185,37.00,0
54,2007,2007-11-04,8,26.344,WAS,@,NYJ,W 23-20,,0,0,,0,2,82,41.00,0
55,2007,2007-11-11,9,26.351,WAS,,PHI,L 25-33,,0,0,,0,2,79,39.50,0
56,2007,2007-11-18,10,26.358,WAS,@,DAL,L 23-28,,0,0,,0,2,86,43.00,0
57,2007,2007-11-25,11,27.000,WAS,@,TAM,L 13-19,,0,0,,0,2,77,38.50,0
58,2007,2007-12-02,12,27.007,WAS,,BUF,L 16-17,,0,0,,0,3,133,44.33,0
59,2007,2007-12-06,13,27.011,WAS,,CHI,W 24-16,,0,0,,0,5,207,41.40,0
60,2007,2007-12-16,14,27.021,WAS,@,NYG,W 22-10,,0,0,,0,9,338,37.56,0
61,2007,2007-12-23,15,27.028,WAS,@,MIN,W 32-21,,1,0,0.00,0,5,210,42.00,0
62,2007,2007-12-30,16,27.035,WAS,,DAL,W 27-6,,0,0,,0,5,202,40.40,0
63,2008,2008-09-08,1,27.288,GNB,,MIN,W 24-19,,0,0,,0,5,226,45.20,0
64,2008,2008-09-14,2,27.294,GNB,@,DET,W 48-25,,1,0,0.00,0,4,192,48.00,0
65,2008,2008-09-21,3,27.301,GNB,,DAL,L 16-27,,0,0,,0,5,245,49.00,0
66,2008,2008-09-28,4,27.308,GNB,@,TAM,L 21-30,,0,0,,0,5,190,38.00,0
67,2008,2008-10-05,5,27.315,GNB,,ATL,L 24-27,,0,0,,0,3,123,41.00,0
68,2008,2008-10-12,6,27.322,GNB,@,SEA,W 27-17,,0,0,,0,4,141,35.25,0
69,2008,2008-10-19,7,27.329,GNB,,IND,W 34-14,,0,0,,0,2,111,55.50,0
70,2008,2008-11-02,8,27.343,GNB,@,TEN,L 16-19,,0,0,,0,3,133,44.33,0
71,2008,2008-11-09,9,27.350,GNB,@,MIN,L 27-28,,0,0,,0,7,281,40.14,0
72,2008,2008-11-16,10,27.357,GNB,,CHI,W 37-3,,0,0,,0,2,70,35.00,0
73,2008,2008-11-24,11,27.365,GNB,@,NOR,L 29-51,,0,0,,0,4,134,33.50,0
74,2008,2008-11-30,12,28.005,GNB,,CAR,L 31-35,,0,0,,0,4,175,43.75,0
