ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-10,1,22.151,BUF,,DEN,L 10-22,1,38,38.00,0,0,0,,0,0,0,,0,0,0
2,1961,1961-09-17,2,22.158,BUF,,NYT,W 41-31,2,57,28.50,1,0,0,,0,0,0,,0,1,6
3,1961,1961-09-23,3,22.164,BUF,,BOS,L 21-23,3,18,6.00,0,2,8,4.00,0,0,0,,0,0,0
4,1961,1961-09-30,4,22.171,BUF,,SDG,L 11-19,3,36,12.00,0,0,0,,0,1,8,8.00,0,0,0
5,1961,1961-10-08,5,22.179,BUF,@,HOU,W 22-12,1,32,32.00,0,0,0,,0,2,11,5.50,0,0,0
6,1961,1961-10-15,6,22.186,BUF,,DTX,W 27-24,4,159,39.75,1,0,0,,0,1,0,0.00,0,1,6
7,1961,1961-10-29,8,22.200,BUF,,HOU,L 16-28,8,123,15.38,0,0,0,,0,1,32,32.00,0,0,0
8,1961,1961-11-05,9,22.207,BUF,,OAK,L 22-31,3,63,21.00,1,0,0,,0,2,11,5.50,0,1,6
9,1961,1961-11-12,10,22.214,BUF,@,DTX,W 30-20,5,42,8.40,0,0,0,,0,0,0,,0,0,0
10,1961,1961-11-19,11,22.221,BUF,@,DEN,W 23-10,1,9,9.00,0,0,0,,0,0,0,,0,0,0
11,1961,1961-11-23,12,22.225,BUF,@,NYT,L 14-21,5,57,11.40,0,0,0,,0,0,0,,0,0,0
12,1961,1961-12-03,13,22.235,BUF,@,OAK,W 26-21,12,110,9.17,0,0,0,,0,0,0,,0,0,0
13,1961,1961-12-10,14,22.242,BUF,@,SDG,L 10-28,2,21,10.50,0,0,0,,0,1,13,13.00,0,0,0
14,1962,1962-09-09,1,23.150,BUF,,HOU,L 23-28,4,85,21.25,0,0,0,,0,0,0,,0,0,0
15,1962,1962-09-15,2,23.156,BUF,,DEN,L 20-23,3,32,10.67,0,0,0,,0,0,0,,0,0,0
16,1962,1962-09-22,3,23.163,BUF,,NYT,L 6-17,1,15,15.00,0,0,0,,0,0,0,,0,0,0
17,1962,1962-09-30,4,23.171,BUF,@,DTX,L 21-41,4,48,12.00,1,0,0,,0,0,0,,0,1,6
18,1962,1962-10-07,5,23.178,BUF,@,HOU,L 14-17,6,94,15.67,0,0,0,,0,0,0,,0,0,0
19,1962,1962-10-13,6,23.184,BUF,,SDG,W 35-10,1,76,76.00,1,0,0,,0,0,0,,0,1,6
20,1962,1962-10-28,8,23.199,BUF,@,DEN,W 45-38,3,69,23.00,1,0,0,,0,0,0,,0,1,6
21,1962,1962-11-11,10,23.213,BUF,@,SDG,W 40-20,1,13,13.00,1,0,0,,0,0,0,,0,1,6
22,1962,1962-11-18,11,23.220,BUF,@,OAK,W 10-6,2,25,12.50,0,0,0,,0,0,0,,0,0,0
23,1962,1962-11-23,12,23.225,BUF,@,BOS,L 10-21,2,39,19.50,0,0,0,,0,0,0,,0,0,0
24,1962,1962-12-02,13,23.234,BUF,,DTX,W 23-14,3,23,7.67,0,0,0,,0,0,0,,0,0,0
25,1962,1962-12-08,14,23.240,BUF,@,NYT,W 20-3,2,36,18.00,0,0,0,,0,0,0,,0,0,0
26,1963,1963-09-08,1,24.149,BUF,@,SDG,L 10-14,4,54,13.50,0,0,0,,0,0,0,,0,0,0
27,1963,1963-11-03,9,24.205,BUF,@,DEN,W 30-28,3,91,30.33,1,6,20,3.33,0,0,0,,0,1,6
28,1963,1963-11-09,10,24.211,BUF,,DEN,W 27-17,0,0,,0,1,3,3.00,0,0,0,,0,0,0
29,1963,1963-12-08,13,24.240,BUF,,NYJ,W 45-14,1,-1,-1.00,0,1,9,9.00,0,0,0,,0,0,0
30,1963,1963-12-14,14,24.246,BUF,@,NYJ,W 19-10,1,9,9.00,0,6,27,4.50,0,0,0,,0,0,0
31,1964,1964-09-13,1,25.154,BUF,,KAN,W 34-17,5,98,19.60,2,0,0,,0,0,0,,0,2,12
32,1964,1964-09-20,2,25.161,BUF,,DEN,W 30-13,3,29,9.67,0,0,0,,0,0,0,,0,0,0
33,1964,1964-10-03,4,25.174,BUF,,OAK,W 23-20,3,53,17.67,0,0,0,,0,0,0,,0,0,0
34,1964,1964-10-11,5,25.182,BUF,@,HOU,W 48-17,5,147,29.40,2,0,0,,0,0,0,,0,2,12
35,1964,1964-10-18,6,25.189,BUF,@,KAN,W 35-22,3,41,13.67,1,0,0,,0,0,0,,0,1,6
36,1964,1964-10-24,7,25.195,BUF,,NYJ,W 34-24,3,40,13.33,0,0,0,,0,0,0,,0,0,0
37,1964,1964-11-08,9,25.210,BUF,@,NYJ,W 20-7,8,231,28.88,1,0,0,,0,0,0,,0,1,6
38,1964,1964-11-15,10,25.217,BUF,,BOS,L 28-36,6,141,23.50,1,0,0,,0,0,0,,0,1,6
39,1964,1964-11-26,11,25.228,BUF,@,SDG,W 27-24,1,14,14.00,0,0,0,,0,0,0,,0,0,0
40,1964,1964-12-20,14,25.252,BUF,@,BOS,W 24-14,6,103,17.17,0,0,0,,0,0,0,,0,0,0
41,1965,1965-09-11,1,26.152,BUF,,BOS,W 24-7,4,78,19.50,1,0,0,,0,0,0,,0,1,6
42,1965,1965-09-19,2,26.160,BUF,@,DEN,W 30-15,6,73,12.17,0,0,0,,0,0,0,,0,0,0
43,1965,1965-09-26,3,26.167,BUF,,NYJ,W 33-21,6,86,14.33,0,0,0,,0,0,0,,0,0,0
44,1965,1965-10-03,4,26.174,BUF,,OAK,W 17-12,2,62,31.00,0,0,0,,0,0,0,,0,0,0
