ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-10-07,3,23.122,TEN,@,BAL,L 7-26,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
2,2001,2001-10-14,4,23.129,TEN,,TAM,W 31-28,,0,,,,,0.0%,,,,,,,
3,2001,2001-10-21,5,23.136,TEN,@,DET,W 27-24,,1,,,,,0.0%,,,,,,,
4,2001,2001-10-29,6,23.144,TEN,@,PIT,L 7-34,,,,,,,0.0%,,,,,,,
5,2001,2001-11-04,7,23.150,TEN,,JAX,W 28-24,*,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0
6,2001,2001-12-02,11,23.178,TEN,@,CLE,W 31-15,,,,,,,0.0%,,,,,,,
7,2001,2001-12-09,12,23.185,TEN,@,MIN,L 24-42,,1,,,,,0.0%,,,,,,,
8,2001,2001-12-16,13,23.192,TEN,,GNB,W 26-20,,,,,,,0.0%,,,,,,,
9,2001,2001-12-22,14,23.198,TEN,@,OAK,W 13-10,,,,,,,0.0%,,,,,,,
10,2001,2001-12-30,15,23.206,TEN,,CLE,L 38-41,,,,,,,0.0%,,,,,,,
11,2001,2002-01-06,16,23.213,TEN,,CIN,L 21-23,,,,,,,0.0%,,,,,,,
12,2002,2002-09-08,1,24.093,TEN,,PHI,W 27-24,,0,,,,,0.0%,,,,,,,
13,2002,2002-10-13,6,24.128,TEN,,JAX,W 23-14,,,,,,,0.0%,,,,,,,
14,2002,2002-10-27,7,24.142,TEN,@,CIN,W 30-24,,,,,,,0.0%,,,,,,,
15,2002,2002-11-03,8,24.149,TEN,@,IND,W 23-15,,,,,,,0.0%,,,,,,,
16,2002,2002-11-10,9,24.156,TEN,,HOU,W 17-10,,1,1,17,17.00,1,100.0%,17.00,0,0,,0,1,6
17,2002,2002-11-17,10,24.163,TEN,,PIT,W 31-23,,3,,,,,0.0%,,,,,,,
18,2002,2002-11-24,11,24.170,TEN,@,BAL,L 12-13,,,,,,,0.0%,,,,,,,
19,2002,2002-12-01,12,24.177,TEN,@,NYG,W 32-29,,,,,,,0.0%,,,,,,,
20,2002,2002-12-08,13,24.184,TEN,,IND,W 27-17,,,,,,,0.0%,,,,,,,
21,2002,2002-12-16,14,24.192,TEN,,NWE,W 24-7,,,,,,,0.0%,,,,,,,
22,2002,2002-12-22,15,24.198,TEN,@,JAX,W 28-10,,,,,,,0.0%,,,,,,,
23,2002,2002-12-29,16,24.205,TEN,@,HOU,W 13-3,,,,,,,0.0%,,,,,,,
24,2003,2003-09-07,1,25.092,TEN,,OAK,W 25-20,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0
25,2003,2003-09-14,2,25.099,TEN,@,IND,L 7-33,*,2,2,29,14.50,0,100.0%,14.50,1,9,9.00,0,0,0
26,2003,2003-09-21,3,25.106,TEN,,NOR,W 27-12,*,5,4,53,13.25,0,80.0%,10.60,0,0,,0,0,0
27,2003,2003-09-28,4,25.113,TEN,@,PIT,W 30-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
28,2003,2003-10-05,5,25.120,TEN,@,NWE,L 30-38,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
29,2003,2003-10-19,7,25.134,TEN,@,CAR,W 37-17,,,,,,,0.0%,,,,,,,
30,2003,2003-10-26,8,25.141,TEN,@,JAX,W 30-17,,1,,,,,0.0%,,,,,,,
31,2003,2003-11-09,9,25.155,TEN,,MIA,W 31-7,,,,,,,0.0%,,,,,,,
32,2003,2003-11-16,10,25.162,TEN,,JAX,W 10-3,,,,,,,0.0%,,,,,,,
33,2003,2003-11-23,11,25.169,TEN,@,ATL,W 38-31,,,,,,,0.0%,,,,,,,
34,2003,2003-12-01,12,25.177,TEN,@,NYJ,L 17-24,*,,,,,,0.0%,,,,,,,
35,2003,2003-12-07,13,25.183,TEN,,IND,L 27-29,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0
36,2003,2003-12-14,14,25.190,TEN,,BUF,W 28-26,,,,,,,0.0%,,,,,,,
37,2003,2003-12-21,15,25.197,TEN,@,HOU,W 27-24,,,,,,,0.0%,,,,,,,
38,2003,2003-12-28,16,25.204,TEN,,TAM,W 33-13,*,1,,,,,0.0%,,,,,,,
39,2004,2004-09-11,1,26.096,TEN,@,MIA,W 17-7,*,1,,,,,0.0%,,,,,,,
40,2004,2004-09-19,2,26.104,TEN,,IND,L 17-31,,,,,,,0.0%,,,,,,,
41,2004,2004-09-26,3,26.111,TEN,,JAX,L 12-15,*,0,,,,,0.0%,,,,,,,
42,2004,2004-10-03,4,26.118,TEN,@,SDG,L 17-38,*,10,9,31,3.44,1,90.0%,3.10,0,0,,0,1,6
43,2004,2004-10-11,5,26.126,TEN,@,GNB,W 48-27,*,0,,,,,0.0%,,,,,,,
44,2004,2004-10-31,8,26.146,TEN,,CIN,W 27-20,*,3,3,6,2.00,1,100.0%,2.00,0,0,,0,1,6
45,2004,2004-11-14,9,26.160,TEN,,CHI,L 17-19,,6,4,18,4.50,0,66.7%,3.00,0,0,,0,0,0
46,2004,2004-11-21,10,26.167,TEN,@,JAX,W 18-15,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
47,2004,2004-11-28,11,26.174,TEN,@,HOU,L 21-31,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
48,2004,2004-12-05,12,26.181,TEN,@,IND,L 24-51,,,,,,,0.0%,,,,,,,
49,2004,2004-12-13,13,26.189,TEN,,KAN,L 38-49,,4,4,50,12.50,0,100.0%,12.50,0,0,,0,0,0
