ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2000,2000-10-02,5,23.256,SEA,@,KAN,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
2,2000,2000-10-08,6,23.262,SEA,@,CAR,L 3-26,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
3,2000,2000-10-15,7,23.269,SEA,,IND,L 24-37,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
4,2000,2000-10-22,8,23.276,SEA,@,OAK,L 3-31,,,,,1,2,50.0,0,3,0.0,,,0,0,,0
5,2000,2000-10-29,9,23.283,SEA,,KAN,L 19-24,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
6,2000,2000-11-05,10,23.290,SEA,,SDG,W 17-15,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
7,2000,2000-11-12,11,23.297,SEA,@,JAX,W 28-21,,4,4,100.0,,,,0,4,,,,,,,
8,2000,2000-11-26,12,23.311,SEA,,DEN,L 31-38,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
9,2000,2000-12-03,13,23.318,SEA,@,ATL,W 30-10,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
10,2000,2000-12-10,14,23.325,SEA,@,DEN,L 24-31,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
11,2000,2000-12-16,15,23.331,SEA,,OAK,W 27-24,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
12,2000,2000-12-23,16,23.338,SEA,,BUF,L 23-42,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
13,2001,2001-09-09,1,24.232,SEA,@,CLE,W 9-6,,,,,3,4,75.0,0,9,0.0,,,0,0,,0
14,2001,2001-09-23,2,24.246,SEA,,PHI,L 3-27,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
15,2001,2001-09-30,3,24.253,SEA,@,OAK,L 14-38,,2,2,100.0,,2,0.0,0,2,0.0,,,0,0,,0
16,2001,2001-10-07,4,24.260,SEA,,JAX,W 24-15,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
17,2001,2001-10-14,5,24.267,SEA,,DEN,W 34-21,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
18,2001,2001-10-28,6,24.281,SEA,,MIA,L 20-24,,2,2,100.0,2,4,50.0,0,8,0.0,,,0,0,,0
19,2001,2001-11-04,7,24.288,SEA,@,WAS,L 14-27,,2,2,100.0,,,,0,2,,,,,,,
20,2001,2001-11-11,8,24.295,SEA,,OAK,W 34-27,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
21,2001,2001-11-18,9,24.302,SEA,@,BUF,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
22,2001,2001-11-25,10,24.309,SEA,@,KAN,L 7-19,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
23,2001,2001-12-02,11,24.316,SEA,,SDG,W 13-10,,1,1,100.0,2,4,50.0,0,7,0.0,,,0,0,,0
24,2001,2001-12-09,12,24.323,SEA,@,DEN,L 7-20,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
25,2001,2001-12-16,13,24.330,SEA,,DAL,W 29-3,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
26,2001,2001-12-23,14,24.337,SEA,@,NYG,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
27,2001,2001-12-30,15,24.344,SEA,@,SDG,W 25-22,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
28,2001,2002-01-06,16,24.351,SEA,,KAN,W 21-18,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
29,2002,2002-09-08,1,25.231,SEA,@,OAK,L 17-31,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
30,2002,2002-09-15,2,25.238,SEA,,ARI,L 13-24,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
31,2002,2002-09-22,3,25.245,SEA,@,NYG,L 6-9,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
32,2002,2002-09-29,4,25.252,SEA,,MIN,W 48-23,,6,6,100.0,2,2,100.0,0,12,0.0,,,0,0,,0
33,2002,2002-10-14,5,25.267,SEA,,SFO,L 21-28,,3,3,100.0,,2,0.0,0,3,0.0,,,0,0,,0
34,2002,2002-10-20,6,25.273,SEA,@,STL,L 20-37,,2,2,100.0,,1,0.0,0,2,0.0,,,0,0,,0
35,2002,2002-10-27,7,25.280,SEA,@,DAL,W 17-14,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
36,2002,2002-11-03,8,25.287,SEA,,WAS,L 3-14,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
37,2002,2002-11-10,9,25.294,SEA,@,ARI,W 27-6,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
38,2002,2002-11-17,10,25.301,SEA,,DEN,L 9-31,,,,,3,3,100.0,0,9,0.0,,,0,0,,0
39,2002,2002-11-24,11,25.308,SEA,,KAN,W 39-32,,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
40,2002,2002-12-01,12,25.315,SEA,@,SFO,L 24-31,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
41,2002,2002-12-08,13,25.322,SEA,,PHI,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
42,2002,2002-12-15,14,25.329,SEA,@,ATL,W 30-24,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
43,2002,2002-12-22,15,25.336,SEA,,STL,W 30-10,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
44,2002,2002-12-29,16,25.343,SEA,@,SDG,W 31-28,,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
45,2003,2003-09-07,1,26.230,BUF,,NWE,W 31-0,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
46,2003,2003-09-14,2,26.237,BUF,@,JAX,W 38-17,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
47,2003,2003-09-21,3,26.244,BUF,@,MIA,L 7-17,,1,1,100.0,,,,0,1,,,,,,,
48,2003,2003-09-28,4,26.251,BUF,,PHI,L 13-23,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
49,2003,2003-10-05,5,26.258,BUF,,CIN,W 22-16,,1,1,100.0,3,3,100.0,0,10,0.0,,,0,0,,0
50,2003,2003-10-12,6,26.265,BUF,@,NYJ,L 3-30,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
51,2003,2003-10-19,7,26.272,BUF,,WAS,W 24-7,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
52,2003,2003-10-26,8,26.279,BUF,@,KAN,L 5-38,,,,,1,2,50.0,0,3,0.0,,,0,0,,0
53,2003,2003-11-09,9,26.293,BUF,@,DAL,L 6-10,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
54,2003,2003-11-16,10,26.300,BUF,,HOU,L 10-12,,,,,2,4,50.0,0,6,0.0,,,0,0,,0
