ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1978,1978-10-15,7,24.339,STL,,DAL,L 21-24,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0
2,1978,1978-10-22,8,24.346,STL,@,NYJ,L 10-23,*,10,27,37.04,164,0,2,27.4,0,0,6.07,2.74,4,2,0.50,0
3,1978,1978-12-17,16,25.037,STL,,ATL,W 42-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-3,-3.00,0
4,1979,1979-09-30,5,25.324,STL,@,RAM,L 0-21,,6,9,66.67,46,0,0,78.9,0,0,5.11,5.11,0,0,,0
5,1979,1979-10-14,7,25.338,STL,,PHI,L 20-24,,11,22,50.00,159,1,2,51.1,0,0,7.23,4.05,3,17,5.67,0
6,1979,1979-10-28,9,25.352,STL,,CLE,L 20-38,,6,10,60.00,77,1,0,117.5,0,0,7.70,9.70,0,0,,0
7,1979,1979-12-02,14,26.022,STL,,SFO,W 13-10,*,9,16,56.25,91,0,0,72.7,0,0,5.69,5.69,2,-3,-1.50,0
8,1979,1979-12-09,15,26.029,STL,,NYG,W 29-20,*,15,24,62.50,183,1,0,99.8,0,0,7.63,8.46,5,-3,-0.60,0
9,1979,1979-12-16,16,26.036,STL,@,CHI,L 6-42,*,5,28,17.86,65,0,2,9.8,0,0,2.32,-0.89,1,9,9.00,0
10,1980,1980-09-28,4,26.323,GNB,,DAL,L 7-28,,2,5,40.00,19,0,0,51.2,0,0,3.80,3.80,0,0,,0
