ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-17,2,23.304,ATL,,TAM,W 14-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2006,2006-09-25,3,23.312,ATL,@,NOR,L 3-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
3,2006,2006-10-01,4,23.318,ATL,,ARI,W 32-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
4,2006,2006-10-15,5,23.332,ATL,,NYG,L 14-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
5,2006,2006-10-22,6,23.339,ATL,,PIT,W 41-38,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2006,2006-10-29,7,23.346,ATL,@,CIN,W 29-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2006,2006-11-05,8,23.353,ATL,@,DET,L 14-30,,0,0,0,,0,0.0%,,0,0,,0,0,4,,0,0,,,0,0,0,0.0,,
8,2006,2006-11-12,9,23.360,ATL,,CLE,L 13-17,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0.0,,
9,2006,2006-11-19,10,24.002,ATL,@,BAL,L 10-24,,0,0,0,,0,0.0%,,1,-4,-4.00,0,1,16,16.00,0,0,0,,0,0,0,0.0,,
10,2006,2006-11-26,11,24.009,ATL,,NOR,L 13-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2006,2006-12-03,12,24.016,ATL,@,WAS,W 24-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2006,2006-12-10,13,24.023,ATL,@,TAM,W 17-6,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2006,2006-12-16,14,24.029,ATL,,DAL,L 28-38,,0,0,0,,0,0.0%,,0,0,,0,2,28,14.00,0,0,0,,0,0,0,0.0,,
14,2006,2006-12-24,15,24.037,ATL,,CAR,L 3-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2006,2006-12-31,16,24.044,ATL,@,PHI,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0,,0,0,0,0.0,,
16,2007,2007-09-09,1,24.296,ATL,@,MIN,L 3-24,,0,0,0,,0,0.0%,,0,0,,0,5,98,19.60,0,2,1,0.50,0,0,0,0.0,,
17,2007,2007-09-16,2,24.303,ATL,@,JAX,L 7-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0.0,,
18,2007,2007-09-23,3,24.310,ATL,,CAR,L 20-27,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,2,5,2.50,0,0,0,0.0,,
19,2007,2007-09-30,4,24.317,ATL,,HOU,W 26-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,18,18.00,0,0,0,0.0,,
20,2007,2007-10-07,5,24.324,ATL,@,TEN,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,,
21,2007,2007-10-15,6,24.332,ATL,,NYG,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0.0,,
22,2007,2007-10-21,7,24.338,ATL,@,NOR,L 16-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,37,9.25,0,0,0,0.0,,
23,2007,2007-11-04,8,24.352,ATL,,SFO,W 20-16,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,2,23,11.50,0,0,0,0.0,,
24,2007,2007-11-11,9,24.359,ATL,@,CAR,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,3,67,22.33,0,5,34,6.80,0,0,0,0.0,,
25,2007,2007-11-18,10,25.001,ATL,,TAM,L 7-31,*,2,2,11,5.50,1,100.0%,5.50,0,0,,0,0,0,,0,3,14,4.67,0,1,6,0.0,,
26,2007,2007-11-22,11,25.005,ATL,,IND,L 13-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
27,2007,2007-12-02,12,25.015,ATL,@,STL,L 16-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,38,7.60,0,0,0,0.0,,
28,2007,2007-12-10,13,25.023,ATL,,NOR,L 14-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,6,3.00,0,0,0,0.0,,
29,2007,2007-12-16,14,25.029,ATL,@,TAM,L 3-37,,0,0,0,,0,0.0%,,0,0,,0,4,93,23.25,0,1,0,0.00,0,0,0,0.0,,
30,2007,2007-12-23,15,25.036,ATL,@,ARI,L 27-30,,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
31,2007,2007-12-30,16,25.043,ATL,,SEA,W 44-41,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,3,114,38.00,0,0,0,,0,0,0,0.0,,
32,2008,2008-09-07,1,25.295,ATL,,DET,W 34-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,15,3.00,0,0,0,0.0,0,0
33,2008,2008-09-14,2,25.302,ATL,@,TAM,L 9-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,43,14.33,0,0,0,0.0,0,0
34,2008,2008-09-21,3,25.309,ATL,,KAN,W 38-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,6,37,6.17,0,0,0,0.0,0,0
35,2008,2008-09-28,4,25.316,ATL,@,CAR,L 9-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,25,12.50,0,0,0,0.0,0,0
36,2008,2008-10-05,5,25.323,ATL,@,GNB,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,3,1.50,0,0,0,0.0,0,0
37,2008,2008-10-12,6,25.330,ATL,,CHI,W 22-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0
38,2008,2008-10-26,7,25.344,ATL,@,PHI,L 14-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,22,5.50,0,0,0,0.0,0,0
39,2008,2008-11-16,10,25.365,DET,@,CAR,L 22-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2008,2008-11-23,11,26.006,DET,,TAM,L 20-38,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
41,2008,2008-11-27,12,26.010,DET,,TEN,L 10-47,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
42,2008,2008-12-07,13,26.020,DET,,MIN,L 16-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
43,2008,2008-12-14,14,26.027,DET,@,IND,L 21-31,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
44,2008,2008-12-21,15,26.034,DET,,NOR,L 7-42,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
45,2008,2008-12-28,16,26.041,DET,@,GNB,L 21-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
46,2009,2009-10-04,4,26.321,DET,@,CHI,L 24-48,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
