ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1968,1968-12-08,13,27.130,NYJ,,CIN,W 27-14,1,2,2.00,0,0,0,0
2,1969,1969-12-06,13,28.128,NYJ,@,HOU,W 34-26,0,0,,0,1,18,0
3,1970,1970-10-10,4,29.071,NYJ,,MIA,L 6-20,,,,,,,
4,1970,1970-10-18,5,29.079,NYJ,,BAL,L 22-29,,,,,,,
5,1970,1970-10-25,6,29.086,NYJ,,BUF,L 6-10,,,,,,,
6,1970,1970-11-01,7,29.093,NYJ,,NYG,L 10-22,,,,,,,
7,1970,1970-11-08,8,29.100,NYJ,@,PIT,L 17-21,,,,,,,
8,1970,1970-11-15,9,29.107,NYJ,@,RAM,W 31-20,,,,,,,
9,1970,1970-11-22,10,29.114,NYJ,,BOS,W 17-3,,,,,,,
10,1970,1970-11-29,11,29.121,NYJ,,MIN,W 20-10,,,,,,,
11,1970,1970-12-06,12,29.128,NYJ,,OAK,L 13-14,,,,,,,
12,1970,1970-12-13,13,29.135,NYJ,@,MIA,L 10-16,,,,,,,
13,1970,1970-12-19,14,29.141,NYJ,@,BAL,L 20-35,,,,,,,
14,1971,1971-09-19,1,30.050,NYJ,@,BAL,L 0-22,,,,,,,
15,1971,1971-09-27,2,30.058,NYJ,@,STL,L 10-17,,,,,,,
16,1971,1971-10-03,3,30.064,NYJ,@,MIA,W 14-10,,,,,,,
17,1971,1971-10-10,4,30.071,NYJ,@,NWE,L 0-20,,,,,,,
18,1971,1971-11-14,9,30.106,NYJ,,BAL,L 13-14,,,,,,,
19,1971,1971-11-21,10,30.113,NYJ,@,BUF,W 20-7,,,,,,,
20,1971,1971-11-28,11,30.120,NYJ,,SFO,L 21-24,,,,,,,
21,1971,1971-12-04,12,30.126,NYJ,@,DAL,L 10-52,,,,,,,
22,1971,1971-12-12,13,30.134,NYJ,,NWE,W 13-6,,,,,,,
23,1971,1971-12-19,14,30.141,NYJ,,CIN,W 35-21,,,,,,,
24,1972,1972-09-17,1,31.048,NYJ,@,BUF,W 41-24,,,,,,,
25,1972,1972-09-24,2,31.055,NYJ,@,BAL,W 44-34,,,,,,,
26,1972,1972-10-01,3,31.062,NYJ,@,HOU,L 20-26,,,,,,,
27,1972,1972-10-08,4,31.069,NYJ,,MIA,L 17-27,,,,,,,
28,1972,1972-10-15,5,31.076,NYJ,@,NWE,W 41-13,,,,,,,
29,1972,1972-10-22,6,31.083,NYJ,,BAL,W 24-20,,,,,,,
30,1972,1972-10-29,7,31.090,NYJ,,NWE,W 34-10,,,,,,,
31,1972,1972-11-05,8,31.097,NYJ,,WAS,L 17-35,,,,,,,
32,1972,1972-11-12,9,31.104,NYJ,,BUF,W 41-3,,,,,,,
33,1972,1972-11-19,10,31.111,NYJ,@,MIA,L 24-28,,,,,,,
34,1972,1972-11-23,11,31.115,NYJ,@,DET,L 20-37,,,,,,,
35,1972,1972-12-03,12,31.125,NYJ,,NOR,W 18-17,,,,,,,
36,1972,1972-12-11,13,31.133,NYJ,@,OAK,L 16-24,,,,,,,
37,1972,1972-12-17,14,31.139,NYJ,,CLE,L 10-26,,,,,,,
38,1973,1973-09-16,1,32.047,PHI,,STL,L 23-34,,,,,,,
39,1973,1973-09-23,2,32.054,PHI,@,NYG,T 23-23,,,,,,,
40,1973,1973-09-30,3,32.061,PHI,,WAS,L 7-28,,,,,,,
41,1973,1973-10-07,4,32.068,PHI,@,BUF,L 26-27,,,,,,,
42,1973,1973-10-14,5,32.075,PHI,@,STL,W 27-24,,,,,,,
43,1973,1973-10-21,6,32.082,PHI,@,MIN,L 21-28,,,,,,,
44,1973,1973-10-28,7,32.089,PHI,,DAL,W 30-16,,,,,,,
45,1973,1973-11-04,8,32.096,PHI,,NWE,W 24-23,,,,,,,
46,1973,1973-11-11,9,32.103,PHI,,ATL,L 27-44,,,,,,,
47,1973,1973-11-18,10,32.110,PHI,@,DAL,L 10-31,,,,,,,
48,1973,1973-11-25,11,32.117,PHI,,NYG,W 20-16,,,,,,,
49,1973,1973-12-02,12,32.124,PHI,@,SFO,L 28-38,,,,,,,
50,1973,1973-12-09,13,32.131,PHI,,NYJ,W 24-23,,,,,,,
