ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.279,ARI,@,STL,L 24-27,,,,,,,
2,2013,2013-09-15,2,22.286,ARI,,DET,W 25-21,,,,,,,
3,2013,2013-10-06,5,22.307,ARI,,CAR,W 22-6,,,,,,,
4,2013,2013-10-17,7,22.318,ARI,,SEA,L 22-34,,,,,,,
5,2013,2013-10-27,8,22.328,ARI,,ATL,W 27-13,,,,,,,
6,2013,2013-11-10,9,22.342,ARI,,HOU,W 27-24,,,0,0,0.0,1,0
7,2013,2013-11-17,10,22.349,ARI,@,JAX,W 27-14,,,0,0,0.0,1,0
8,2013,2013-11-24,11,22.356,ARI,,IND,W 40-11,,,,,,,
9,2013,2013-12-01,12,22.363,ARI,@,PHI,L 21-24,,,,,,,
10,2013,2013-12-08,13,23.005,ARI,,STL,W 30-10,,,,,,,
11,2013,2013-12-15,14,23.012,ARI,@,TEN,W 37-34,,,,,,,
12,2013,2013-12-22,15,23.019,ARI,@,SEA,W 17-10,,,0,0,0.0,2,0
13,2013,2013-12-29,16,23.026,ARI,,SFO,L 20-23,,,,,,,
14,2014,2014-09-08,1,23.279,ARI,,SDG,W 18-17,,,0,0,0.0,3,0
15,2014,2014-09-14,2,23.285,ARI,@,NYG,W 25-14,*,,0,0,0.0,2,3
16,2014,2014-09-21,3,23.292,ARI,,SFO,W 23-14,,,0,0,0.0,2,0
17,2014,2014-10-05,4,23.306,ARI,@,DEN,L 20-41,,,0,0,0.0,3,0
18,2014,2014-10-12,5,23.313,ARI,,WAS,W 30-20,,,,,,,
19,2014,2014-10-19,6,23.320,ARI,@,OAK,W 24-13,*,,0,0,0.0,3,0
20,2014,2014-10-26,7,23.327,ARI,,PHI,W 24-20,*,,0,0,0.0,3,0
21,2014,2014-11-02,8,23.334,ARI,@,DAL,W 28-17,,,,,,,
22,2014,2014-11-09,9,23.341,ARI,,STL,W 31-14,,,0,0,0.0,1,0
23,2014,2014-11-16,10,23.348,ARI,,DET,W 14-6,,,0,0,0.0,2,0
24,2014,2014-11-23,11,23.355,ARI,@,SEA,L 3-19,,,0,0,1.0,4,1
25,2014,2014-11-30,12,23.362,ARI,@,ATL,L 18-29,,,,,,,
26,2014,2014-12-07,13,24.004,ARI,,KAN,W 17-14,*,,0,0,0.0,2,1
27,2014,2014-12-11,14,24.008,ARI,@,STL,W 12-6,,,0,0,0.0,3,0
28,2014,2014-12-21,15,24.018,ARI,,SEA,L 6-35,,,0,0,0.0,4,0
29,2014,2014-12-28,16,24.025,ARI,@,SFO,L 17-20,*,,0,0,0.0,6,0
30,2015,2015-09-13,1,24.284,ARI,,NOR,W 31-19,*,,0,0,0.0,5,2
31,2015,2015-09-20,2,24.291,ARI,@,CHI,W 48-23,*,,0,0,0.0,4,0
32,2015,2015-09-27,3,24.298,ARI,,SFO,W 47-7,*,1,0,2,0.0,7,1
33,2015,2015-10-04,4,24.305,ARI,,STL,L 22-24,*,,0,0,0.0,1,1
34,2015,2015-10-11,5,24.312,ARI,@,DET,W 42-17,*,,0,0,0.0,7,2
35,2015,2015-10-18,6,24.319,ARI,@,PIT,L 13-25,*,,0,0,0.0,3,1
36,2015,2015-10-26,7,24.327,ARI,,BAL,W 26-18,*,,0,0,0.0,4,2
37,2015,2015-11-01,8,24.333,ARI,@,CLE,W 34-20,*,,0,0,0.0,5,2
38,2015,2015-11-15,9,24.347,ARI,@,SEA,W 39-32,*,,0,0,0.0,2,2
39,2015,2015-11-22,10,24.354,ARI,,CIN,W 34-31,*,,0,0,0.0,7,3
40,2015,2015-11-29,11,24.361,ARI,@,SFO,W 19-13,*,,0,0,0.5,5,2
41,2015,2015-12-06,12,25.003,ARI,@,STL,W 27-3,*,,0,0,0.0,3,1
42,2015,2015-12-10,13,25.007,ARI,,MIN,W 23-20,*,,0,0,0.0,3,0
43,2015,2015-12-20,14,25.017,ARI,@,PHI,W 40-17,*,,0,0,0.0,6,0
44,2015,2015-12-27,15,25.024,ARI,,GNB,W 38-8,*,,0,0,0.0,6,2
45,2015,2016-01-03,16,25.031,ARI,,SEA,L 6-36,*,,0,0,0.0,4,1
46,2016,2016-09-11,1,25.283,ARI,,NWE,L 21-23,*,,0,0,0.0,6,1
47,2016,2016-09-18,2,25.290,ARI,,TAM,W 40-7,*,,0,0,0.0,2,0
48,2016,2016-09-25,3,25.297,ARI,@,BUF,L 18-33,*,,0,0,1.0,4,0
49,2016,2016-10-02,4,25.304,ARI,,LAR,L 13-17,*,,0,0,0.0,4,1
50,2016,2016-10-06,5,25.308,ARI,@,SFO,W 33-21,*,,0,0,1.5,5,4
51,2016,2016-10-17,6,25.319,ARI,,NYJ,W 28-3,*,,0,0,0.0,3,0
52,2016,2016-10-23,7,25.325,ARI,,SEA,T 6-6,*,,0,0,0.0,6,1
53,2016,2016-10-30,8,25.332,ARI,@,CAR,L 20-30,*,,0,0,0.0,2,7
54,2016,2016-11-13,9,25.346,ARI,,SFO,W 23-20,*,,0,0,0.0,3,0
55,2016,2016-11-20,10,25.353,ARI,@,MIN,L 24-30,*,,0,0,0.0,5,1
56,2016,2016-11-27,11,25.360,ARI,@,ATL,L 19-38,*,,0,0,0.0,2,0
57,2016,2016-12-04,12,26.001,ARI,,WAS,W 31-23,*,,0,0,1.0,3,2
58,2016,2016-12-11,13,26.008,ARI,@,MIA,L 23-26,*,,0,0,0.0,0,0
59,2016,2016-12-18,14,26.015,ARI,,NOR,L 41-48,*,,0,0,0.0,10,1
60,2016,2016-12-24,15,26.021,ARI,@,SEA,W 34-31,*,,0,0,0.0,1,1
61,2016,2017-01-01,16,26.029,ARI,@,LAR,W 44-6,*,,0,0,0.0,3,3
62,2017,2017-09-10,1,26.281,CIN,,BAL,L 0-20,*,,0,0,0.0,4,6
63,2017,2017-09-14,2,26.285,CIN,,HOU,L 9-13,*,,0,0,0.0,1,1
64,2017,2017-09-24,3,26.295,CIN,@,GNB,L 24-27,*,,0,0,0.0,2,3
65,2017,2017-10-01,4,26.302,CIN,@,CLE,W 31-7,,,0,0,0.0,0,0
66,2017,2017-10-08,5,26.309,CIN,,BUF,W 20-16,,,0,0,0.0,4,1
67,2017,2017-10-22,6,26.323,CIN,@,PIT,L 14-29,*,,0,0,0.0,1,1
68,2017,2017-11-26,11,26.358,CIN,,CLE,W 30-16,*,,0,0,0.0,0,2
69,2017,2017-12-04,12,27.001,CIN,,PIT,L 20-23,*,,0,0,0.0,3,1
70,2017,2017-12-10,13,27.007,CIN,,CHI,L 7-33,*,,0,0,0.0,1,1
