ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
120,2012,2012-11-29,12,30.292,NOR,@,ATL,L 13-23,*,0,0,,0,0,0,0.0,0,2,0,0,0
121,2012,2012-12-09,13,30.302,NOR,@,NYG,L 27-52,*,0,0,,0,0,0,0.0,5,0,0,0,0
122,2012,2012-12-16,14,30.309,NOR,,TAM,W 41-0,*,0,0,,0,0,0,0.0,3,1,2,3,0
123,2012,2012-12-23,15,30.316,NOR,@,DAL,W 34-31,*,0,0,,0,0,0,0.0,1,0,0,0,0
124,2013,2013-09-08,1,31.209,NOR,,ATL,W 23-17,*,0,0,,0,0,0,0.0,2,1,0,0,0
125,2013,2013-09-15,2,31.216,NOR,@,TAM,W 16-14,*,0,0,,0,0,0,0.0,5,0,0,0,0
126,2013,2013-09-22,3,31.223,NOR,,ARI,W 31-7,*,0,0,,0,0,0,0.0,5,0,0,0,0
127,2013,2013-09-30,4,31.231,NOR,,MIA,W 38-17,*,0,0,,0,0,0,0.0,3,0,1,22,0
128,2013,2013-10-06,5,31.237,NOR,@,CHI,W 26-18,*,0,0,,0,0,0,0.0,5,0,0,0,0
129,2013,2013-10-13,6,31.244,NOR,@,NWE,L 27-30,*,0,0,,0,0,0,0.0,3,1,0,0,0
130,2013,2013-10-27,7,31.258,NOR,,BUF,W 35-17,*,0,0,,0,0,0,0.0,2,1,0,0,0
131,2013,2013-11-03,8,31.265,NOR,@,NYJ,L 20-26,*,0,0,,0,0,0,0.0,0,0,0,0,0
132,2013,2013-11-10,9,31.272,NOR,,DAL,W 49-17,*,0,0,,0,0,0,0.0,1,1,0,0,0
133,2013,2013-11-17,10,31.279,NOR,,SFO,W 23-20,*,0,0,,0,0,0,0.0,0,0,0,0,0
