ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-10-03,3,22.235,BUF,,NWE,L 17-31,,,,,,,,,,,,,
2,2004,2004-10-10,4,22.242,BUF,@,NYJ,L 14-16,,,,,,,,,,,,,
3,2004,2004-10-17,5,22.249,BUF,,MIA,W 20-13,,,,,,,,,,,,,
4,2004,2004-10-24,6,22.256,BUF,@,BAL,L 6-20,*,,,,,,,,,,,,
5,2004,2004-10-31,7,22.263,BUF,,ARI,W 38-14,,,,,,,,,,,,,
6,2004,2004-11-07,8,22.270,BUF,,NYJ,W 22-17,,1,-6,-6.00,0,0,0,0.0,,,0,0,0
7,2004,2004-11-14,9,22.277,BUF,@,NWE,L 6-29,,,,,,,,,,,,,
8,2004,2004-11-21,10,22.284,BUF,,STL,W 37-17,,0,0,,0,0,0,1.0,,,0,0,0
9,2004,2004-11-28,11,22.291,BUF,@,SEA,W 38-9,,,,,,,,,,,,,
10,2004,2004-12-05,12,22.298,BUF,@,MIA,W 42-32,,,,,,,,,,,,,
11,2004,2004-12-26,15,22.319,BUF,@,SFO,W 41-7,,,,,,,,,,,,,
12,2004,2005-01-02,16,22.326,BUF,,PIT,L 24-29,,,,,,,,,,,,,
13,2005,2005-09-11,1,23.212,BUF,,HOU,W 22-7,,0,0,,0,0,0,1.0,,,0,0,0
14,2005,2005-09-18,2,23.219,BUF,@,TAM,L 3-19,,,,,,,,,,,,,
15,2005,2005-09-25,3,23.226,BUF,,ATL,L 16-24,,,,,,,,,,,,,
16,2005,2005-10-02,4,23.233,BUF,@,NOR,L 7-19,,,,,,,,,,,,,
17,2005,2005-10-09,5,23.240,BUF,,MIA,W 20-14,,,,,,,,,,,,,
18,2005,2005-10-16,6,23.247,BUF,,NYJ,W 27-17,,,,,,,,,,,,,
19,2005,2005-10-23,7,23.254,BUF,@,OAK,L 17-38,,,,,,,,,,,,,
20,2005,2005-10-30,8,23.261,BUF,@,NWE,L 16-21,,,,,,,,,,,,,
21,2005,2005-11-13,9,23.275,BUF,,KAN,W 14-3,,,,,,,,,,,,,
22,2005,2005-11-20,10,23.282,BUF,@,SDG,L 10-48,*,,,,,,,,,,,,
23,2005,2005-11-27,11,23.289,BUF,,CAR,L 9-13,*,,,,,,,,,,,,
24,2005,2005-12-04,12,23.296,BUF,@,MIA,L 23-24,,,,,,,,,,,,,
25,2005,2005-12-11,13,23.303,BUF,,NWE,L 7-35,,,,,,,,,,,,,
26,2005,2005-12-17,14,23.309,BUF,,DEN,L 17-28,,,,,,,,,,,,,
27,2005,2005-12-24,15,23.316,BUF,@,CIN,W 37-27,,,,,,,,,,,,,
28,2005,2006-01-01,16,23.324,BUF,@,NYJ,L 26-30,,,,,,,,,,,,,
29,2006,2006-09-10,1,24.211,BUF,@,NWE,L 17-19,,,,,,,,,,,,,
30,2006,2006-09-17,2,24.218,BUF,@,MIA,W 16-6,,,,,,,,,,,,,
31,2006,2006-09-24,3,24.225,BUF,,NYJ,L 20-28,,,,,,,,,,,,,
32,2006,2006-10-01,4,24.232,BUF,,MIN,W 17-12,,,,,,,,,,,,,
33,2006,2006-10-08,5,24.239,BUF,@,CHI,L 7-40,,,,,,,,,,,,,
34,2006,2006-10-15,6,24.246,BUF,@,DET,L 17-20,,,,,,,,,,,,,
35,2006,2006-10-22,7,24.253,BUF,,NWE,L 6-28,,,,,,,,,,,,,
36,2006,2006-11-05,8,24.267,BUF,,GNB,W 24-10,,,,,,,,,,,,,
37,2006,2006-11-12,9,24.274,BUF,@,IND,L 16-17,,,,,,,,,,,,,
38,2006,2006-11-19,10,24.281,BUF,@,HOU,W 24-21,,,,,,,,,,,,,
39,2006,2006-11-26,11,24.288,BUF,,JAX,W 27-24,,,,,,,,,,,,,
40,2006,2006-12-03,12,24.295,BUF,,SDG,L 21-24,,,,,,,,,,,,,
41,2006,2006-12-10,13,24.302,BUF,@,NYJ,W 31-13,,,,,,,,,,,,,
42,2006,2006-12-17,14,24.309,BUF,,MIA,W 21-0,,,,,,,,,,,,,
43,2006,2006-12-24,15,24.316,BUF,,TEN,L 29-30,,,,,,,,,,,,,
44,2006,2006-12-31,16,24.323,BUF,@,BAL,L 7-19,,,,,,,,,,,,,
45,2007,2007-09-09,1,25.210,BUF,,DEN,L 14-15,,,,,,,,,,,,,
46,2007,2007-09-16,2,25.217,BUF,@,PIT,L 3-26,,,,,,,,,,,,,
47,2007,2007-09-23,3,25.224,BUF,@,NWE,L 7-38,*,,,,,,,,,,,,
48,2007,2007-09-30,4,25.231,BUF,,NYJ,W 17-14,,0,0,,0,0,0,0.0,,,1,2,0
49,2007,2007-10-08,5,25.239,BUF,,DAL,L 24-25,*,0,0,,0,0,0,0.0,,,1,-1,0
50,2007,2007-10-21,6,25.252,BUF,,BAL,W 19-14,*,,,,,,,,,,,,
51,2007,2007-10-28,7,25.259,BUF,@,NYJ,W 13-3,*,,,,,,,,,,,,
52,2007,2007-11-04,8,25.266,BUF,,CIN,W 33-21,*,,,,,,,,,,,,
53,2007,2007-11-11,9,25.273,BUF,@,MIA,W 13-10,*,,,,,,,,,,,,
54,2007,2007-11-18,10,25.280,BUF,,NWE,L 10-56,*,,,,,,,,,,,,
55,2007,2007-11-25,11,25.287,BUF,@,JAX,L 14-36,*,,,,,,,,,,,,
56,2007,2007-12-02,12,25.294,BUF,@,WAS,W 17-16,*,,,,,,,,,,,,
57,2007,2007-12-09,13,25.301,BUF,,MIA,W 38-17,*,,,,,,,,,,,,
58,2007,2007-12-16,14,25.308,BUF,@,CLE,L 0-8,*,,,,,,,,,,,,
59,2007,2007-12-23,15,25.315,BUF,,NYG,L 21-38,*,,,,,,,,,,,,
60,2007,2007-12-30,16,25.322,BUF,@,PHI,L 9-17,*,,,,,,,,,,,,
61,2008,2008-09-07,1,26.209,BUF,,SEA,W 34-10,*,0,0,,0,0,0,0.0,1,1,0,0,0
62,2008,2008-09-14,2,26.216,BUF,@,JAX,W 20-16,*,0,0,,0,0,0,0.0,3,2,0,0,0
63,2008,2008-09-21,3,26.223,BUF,,OAK,W 24-23,*,0,0,,0,0,0,0.0,1,0,0,0,0
64,2008,2008-09-28,4,26.230,BUF,@,STL,W 31-14,*,0,0,,0,1,6,0.0,2,0,1,33,1
65,2008,2008-10-05,5,26.237,BUF,@,ARI,L 17-41,*,0,0,,0,0,0,0.0,9,3,0,0,0
66,2008,2008-10-19,6,26.251,BUF,,SDG,W 23-14,*,0,0,,0,0,0,0.0,8,0,0,0,0
67,2008,2008-10-26,7,26.258,BUF,@,MIA,L 16-25,*,0,0,,0,0,0,0.0,2,0,0,0,0
68,2008,2008-11-02,8,26.265,BUF,,NYJ,L 17-26,*,0,0,,0,1,6,0.0,2,0,1,42,1
69,2008,2008-11-09,9,26.272,BUF,@,NWE,L 10-20,*,0,0,,0,0,0,0.0,1,0,0,0,0
70,2008,2008-11-17,10,26.280,BUF,,CLE,L 27-29,*,0,0,,0,0,0,0.0,2,0,0,0,0
71,2009,2009-09-13,1,27.214,NOR,,DET,W 45-27,*,0,0,,0,0,0,0.0,2,0,0,0,0
72,2009,2009-09-20,2,27.221,NOR,@,PHI,W 48-22,*,0,0,,0,0,0,0.0,6,1,0,0,0
73,2009,2009-09-27,3,27.228,NOR,@,BUF,W 27-7,*,0,0,,0,0,0,0.0,6,0,0,0,0
74,2009,2009-10-04,4,27.235,NOR,,NYJ,W 24-10,*,0,0,,0,0,0,0.0,6,0,0,0,0
75,2009,2009-10-18,5,27.249,NOR,,NYG,W 48-27,*,0,0,,0,0,0,0.0,5,0,1,11,0
76,2009,2009-10-25,6,27.256,NOR,@,MIA,W 46-34,*,0,0,,0,0,0,0.0,3,1,0,0,0
77,2009,2009-11-02,7,27.264,NOR,,ATL,W 35-27,*,0,0,,0,1,6,0.0,5,1,1,48,1
78,2009,2009-11-08,8,27.270,NOR,,CAR,W 30-20,*,0,0,,0,0,0,0.0,2,0,0,0,0
79,2009,2010-01-03,16,27.326,NOR,@,CAR,L 10-23,,0,0,,0,0,0,0.0,6,0,0,0,0
80,2010,2010-09-09,1,28.210,NOR,,MIN,W 14-9,*,0,0,,0,0,0,0.0,5,0,0,0,0
81,2010,2010-09-20,2,28.221,NOR,@,SFO,W 25-22,*,0,0,,0,0,0,0.0,5,0,0,0,0
82,2010,2010-09-26,3,28.227,NOR,,ATL,L 24-27,*,0,0,,0,0,0,0.0,5,1,0,0,0
83,2010,2010-10-03,4,28.234,NOR,,CAR,W 16-14,*,0,0,,0,0,0,0.0,4,1,0,0,0
84,2010,2010-10-10,5,28.241,NOR,@,ARI,L 20-30,*,0,0,,0,0,0,0.0,5,0,1,26,0
85,2010,2010-10-17,6,28.248,NOR,@,TAM,W 31-6,*,0,0,,0,0,0,0.0,2,0,0,0,0
86,2010,2010-11-07,9,28.269,NOR,@,CAR,W 34-3,,0,0,,0,1,6,0.0,3,1,1,24,1
87,2010,2010-11-21,10,28.283,NOR,,SEA,W 34-19,*,0,0,,0,0,0,0.0,7,1,0,0,0
88,2010,2010-11-25,11,28.287,NOR,@,DAL,W 30-27,*,0,0,,0,0,0,0.0,4,0,0,0,0
89,2010,2010-12-05,12,28.297,NOR,@,CIN,W 34-30,*,0,0,,0,0,0,0.0,4,1,0,0,0
90,2010,2010-12-12,13,28.304,NOR,,STL,W 31-13,*,0,0,,0,0,0,0.0,4,0,0,0,0
91,2010,2010-12-19,14,28.311,NOR,@,BAL,L 24-30,*,0,0,,0,0,0,0.0,1,0,0,0,0
92,2010,2010-12-27,15,28.319,NOR,@,ATL,W 17-14,*,0,0,,0,0,0,0.0,3,1,0,0,0
93,2010,2011-01-02,16,28.325,NOR,,TAM,L 13-23,*,0,0,,0,0,0,0.0,2,1,0,0,0
94,2011,2011-09-08,1,29.209,NOR,@,GNB,L 34-42,*,0,0,,0,0,0,0.0,7,0,0,0,0
95,2011,2011-09-18,2,29.219,NOR,,CHI,W 30-13,*,0,0,,0,0,0,0.0,3,1,0,0,0
96,2011,2011-09-25,3,29.226,NOR,,HOU,W 40-33,*,0,0,,0,0,0,0.0,2,1,1,2,0
97,2011,2011-10-02,4,29.233,NOR,@,JAX,W 23-10,*,0,0,,0,0,0,0.0,4,1,0,0,0
98,2011,2011-10-09,5,29.240,NOR,@,CAR,W 30-27,*,0,0,,0,0,0,0.0,3,0,0,0,0
99,2011,2011-10-16,6,29.247,NOR,@,TAM,L 20-26,*,0,0,,0,0,0,0.0,4,0,0,0,0
100,2011,2011-10-23,7,29.254,NOR,,IND,W 62-7,*,0,0,,0,0,0,0.0,2,0,0,0,0
101,2011,2011-10-30,8,29.261,NOR,@,STL,L 21-31,*,0,0,,0,0,0,0.0,4,0,0,0,0
102,2011,2011-11-06,9,29.268,NOR,,TAM,W 27-16,*,0,0,,0,0,0,0.0,5,1,0,0,0
103,2011,2011-11-13,10,29.275,NOR,@,ATL,W 26-23,*,0,0,,0,0,0,0.0,3,0,0,0,0
104,2011,2011-11-28,11,29.290,NOR,,NYG,W 49-24,*,0,0,,0,0,0,0.0,4,1,0,0,0
105,2011,2011-12-04,12,29.296,NOR,,DET,W 31-17,*,0,0,,0,0,0,0.0,6,0,0,0,0
106,2011,2011-12-11,13,29.303,NOR,@,TEN,W 22-17,*,0,0,,0,0,0,0.0,2,1,0,0,0
107,2011,2011-12-18,14,29.310,NOR,@,MIN,W 42-20,*,0,0,,0,0,0,0.0,3,1,0,0,0
108,2011,2011-12-26,15,29.318,NOR,,ATL,W 45-16,*,0,0,,0,0,0,0.0,8,2,0,0,0
109,2011,2012-01-01,16,29.324,NOR,,CAR,W 45-17,*,0,0,,0,0,0,0.0,1,2,0,0,0
110,2012,2012-09-16,2,30.218,NOR,@,CAR,L 27-35,,0,0,,0,0,0,0.0,1,0,0,0,0
111,2012,2012-09-23,3,30.225,NOR,,KAN,L 24-27,*,0,0,,0,0,0,0.0,5,0,1,28,0
112,2012,2012-09-30,4,30.232,NOR,@,GNB,L 27-28,*,0,0,,0,0,0,0.0,6,0,0,0,0
113,2012,2012-10-07,5,30.239,NOR,,SDG,W 31-24,*,0,0,,0,0,0,0.0,0,0,0,0,0
114,2012,2012-10-21,6,30.253,NOR,@,TAM,W 35-28,*,0,0,,0,0,0,0.0,3,0,0,0,0
115,2012,2012-10-28,7,30.260,NOR,@,DEN,L 14-34,*,0,0,,0,0,0,0.0,2,1,0,0,0
116,2012,2012-11-05,8,30.268,NOR,,PHI,W 28-13,*,0,0,,0,0,0,0.0,4,2,0,0,0
117,2012,2012-11-11,9,30.274,NOR,,ATL,W 31-27,*,0,0,,0,0,0,0.0,2,3,0,0,0
118,2012,2012-11-18,10,30.281,NOR,@,OAK,W 38-17,*,0,0,,0,0,0,0.0,1,4,0,0,0
119,2012,2012-11-25,11,30.288,NOR,,SFO,L 21-31,*,0,0,,0,0,0,0.0,3,2,0,0,0
