ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1991,1991-09-08,2,24.143,KAN,,NOR,L 10-17,
2,1991,1991-09-16,3,24.151,KAN,@,HOU,L 7-17,
3,1991,1991-09-22,4,24.157,KAN,,SEA,W 20-13,
4,1991,1991-09-29,5,24.164,KAN,@,SDG,W 14-13,
5,1991,1991-10-13,7,24.178,KAN,,MIA,W 42-7,
6,1991,1991-10-20,8,24.185,KAN,@,DEN,L 16-19,
7,1991,1991-10-28,9,24.193,KAN,,RAI,W 24-21,
8,1991,1991-11-10,10,24.206,KAN,@,RAM,W 27-20,
9,1991,1991-11-17,11,24.213,KAN,,DEN,L 20-24,
10,1991,1991-11-24,12,24.220,KAN,@,CLE,L 15-20,
11,1991,1991-12-01,13,24.227,KAN,@,SEA,W 19-6,
12,1991,1991-12-08,14,24.234,KAN,,SDG,W 20-17,
13,1991,1991-12-14,15,24.240,KAN,@,SFO,L 14-28,
14,1991,1991-12-22,16,24.248,KAN,@,RAI,W 27-21,
15,1992,1992-09-06,1,25.141,KAN,@,SDG,W 24-10,
16,1992,1992-09-13,2,25.148,KAN,,SEA,W 26-7,
17,1992,1992-09-20,3,25.155,KAN,@,HOU,L 20-23,
18,1992,1992-09-28,4,25.163,KAN,,RAI,W 27-7,2.0
19,1992,1992-10-04,5,25.169,KAN,@,DEN,L 19-20,
20,1992,1992-10-11,6,25.176,KAN,,PHI,W 24-17,
21,1992,1992-11-15,10,25.211,KAN,,WAS,W 35-16,
22,1992,1992-11-22,11,25.218,KAN,@,SEA,W 24-14,1.0
23,1992,1992-11-29,12,25.225,KAN,@,NYJ,W 23-7,
24,1992,1992-12-06,13,25.232,KAN,@,RAI,L 7-28,
25,1992,1992-12-19,15,25.245,KAN,@,NYG,L 21-35,
26,1992,1992-12-27,16,25.253,KAN,,DEN,W 42-20,
27,1993,1993-12-05,12,26.231,IND,@,NYJ,W 9-6,
28,1993,1993-12-12,13,26.238,IND,@,NYG,L 6-20,
29,1993,1993-12-19,14,26.245,IND,,PHI,L 10-20,
30,1993,1993-12-26,15,26.252,IND,@,NWE,L 0-38,
31,1993,1994-01-02,16,26.259,IND,,BUF,L 10-30,1.0
32,1994,1994-09-04,1,27.139,IND,,HOU,W 45-21,
33,1994,1994-09-11,2,27.146,IND,@,TAM,L 10-24,
34,1994,1994-09-18,3,27.153,IND,@,PIT,L 21-31,
35,1994,1994-09-25,4,27.160,IND,,CLE,L 14-21,
36,1994,1994-10-02,5,27.167,IND,,SEA,W 17-15,
37,1994,1994-10-09,6,27.174,IND,@,NYJ,L 6-16,
38,1994,1994-10-16,7,27.181,IND,@,BUF,W 27-17,
39,1994,1994-10-23,8,27.188,IND,,WAS,L 27-41,
40,1994,1994-10-30,9,27.195,IND,,NYJ,W 28-25,
41,1994,1994-11-06,10,27.202,IND,@,MIA,L 21-22,
42,1994,1994-11-20,11,27.216,IND,@,CIN,W 17-13,
43,1994,1994-11-27,12,27.223,IND,,NWE,L 10-12,
44,1994,1994-12-04,13,27.230,IND,@,SEA,W 31-19,
45,1994,1994-12-11,14,27.237,IND,@,NWE,L 13-28,
46,1994,1994-12-18,15,27.244,IND,,MIA,W 10-6,
47,1994,1994-12-24,16,27.250,IND,,BUF,W 10-9,
