ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-09-14,2,22.280,MIN,,CHI,W 24-13,,9,47,5.22,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
2,2003,2003-09-21,3,22.287,MIN,@,DET,W 23-13,,2,3,1.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
3,2003,2003-09-28,4,22.294,MIN,,SFO,W 35-7,,10,43,4.30,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,6
4,2003,2003-10-05,5,22.301,MIN,@,ATL,W 39-26,*,13,63,4.85,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0
5,2003,2003-10-19,6,22.315,MIN,,DEN,W 28-20,,5,29,5.80,1,0,0,0,,0,0.0%,,0,0,,0,1,6
6,2003,2003-10-26,7,22.322,MIN,,NYG,L 17-29,*,11,32,2.91,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
7,2003,2003-11-02,8,22.329,MIN,,GNB,L 27-30,,0,0,,0,0,0,0,,0,0.0%,,7,136,19.43,0,0,0
8,2003,2003-11-09,9,22.336,MIN,@,SDG,L 28-42,,0,0,,0,0,0,0,,0,0.0%,,3,70,23.33,0,0,0
9,2003,2003-11-16,10,22.343,MIN,@,OAK,L 18-28,,0,0,,0,0,0,0,,0,0.0%,,4,124,31.00,0,0,0
10,2003,2003-11-23,11,22.350,MIN,,DET,W 24-14,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
11,2003,2003-11-30,12,22.357,MIN,@,STL,L 17-48,,0,0,,0,1,0,0,,0,0.0%,0.00,7,160,22.86,0,0,0
12,2003,2003-12-07,13,22.364,MIN,,SEA,W 34-7,,4,40,10.00,0,0,0,0,,0,0.0%,,2,45,22.50,0,0,0
13,2003,2003-12-14,14,23.006,MIN,@,CHI,L 10-13,*,27,148,5.48,0,5,2,10,5.00,0,40.0%,2.00,3,35,11.67,0,0,0
14,2003,2003-12-20,15,23.012,MIN,,KAN,W 45-20,,21,146,6.95,3,4,4,37,9.25,0,100.0%,9.25,0,0,,0,3,18
15,2003,2003-12-28,16,23.020,MIN,@,ARI,L 17-18,,5,28,5.60,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0
16,2004,2004-09-12,1,23.279,MIN,,DAL,W 35-17,,15,76,5.07,0,1,1,63,63.00,1,100.0%,63.00,3,54,18.00,0,1,6
17,2004,2004-09-20,2,23.287,MIN,@,PHI,L 16-27,*,10,28,2.80,0,9,8,56,7.00,0,88.9%,6.22,0,0,,0,0,0
18,2004,2004-09-26,3,23.293,MIN,,CHI,W 27-22,*,17,94,5.53,0,8,6,104,17.33,0,75.0%,13.00,0,0,,0,0,0
19,2004,2004-11-08,8,23.336,MIN,@,IND,L 28-31,*,13,80,6.15,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,6
20,2004,2004-11-14,9,23.342,MIN,@,GNB,L 31-34,,5,21,4.20,0,3,2,13,6.50,1,66.7%,4.33,0,0,,0,1,6
21,2004,2004-11-21,10,23.349,MIN,,DET,W 22-19,,8,27,3.38,0,3,2,14,7.00,0,66.7%,4.67,2,40,20.00,0,0,0
22,2004,2004-11-28,11,23.356,MIN,,JAX,W 27-16,*,20,72,3.60,0,4,3,18,6.00,0,75.0%,4.50,1,21,21.00,0,0,0
23,2004,2004-12-05,12,23.363,MIN,@,CHI,L 14-24,*,13,79,6.08,0,4,2,9,4.50,0,50.0%,2.25,3,40,13.33,0,0,0
24,2004,2004-12-12,13,24.004,MIN,,SEA,L 23-27,*,14,56,4.00,1,4,4,41,10.25,0,100.0%,10.25,0,0,,0,1,6
25,2004,2004-12-19,14,24.011,MIN,@,DET,W 28-27,,4,6,1.50,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
26,2004,2005-01-02,16,24.025,MIN,@,WAS,L 18-21,,5,5,1.00,0,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0
