ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-10,1,22.241,NOR,,SFO,L 12-13,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0
2,1990,1990-09-16,2,22.247,NOR,@,MIN,L 3-32,0,0,,0,3,21,7.00,0,0,0,0.0,0,0,0
3,1990,1990-09-23,3,22.254,NOR,,PHO,W 28-7,1,8,8.00,0,2,9,4.50,0,0,0,0.0,0,0,0
4,1990,1990-10-07,4,22.268,NOR,@,ATL,L 27-28,0,0,,0,0,0,,0,,,,,,
5,1990,1990-10-14,5,22.275,NOR,,CLE,W 25-20,1,13,13.00,0,1,8,8.00,0,0,0,0.0,0,0,0
6,1990,1990-10-21,6,22.282,NOR,@,HOU,L 10-23,0,0,,0,2,10,5.00,0,0,0,0.0,0,0,0
7,1990,1990-10-28,7,22.289,NOR,,DET,L 10-27,0,0,,0,3,31,10.33,0,0,0,0.0,0,0,0
8,1990,1990-11-04,8,22.296,NOR,@,CIN,W 21-7,0,0,,0,4,46,11.50,0,0,0,0.0,0,0,0
9,1990,1990-11-11,9,22.303,NOR,,TAM,W 35-7,0,0,,0,0,0,,0,,,,,,
10,1990,1990-11-18,10,22.310,NOR,@,WAS,L 17-31,0,0,,0,0,0,,0,,,,,,
11,1990,1990-11-25,11,22.317,NOR,,ATL,W 10-7,0,0,,0,5,14,2.80,0,0,0,0.0,0,0,0
12,1990,1990-12-02,12,22.324,NOR,@,DAL,L 13-17,1,17,17.00,0,3,46,15.33,0,0,0,0.0,0,0,0
13,1990,1990-12-09,13,22.331,NOR,@,RAM,W 24-20,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0
14,1990,1990-12-16,14,22.338,NOR,,PIT,L 6-9,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0
15,1990,1990-12-23,15,22.345,NOR,@,SFO,W 13-10,0,0,,0,4,29,7.25,0,0,0,0.0,0,0,0
16,1990,1990-12-31,16,22.353,NOR,,RAM,W 20-17,0,0,,0,5,64,12.80,0,0,0,0.0,0,0,0
17,1991,1991-09-01,1,23.232,NOR,,SEA,W 27-24,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0
18,1991,1991-09-08,2,23.239,NOR,@,KAN,W 17-10,0,0,,0,4,41,10.25,0,0,0,0.0,0,0,0
19,1991,1991-09-15,3,23.246,NOR,,RAM,W 24-7,0,0,,0,4,18,4.50,0,0,0,0.0,0,0,0
20,1991,1991-09-22,4,23.253,NOR,,MIN,W 26-0,0,0,,0,6,37,6.17,0,0,0,0.0,0,0,0
21,1991,1991-09-29,5,23.260,NOR,@,ATL,W 27-6,0,0,,0,5,55,11.00,0,0,0,0.0,0,0,0
22,1991,1991-10-13,6,23.274,NOR,@,PHI,W 13-6,0,0,,0,0,0,,0,0,0,0.0,1,0,0
23,1991,1991-10-20,7,23.281,NOR,,TAM,W 23-7,0,0,,0,3,55,18.33,0,0,0,0.0,0,0,0
24,1991,1991-10-27,8,23.288,NOR,,CHI,L 17-20,0,0,,0,3,24,8.00,0,0,0,0.0,2,0,0
25,1991,1991-11-03,9,23.295,NOR,@,RAM,W 24-17,0,0,,0,2,9,4.50,0,0,0,0.0,2,12,0
26,1991,1991-11-10,10,23.302,NOR,,SFO,W 10-3,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0
27,1991,1991-11-17,11,23.309,NOR,@,SDG,L 21-24,,,,,0,0,,0,,,,,,
28,1991,1991-11-24,12,23.316,NOR,,ATL,L 20-23,,,,,0,0,,0,,,,,,
29,1991,1991-12-01,13,23.323,NOR,@,SFO,L 24-38,,,,,0,0,,0,,,,,,
30,1992,1992-09-06,1,24.238,NOR,@,PHI,L 13-15,,,,,0,0,,0,,,,,,
31,1992,1992-11-01,8,24.294,NOR,,TAM,W 23-21,0,0,,0,0,0,,0,0,0,0.0,1,17,0
32,1992,1992-11-08,9,24.301,NOR,@,NWE,W 31-14,0,0,,0,2,4,2.00,0,0,0,0.0,0,0,0
33,1992,1992-11-15,10,24.308,NOR,@,SFO,L 20-21,0,0,,0,0,0,,0,0,0,0.5,0,0,0
34,1992,1992-11-23,11,24.316,NOR,,WAS,W 20-3,,,,,0,0,,0,,,,,,
35,1992,1992-11-29,12,24.322,NOR,,MIA,W 24-13,0,0,,0,0,0,,0,1,6,0.0,1,34,1
36,1992,1992-12-03,13,24.326,NOR,,ATL,W 22-14,,,,,0,0,,0,,,,,,
37,1992,1992-12-13,14,24.336,NOR,@,RAM,W 37-14,,,,,0,0,,0,,,,,,
38,1992,1992-12-20,15,24.343,NOR,,BUF,L 16-20,,,,,0,0,,0,,,,,,
39,1992,1992-12-26,16,24.349,NOR,@,NYJ,W 20-0,,,,,0,0,,0,,,,,,
40,1993,1993-09-05,1,25.236,NOR,,HOU,W 33-21,0,0,,0,0,0,,0,0,0,1.0,0,0,0
41,1993,1993-09-12,2,25.243,NOR,@,ATL,W 34-31,,,,,,,,,,,,,,
42,1993,1993-09-19,3,25.250,NOR,,DET,W 14-3,,,,,,,,,,,,,,
43,1993,1993-09-26,4,25.257,NOR,,SFO,W 16-13,,,,,,,,,,,,,,
44,1993,1993-10-03,5,25.264,NOR,@,RAM,W 37-6,0,0,,0,0,0,,0,0,0,0.0,1,28,0
45,1993,1993-10-17,6,25.278,NOR,@,PIT,L 14-37,,,,,,,,,,,,,,
46,1993,1993-10-24,7,25.285,NOR,,ATL,L 15-26,,,,,,,,,,,,,,
47,1993,1993-10-31,8,25.292,NOR,@,PHO,W 20-17,,,,,,,,,,,,,,
48,1993,1993-11-14,9,25.306,NOR,,GNB,L 17-19,,,,,,,,,,,,,,
49,1993,1993-11-22,10,25.314,NOR,@,SFO,L 7-42,,,,,,,,,,,,,,
50,1993,1993-11-28,11,25.320,NOR,@,MIN,W 17-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
51,1993,1993-12-05,12,25.327,NOR,@,CLE,L 13-17,,,,,,,,,,,,,,
52,1993,1993-12-12,13,25.334,NOR,,RAM,L 20-23,,,,,,,,,,,,,,
53,1993,1993-12-20,14,25.342,NOR,,NYG,L 14-24,,,,,,,,,,,,,,
54,1993,1993-12-26,15,25.348,NOR,@,PHI,L 26-37,0,0,,0,0,0,,0,0,0,1.0,0,0,0
55,1993,1994-01-02,16,25.355,NOR,,CIN,W 20-13,0,0,,0,0,0,,0,0,0,1.0,0,0,0
56,1994,1994-09-04,1,26.235,NOR,,KAN,L 17-30,,,,,,,,,,,,,,
57,1994,1994-09-11,2,26.242,NOR,,WAS,L 24-38,,,,,,,,,,,,,,
58,1994,1994-09-18,3,26.249,NOR,@,TAM,W 9-7,,,,,,,,,,,,,,
59,1994,1994-09-25,4,26.256,NOR,@,SFO,L 13-24,0,0,,0,0,0,,0,0,0,1.0,1,0,0
60,1994,1994-10-02,5,26.263,NOR,,NYG,W 27-22,,,,,,,,,,,,,,
61,1994,1994-10-09,6,26.270,NOR,@,CHI,L 7-17,,,,,,,,,,,,,,
62,1994,1994-10-16,7,26.277,NOR,,SDG,L 22-36,,,,,,,,,,,,,,
63,1994,1994-10-23,8,26.284,NOR,,RAM,W 37-34,,,,,,,,,,,,,,
64,1994,1994-11-06,9,26.298,NOR,@,MIN,L 20-21,,,,,,,,,,,,,,
65,1994,1994-11-13,10,26.305,NOR,,ATL,W 33-32,,,,,,,,,,,,,,
66,1994,1994-11-20,11,26.312,NOR,@,RAI,L 19-24,,,,,,,,,,,,,,
67,1994,1994-11-28,12,26.320,NOR,,SFO,L 14-35,,,,,,,,,,,,,,
68,1994,1994-12-04,13,26.326,NOR,@,RAM,W 31-15,,,,,,,,,,,,,,
69,1994,1994-12-11,14,26.333,NOR,@,ATL,W 29-20,,,,,,,,,,,,,,
70,1994,1994-12-19,15,26.341,NOR,,DAL,L 16-24,,,,,,,,,,,,,,
71,1994,1994-12-24,16,26.346,NOR,@,DEN,W 30-28,,,,,,,,,,,,,,
72,1995,1995-09-03,1,27.234,NOR,,SFO,L 22-24,,,,,0,0,,0,,,,,,
