ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,28.235,NOR,,STL,L 7-21,,,,,,
2,1982,1982-09-19,2,28.242,NOR,@,CHI,W 10-0,,,,,,
3,1982,1982-11-21,3,28.305,NOR,,KAN,W 27-17,0,0,1.0,0,0,0
4,1982,1982-11-28,4,28.312,NOR,@,SFO,W 23-20,,,,,,
5,1982,1982-12-05,5,28.319,NOR,,TAM,L 10-13,,,,,,
6,1982,1982-12-12,6,28.326,NOR,@,ATL,L 0-35,,,,,,
7,1982,1982-12-19,7,28.333,NOR,@,DAL,L 7-21,,,,,,
8,1982,1982-12-26,8,28.340,NOR,,WAS,L 10-27,0,0,1.0,0,0,0
9,1982,1983-01-02,9,28.347,NOR,,ATL,W 35-6,0,0,1.0,0,0,0
10,1983,1983-09-04,1,29.227,NOR,,STL,W 28-17,,,,,,
11,1983,1983-09-11,2,29.234,NOR,@,RAM,L 27-30,,,,,,
12,1983,1983-09-18,3,29.241,NOR,,CHI,W 34-31,0,0,1.0,0,0,0
13,1983,1983-09-25,4,29.248,NOR,@,DAL,L 20-21,,,,,,
14,1983,1983-10-02,5,29.255,NOR,,MIA,W 17-7,1,6,1.0,1,27,1
15,1983,1983-10-09,6,29.262,NOR,@,ATL,W 19-17,0,0,1.0,0,0,0
16,1983,1983-10-16,7,29.269,NOR,,SFO,L 13-32,,,,,,
17,1983,1983-10-23,8,29.276,NOR,@,TAM,W 24-21,0,0,1.0,0,0,0
18,1983,1983-10-30,9,29.283,NOR,@,BUF,L 21-27,,,,,,
19,1983,1983-11-06,10,29.290,NOR,,ATL,W 27-10,0,0,1.5,0,0,0
20,1983,1983-11-13,11,29.297,NOR,@,SFO,L 0-27,,,,,,
21,1983,1983-11-21,12,29.305,NOR,,NYJ,L 28-31,0,0,1.0,0,0,0
22,1984,1984-09-02,1,30.226,NOR,,ATL,L 28-36,,,,,,
23,1984,1984-09-23,4,30.247,NOR,,STL,W 34-24,0,0,2.0,0,0,0
24,1984,1984-09-30,5,30.254,NOR,@,HOU,W 27-10,,,,,,
25,1984,1984-10-07,6,30.261,NOR,@,CHI,L 7-20,,,,,,
26,1984,1984-10-14,7,30.268,NOR,,RAM,L 10-28,,,,,,
27,1984,1984-10-21,8,30.275,NOR,@,DAL,L 27-30,,,,,,
28,1984,1984-10-28,9,30.282,NOR,@,CLE,W 16-14,,,,,,
29,1984,1984-11-04,10,30.289,NOR,,GNB,L 13-23,,,,,,
30,1984,1984-11-11,11,30.296,NOR,@,ATL,W 17-13,,,,,,
31,1984,1984-11-19,12,30.304,NOR,,PIT,W 27-24,,,,,,
32,1984,1984-11-25,13,30.310,NOR,,SFO,L 3-35,,,,,,
33,1984,1984-12-02,14,30.317,NOR,@,RAM,L 21-34,,,,,,
34,1984,1984-12-09,15,30.324,NOR,,CIN,L 21-24,,,,,,
