ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1975,1975-11-30,11,25.048,SDG,@,DEN,L 10-13,,,,
2,1975,1975-12-07,12,25.055,SDG,@,KAN,W 28-20,,,,
3,1975,1975-12-15,13,25.063,SDG,,NYJ,W 24-16,,,,
4,1975,1975-12-21,14,25.069,SDG,@,CIN,L 17-47,1,42,42.00,0
5,1976,1976-09-12,1,25.335,SDG,@,KAN,W 30-16,,,,
6,1976,1976-09-19,2,25.342,SDG,@,TAM,W 23-0,,,,
7,1976,1976-09-26,3,25.349,SDG,,STL,W 43-24,,,,
8,1976,1976-10-03,4,25.356,SDG,@,DEN,L 0-26,1,7,7.00,0
9,1976,1976-10-10,5,25.363,SDG,,OAK,L 17-27,,,,
10,1976,1976-10-17,6,26.004,SDG,,HOU,W 30-27,,,,
11,1976,1976-10-24,7,26.011,SDG,@,CLE,L 17-21,,,,
12,1977,1977-09-18,1,26.340,SDG,@,OAK,L 0-24,,,,
13,1977,1977-10-02,3,26.354,CHI,,NOR,L 24-42,,,,
14,1977,1977-10-10,4,26.362,CHI,,RAM,W 24-23,,,,
15,1977,1977-10-16,5,27.003,CHI,@,MIN,L 16-22,,,,
16,1977,1977-10-23,6,27.010,CHI,,ATL,L 10-16,,,,
17,1977,1977-10-30,7,27.017,CHI,@,GNB,W 26-0,,,,
18,1977,1977-11-06,8,27.024,CHI,@,HOU,L 0-47,,,,
19,1977,1977-12-18,14,27.066,CHI,@,NYG,W 12-9,,,,
