ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,23.115,ATL,@,DET,L 13-30,,,0,0,,0,0.0%,,,,,,,
2,1993,1993-09-12,2,23.122,ATL,,NOR,L 31-34,,,0,0,,0,0.0%,,,,,,,
3,1993,1993-09-19,3,23.129,ATL,@,SFO,L 30-37,,,0,0,,0,0.0%,,,,,,,
4,1993,1993-09-27,4,23.137,ATL,,PIT,L 17-45,,,0,0,,0,0.0%,,,,,,,
5,1993,1993-10-03,5,23.143,ATL,@,CHI,L 0-6,,,0,0,,0,0.0%,,,,,,,
6,1993,1993-10-14,6,23.154,ATL,,RAM,W 30-24,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
7,1993,1993-10-24,7,23.164,ATL,@,NOR,W 26-15,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
8,1993,1993-10-31,8,23.171,ATL,,TAM,L 24-31,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
9,1993,1993-11-14,9,23.185,ATL,@,RAM,W 13-0,,,0,0,,0,0.0%,,,,,,,
10,1993,1993-11-21,10,23.192,ATL,,DAL,W 27-14,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
11,1993,1993-11-28,11,23.199,ATL,,CLE,W 17-14,,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0
12,1993,1993-12-05,12,23.206,ATL,@,HOU,L 17-33,,,0,0,,0,0.0%,,,,,,,
13,1993,1993-12-11,13,23.212,ATL,,SFO,W 27-24,,1,0,0,,0,0.0%,0.00,,,,,,
14,1993,1993-12-19,14,23.220,ATL,@,WAS,L 17-30,,1,0,0,,0,0.0%,0.00,,,,,,
15,1993,1993-12-26,15,23.227,ATL,@,CIN,L 17-21,,,0,0,,0,0.0%,,,,,,,
16,1993,1994-01-02,16,23.234,ATL,,PHO,L 10-27,,1,0,0,,0,0.0%,0.00,,,,,,
17,1994,1994-09-25,4,24.135,ATL,@,WAS,W 27-20,,,0,0,,0,0.0%,,,,,,,
18,1994,1994-10-02,5,24.142,ATL,@,RAM,W 8-5,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0
19,1994,1994-10-09,6,24.149,ATL,,TAM,W 34-13,,,0,0,,0,0.0%,,,,,,,
20,1994,1994-10-16,7,24.156,ATL,,SFO,L 3-42,,,0,0,,0,0.0%,,,,,,,
21,1994,1994-10-23,8,24.163,ATL,@,RAI,L 17-30,,4,4,25,6.25,0,100.0%,6.25,0,0,,0,0,0
22,1994,1994-11-06,9,24.177,ATL,,SDG,W 10-9,,,0,0,,0,0.0%,,,,,,,
23,1994,1994-11-13,10,24.184,ATL,@,NOR,L 32-33,,,0,0,,0,0.0%,,,,,,,
24,1995,1995-09-03,1,25.113,ATL,,CAR,W 23-20,,,0,0,,0,0.0%,,,,,,,
25,1995,1995-09-17,3,25.127,ATL,@,NOR,W 27-24,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
26,1995,1995-09-24,4,25.134,ATL,,NYJ,W 13-3,,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0
27,1995,1995-10-01,5,25.141,ATL,,NWE,W 30-17,,0,0,0,,0,0.0%,,,,,,,
