ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-09-13,1,22.143,CIN,@,OAK,W 33-13,,0,0,0,,0,0.0%,
2,2015,2015-09-20,2,22.150,CIN,,SDG,W 24-19,,1,1,31,31.00,0,100.0%,31.00
3,2015,2015-09-27,3,22.157,CIN,@,BAL,W 28-24,,0,0,0,,0,0.0%,
4,2015,2015-10-04,4,22.164,CIN,,KAN,W 36-21,,0,0,0,,0,0.0%,
5,2015,2015-10-11,5,22.171,CIN,,SEA,W 27-24,,0,0,0,,0,0.0%,
6,2015,2015-10-18,6,22.178,CIN,@,BUF,W 34-21,,1,0,0,,0,0.0%,0.00
7,2015,2015-11-01,7,22.192,CIN,@,PIT,W 16-10,,0,0,0,,0,0.0%,
8,2015,2015-11-05,8,22.196,CIN,,CLE,W 31-10,,0,0,0,,0,0.0%,
9,2015,2015-11-16,9,22.207,CIN,,HOU,L 6-10,*,0,0,0,,0,0.0%,
10,2015,2015-11-22,10,22.213,CIN,@,ARI,L 31-34,,0,0,0,,0,0.0%,
11,2015,2015-11-29,11,22.220,CIN,,STL,W 31-7,,1,0,0,,0,0.0%,0.00
12,2015,2015-12-06,12,22.227,CIN,@,CLE,W 37-3,,1,0,0,,0,0.0%,0.00
13,2015,2015-12-28,15,22.249,CIN,@,DEN,L 17-20,,1,0,0,,0,0.0%,0.00
14,2015,2016-01-03,16,22.255,CIN,,BAL,W 24-16,,0,0,0,,0,0.0%,
15,2016,2016-09-11,1,23.141,CIN,@,NYJ,W 23-22,,0,0,0,,0,0.0%,
16,2016,2016-09-18,2,23.148,CIN,@,PIT,L 16-24,,0,0,0,,0,0.0%,
17,2016,2016-09-25,3,23.155,CIN,,DEN,L 17-29,,0,0,0,,0,0.0%,
18,2016,2016-09-29,4,23.159,CIN,,MIA,W 22-7,,0,0,0,,0,0.0%,
19,2016,2016-10-16,6,23.176,CIN,@,NWE,L 17-35,,0,0,0,,0,0.0%,
20,2016,2016-10-23,7,23.183,CIN,,CLE,W 31-17,,0,0,0,,0,0.0%,
21,2016,2016-10-30,8,23.190,CIN,,WAS,T 27-27,,0,0,0,,0,0.0%,
22,2016,2016-11-14,9,23.205,CIN,@,NYG,L 20-21,,0,0,0,,0,0.0%,
23,2016,2016-11-20,10,23.211,CIN,,BUF,L 12-16,,0,0,0,,0,0.0%,
24,2016,2016-11-27,11,23.218,CIN,@,BAL,L 14-19,,0,0,0,,0,0.0%,
25,2016,2016-12-04,12,23.225,CIN,,PHI,W 32-14,,1,1,12,12.00,0,100.0%,12.00
26,2016,2016-12-11,13,23.232,CIN,@,CLE,W 23-10,,0,0,0,,0,0.0%,
27,2016,2016-12-18,14,23.239,CIN,,PIT,L 20-24,*,0,0,0,,0,0.0%,
28,2016,2016-12-24,15,23.245,CIN,@,HOU,L 10-12,*,0,0,0,,0,0.0%,
29,2016,2017-01-01,16,23.253,CIN,,BAL,W 27-10,*,0,0,0,,0,0.0%,
30,2017,2017-09-10,1,24.140,CIN,,BAL,L 0-20,*,0,0,0,,0,0.0%,
31,2017,2017-09-14,2,24.144,CIN,,HOU,L 9-13,*,0,0,0,,0,0.0%,
32,2017,2017-09-24,3,24.154,CIN,@,GNB,L 24-27,*,0,0,0,,0,0.0%,
33,2017,2017-10-01,4,24.161,CIN,@,CLE,W 31-7,*,0,0,0,,0,0.0%,
34,2017,2017-10-08,5,24.168,CIN,,BUF,W 20-16,,0,0,0,,0,0.0%,
35,2017,2017-10-22,6,24.182,CIN,@,PIT,L 14-29,*,0,0,0,,0,0.0%,
36,2017,2017-10-29,7,24.189,CIN,,IND,W 24-23,*,0,0,0,,0,0.0%,
37,2017,2017-11-05,8,24.196,CIN,@,JAX,L 7-23,*,0,0,0,,0,0.0%,
38,2018,2018-09-09,1,25.139,CIN,@,IND,W 34-23,,0,0,0,,0,0.0%,
39,2018,2018-09-13,2,25.143,CIN,,BAL,W 34-23,,0,0,0,,0,0.0%,
40,2018,2018-09-23,3,25.153,CIN,@,CAR,L 21-31,,0,0,0,,0,0.0%,
