ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1969,1969-11-27,11,24.112,MIN,@,DET,W 27-0,0,15,1
2,1970,1970-09-20,1,25.044,MIN,,KAN,W 27-10,,,
3,1970,1970-09-27,2,25.051,MIN,,NOR,W 26-0,,,
4,1970,1970-10-04,3,25.058,MIN,@,GNB,L 10-13,,,
5,1970,1970-10-11,4,25.065,MIN,@,CHI,W 24-0,,,
6,1970,1970-10-18,5,25.072,MIN,,DAL,W 54-13,1,27,0
7,1970,1970-10-26,6,25.080,MIN,,RAM,W 13-3,,,
8,1970,1970-11-01,7,25.086,MIN,@,DET,W 30-17,,,
9,1970,1970-11-08,8,25.093,MIN,@,WAS,W 19-10,,,
10,1970,1970-11-15,9,25.100,MIN,,DET,W 24-20,,,
11,1970,1970-11-22,10,25.107,MIN,,GNB,W 10-3,,,
12,1970,1970-11-29,11,25.114,MIN,@,NYJ,L 10-20,,,
13,1970,1970-12-05,12,25.120,MIN,,CHI,W 16-13,,,
14,1970,1970-12-13,13,25.128,MIN,@,BOS,W 35-14,,,
15,1970,1970-12-20,14,25.135,MIN,@,ATL,W 37-7,,,
16,1971,1971-09-20,1,26.044,MIN,@,DET,W 16-13,,,
17,1971,1971-09-26,2,26.050,MIN,,CHI,L 17-20,,,
18,1971,1971-10-03,3,26.057,MIN,,BUF,W 19-0,,,
19,1971,1971-10-10,4,26.064,MIN,@,PHI,W 13-0,,,
20,1971,1971-10-17,5,26.071,MIN,@,GNB,W 24-13,,,
21,1971,1971-10-25,6,26.079,MIN,,BAL,W 10-3,,,
22,1971,1971-10-31,7,26.085,MIN,@,NYG,W 17-10,,,
23,1971,1971-11-07,8,26.092,MIN,,SFO,L 9-13,,,
24,1971,1971-11-14,9,26.099,MIN,,GNB,W 3-0,,,
25,1971,1971-11-21,10,26.106,MIN,@,NOR,W 23-10,,,
26,1971,1971-11-28,11,26.113,MIN,,ATL,W 24-7,,,
27,1971,1971-12-05,12,26.120,MIN,@,SDG,L 14-30,,,
28,1971,1971-12-11,13,26.126,MIN,,DET,W 29-10,,,
29,1971,1971-12-19,14,26.134,MIN,@,CHI,W 27-10,,,
30,1972,1972-09-18,1,27.042,MIN,,WAS,L 21-24,,,
31,1972,1972-09-24,2,27.048,MIN,@,DET,W 34-10,,,
32,1972,1972-10-01,3,27.055,MIN,,MIA,L 14-16,,,
33,1972,1972-10-08,4,27.062,MIN,,STL,L 17-19,,,
34,1972,1972-10-15,5,27.069,MIN,@,DEN,W 23-20,,,
35,1972,1972-10-23,6,27.077,MIN,@,CHI,L 10-13,,,
36,1972,1972-10-29,7,27.083,MIN,@,GNB,W 27-13,,,
37,1972,1972-11-05,8,27.090,MIN,,NOR,W 37-6,,,
38,1972,1972-11-12,9,27.097,MIN,,DET,W 16-14,,,
39,1972,1972-11-19,10,27.104,MIN,@,RAM,W 45-41,,,
