ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-12-20,14,23.210,DEN,,OAK,L 19-20,,0,0,,0,0,0,0.0,1,0,0,0,0
2,2009,2009-12-27,15,23.217,DEN,@,PHI,L 27-30,*,0,0,,0,0,0,0.0,0,0,0,0,0
3,2010,2010-12-19,14,24.209,NWE,,GNB,W 31-27,,,,,,,,,,,,,
4,2010,2011-01-02,16,24.223,NWE,,MIA,W 38-7,,0,0,,0,0,0,0.0,1,0,0,0,0
5,2011,2011-12-18,14,25.208,DEN,,NWE,L 23-41,,,,,,,,,,,,,
6,2011,2011-12-24,15,25.214,DEN,@,BUF,L 14-40,,,,,,,,,,,,,
7,2011,2012-01-01,16,25.222,DEN,,KAN,L 3-7,,,,,,,,,,,,,
8,2012,2012-09-09,1,26.108,DEN,,PIT,W 31-19,,,,,,,,,,,,,
9,2012,2012-09-17,2,26.116,DEN,@,ATL,L 21-27,,0,0,,0,0,0,0.0,2,0,0,0,0
10,2012,2012-09-23,3,26.122,DEN,,HOU,L 25-31,,0,0,,0,0,0,0.0,1,0,0,0,0
11,2012,2012-09-30,4,26.129,DEN,,OAK,W 37-6,,,,,,,,,,,,,
12,2012,2012-10-07,5,26.136,DEN,@,NWE,L 21-31,,,,,,,,,,,,,
13,2012,2012-10-15,6,26.144,DEN,@,SDG,W 35-24,,0,0,,0,0,6,0.0,2,0,1,15,0
14,2012,2012-10-28,7,26.157,DEN,,NOR,W 34-14,,0,0,,0,0,0,0.0,1,0,0,0,0
15,2012,2012-11-04,8,26.164,DEN,@,CIN,W 31-23,,0,0,,0,0,0,0.0,1,0,0,0,0
16,2012,2012-11-11,9,26.171,DEN,@,CAR,W 36-14,,0,0,,0,0,6,0.0,1,1,1,40,1
17,2012,2012-11-18,10,26.178,DEN,,SDG,W 30-23,,0,0,,0,0,0,0.0,4,1,0,0,0
18,2012,2012-11-25,11,26.185,DEN,@,KAN,W 17-9,,0,0,,0,0,0,0.0,2,0,0,0,0
19,2012,2012-12-02,12,26.192,DEN,,TAM,W 31-23,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2012,2012-12-06,13,26.196,DEN,@,OAK,W 26-13,,0,0,,0,0,0,0.0,4,2,0,0,0
21,2012,2012-12-16,14,26.206,DEN,@,BAL,W 34-17,,0,0,,0,0,0,0.0,2,0,0,0,0
22,2012,2012-12-30,16,26.220,DEN,,KAN,W 38-3,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2013,2013-09-05,1,27.104,DEN,,BAL,W 49-27,*,0,0,,0,0,0,0.0,3,1,0,0,0
24,2013,2013-09-15,2,27.114,DEN,@,NYG,W 41-23,,0,0,,0,0,0,0.0,3,0,1,0,0
25,2013,2013-09-23,3,27.122,DEN,,OAK,W 37-21,*,0,0,,0,0,0,0.0,1,0,0,0,0
26,2013,2013-09-29,4,27.128,DEN,,PHI,W 52-20,,0,0,,0,0,0,0.0,2,0,0,0,0
27,2013,2013-10-06,5,27.135,DEN,@,DAL,W 51-48,,,,,,,,,,,,,
28,2013,2013-11-10,9,27.170,DEN,@,SDG,W 28-20,,,,,,,,,,,,,
29,2013,2013-11-24,11,27.184,DEN,@,NWE,L 31-34,,1,0,0.00,0,0,0,0.0,1,0,0,0,0
30,2013,2013-12-01,12,27.191,DEN,@,KAN,W 35-28,,,,,,,,,,,,,
31,2013,2013-12-08,13,27.198,DEN,,TEN,W 51-28,,,,,,,,,,,,,
32,2013,2013-12-12,14,27.202,DEN,,SDG,L 20-27,,0,0,,0,0,0,0.0,1,0,0,0,0
33,2013,2013-12-22,15,27.212,DEN,@,HOU,W 37-13,,,,,,,,,,,,,
34,2013,2013-12-29,16,27.219,DEN,@,OAK,W 34-14,,0,0,,0,0,0,0.0,1,0,0,0,0
35,2014,2014-09-07,1,28.106,DEN,,IND,W 31-24,,0,0,,0,0,0,0.0,2,0,0,0,0
36,2014,2014-10-05,4,28.134,DEN,,ARI,W 41-20,,,,,,,,,,,,,
37,2014,2014-10-23,7,28.152,DEN,,SDG,W 35-21,,,,,,,,,,,,,
38,2014,2014-11-02,8,28.162,DEN,@,NWE,L 21-43,,,,,,,,,,,,,
39,2014,2014-11-30,12,28.190,DEN,@,KAN,W 29-16,,0,0,,0,0,0,0.0,2,0,0,0,0
40,2014,2014-12-07,13,28.197,DEN,,BUF,W 24-17,,,,,,,,,,,,,
41,2014,2014-12-14,14,28.204,DEN,@,SDG,W 22-10,,,,,,,,,,,,,
42,2014,2014-12-28,16,28.218,DEN,,OAK,W 47-14,,0,0,,0,0,6,0.0,1,0,0,0,0
43,2015,2015-10-25,7,29.154,IND,,NOR,L 21-27,,0,0,,0,0,0,0.0,0,0,0,0,0
44,2015,2015-11-02,8,29.162,IND,@,CAR,L 26-29,,0,0,,0,0,0,0.0,0,0,0,0,0
45,2015,2015-11-08,9,29.168,IND,,DEN,W 27-24,,0,0,,0,0,0,0.0,0,0,0,0,0
