ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-03,1,23.173,RAM,,DAL,L 13-20,,,,,,,,
2,1984,1984-09-23,4,23.193,RAM,@,CIN,W 24-14,,,,,,,,
3,1984,1984-09-30,5,23.200,RAM,,NYG,W 33-12,,,,,,,,
4,1984,1984-10-07,6,23.207,RAM,,ATL,L 28-30,,,,,,,,
5,1984,1984-10-14,7,23.214,RAM,@,NOR,W 28-10,,,,,,,,
6,1984,1984-10-22,8,23.222,RAM,@,ATL,W 24-10,,,,,,,,
7,1984,1984-10-28,9,23.228,RAM,,SFO,L 0-33,,,,,,,,
8,1984,1984-11-04,10,23.235,RAM,@,STL,W 16-13,,,,,,,,
9,1985,1985-09-08,1,24.178,RAM,,DEN,W 20-16,0,0,,0,,,,
10,1985,1985-09-15,2,24.185,RAM,@,PHI,W 17-6,0,0,,0,,,,
11,1985,1985-09-23,3,24.193,RAM,@,SEA,W 35-24,0,0,,0,,,,
12,1985,1985-09-29,4,24.199,RAM,,ATL,W 17-6,0,0,,0,,,,
13,1985,1985-10-06,5,24.206,RAM,,MIN,W 13-10,0,0,,0,,,,
14,1985,1985-10-13,6,24.213,RAM,@,TAM,W 31-27,0,0,,0,,,,
15,1985,1985-10-20,7,24.220,RAM,@,KAN,W 16-0,0,0,,0,,,,
16,1985,1985-10-27,8,24.227,RAM,,SFO,L 14-28,0,0,,0,,,,
17,1985,1985-11-03,9,24.234,RAM,,NOR,W 28-10,0,0,,0,2.0,0,0,0
18,1985,1985-11-10,10,24.241,RAM,@,NYG,L 19-24,0,0,,0,,,,
19,1985,1985-11-17,11,24.248,RAM,@,ATL,L 14-30,0,0,,0,,,,
20,1985,1985-11-24,12,24.255,RAM,,GNB,W 34-17,0,0,,0,,,,
21,1985,1985-12-01,13,24.262,RAM,@,NOR,L 3-29,0,0,,0,1.0,0,0,0
22,1985,1985-12-09,14,24.270,RAM,@,SFO,W 27-20,0,0,,0,1.0,0,0,0
23,1985,1985-12-15,15,24.276,RAM,,STL,W 46-14,0,0,,0,1.0,0,0,0
24,1985,1985-12-23,16,24.284,RAM,,RAI,L 6-16,1,10,10.00,0,0.0,0,0,0
25,1986,1986-09-07,1,25.177,RAM,@,STL,W 16-10,0,0,,0,1.0,0,0,0
26,1986,1986-09-14,2,25.184,RAM,,SFO,W 16-13,,,,,,,,
27,1986,1986-09-21,3,25.191,RAM,@,IND,W 24-7,,,,,,,,
28,1986,1986-09-28,4,25.198,RAM,@,PHI,L 20-34,0,0,,0,0.5,0,0,0
29,1986,1986-10-05,5,25.205,RAM,,TAM,W 26-20,0,0,,0,1.0,0,0,0
30,1986,1986-10-12,6,25.212,RAM,@,ATL,L 14-26,,,,,,,,
31,1986,1986-10-19,7,25.219,RAM,,DET,W 14-10,0,0,,0,1.0,0,0,0
32,1986,1986-10-26,8,25.226,RAM,,ATL,W 14-7,,,,,,,,
33,1986,1986-11-03,9,25.234,RAM,@,CHI,W 20-17,,,,,,,,
34,1986,1986-11-09,10,25.240,RAM,@,NOR,L 0-6,,,,,,,,
35,1986,1986-11-16,11,25.247,RAM,,NWE,L 28-30,0,0,,0,0.5,0,0,0
36,1986,1986-11-23,12,25.254,RAM,,NOR,W 26-13,,,,,,,,
37,1986,1986-11-30,13,25.261,RAM,@,NYJ,W 17-3,,,,,,,,
38,1986,1986-12-07,14,25.268,RAM,,DAL,W 29-10,0,0,,0,1.0,0,0,0
39,1986,1986-12-14,15,25.275,RAM,,MIA,L 31-37,,,,,,,,
40,1986,1986-12-19,16,25.280,RAM,@,SFO,L 14-24,,,,,,,,
41,1987,1987-09-13,1,26.183,RAM,@,HOU,L 16-20,0,0,,0,1.0,0,0,0
42,1987,1987-09-20,2,26.190,RAM,,MIN,L 16-21,0,0,,0,1.0,0,0,0
43,1987,1987-10-04,3,26.204,RAM,@,NOR,L 10-37,,,,,,,,
44,1987,1987-10-11,4,26.211,RAM,,PIT,W 31-21,,,,,,,,
45,1987,1987-10-18,5,26.218,RAM,@,ATL,L 20-24,0,0,,0,3.0,0,0,0
46,1987,1987-10-26,6,26.226,RAM,@,CLE,L 17-30,0,0,,0,1.0,0,0,0
47,1988,1988-09-04,1,27.174,RAM,@,GNB,W 34-7,,,,,,,,
48,1988,1988-09-11,2,27.181,RAM,,DET,W 17-10,0,0,,0,1.0,0,0,0
49,1988,1988-09-18,3,27.188,RAM,@,RAI,W 22-17,,,,,,,,
50,1988,1988-09-25,4,27.195,RAM,@,NYG,W 45-31,,,,,,,,
51,1988,1988-10-02,5,27.202,RAM,,PHO,L 27-41,,,,,,,,
52,1988,1988-10-09,6,27.209,RAM,@,ATL,W 33-0,0,0,,0,2.0,0,0,0
53,1988,1988-10-16,7,27.216,RAM,,SFO,L 21-24,,,,,,,,
54,1988,1988-10-23,8,27.223,RAM,,SEA,W 31-10,,,,,,,,
55,1988,1988-10-30,9,27.230,RAM,@,NOR,W 12-10,,,,,,,,
