ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-12,1,23.335,ATL,,PHI,W 14-10,,,,,,,,,,,,,
2,2005,2005-09-18,2,23.341,ATL,@,SEA,L 18-21,,,,,,,,,,,,,
3,2005,2005-09-25,3,23.348,ATL,@,BUF,W 24-16,,,,,,,,,,,,,
4,2005,2005-10-02,4,23.355,ATL,,MIN,W 30-10,,,,,,,,,,,,,
5,2005,2005-10-09,5,23.362,ATL,,NWE,L 28-31,,,,,,,,,,,,,
6,2005,2005-10-16,6,24.004,ATL,@,NOR,W 34-31,,,,,,,,,,,,,
7,2005,2005-10-24,7,24.012,ATL,,NYJ,W 27-14,,,,,,,,,,,,,
8,2005,2005-11-06,8,24.025,ATL,@,MIA,W 17-10,*,,,,,,,,,,,,
9,2005,2005-11-13,9,24.032,ATL,,GNB,L 25-33,*,0,0,,0,0,0,0.5,,,0,0,0
10,2005,2005-11-20,10,24.039,ATL,,TAM,L 27-30,*,,,,,,,,,,,,
11,2005,2005-11-24,11,24.043,ATL,@,DET,W 27-7,*,,,,,,,,,,,,
12,2005,2005-12-04,12,24.053,ATL,@,CAR,L 6-24,*,,,,,,,,,,,,
13,2005,2005-12-12,13,24.061,ATL,,NOR,W 36-17,*,,,,,,,,,,,,
14,2005,2005-12-18,14,24.067,ATL,@,CHI,L 3-16,,,,,,,,,,,,,
15,2005,2005-12-24,15,24.073,ATL,@,TAM,L 24-27,,,,,,,,,,,,,
16,2005,2006-01-01,16,24.081,ATL,,CAR,L 11-44,,,,,,,,,,,,,
17,2006,2006-09-10,1,24.333,ATL,@,CAR,W 20-6,,,,,,,,,,,,,
18,2006,2006-09-17,2,24.340,ATL,,TAM,W 14-3,,,,,,,,,,,,,
19,2006,2006-09-25,3,24.348,ATL,@,NOR,L 3-23,,,,,,,,,,,,,
20,2006,2006-10-01,4,24.354,ATL,,ARI,W 32-10,,,,,,,,,,,,,
