ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-04,1,25.249,CLE,,MIN,L 21-27,0,0,,0,0,0,,0,,,,,0,
2,1983,1983-09-11,2,25.256,CLE,@,DET,W 31-26,3,59,19.67,0,0,0,,0,0,0,,0,0,0
3,1983,1983-09-15,3,25.260,CLE,,CIN,W 17-7,2,39,19.50,0,0,0,,0,0,0,,0,0,0
4,1983,1983-09-25,4,25.270,CLE,@,SDG,W 30-24,2,53,26.50,1,0,0,,0,0,0,,0,1,6
5,1983,1983-10-02,5,25.277,CLE,,SEA,L 9-24,6,77,12.83,0,2,5,2.50,0,0,0,,0,0,0
6,1983,1983-10-09,6,25.284,CLE,,NYJ,W 10-7,4,75,18.75,0,0,0,,0,0,0,,0,0,0
7,1983,1983-10-16,7,25.291,CLE,@,PIT,L 17-44,0,0,,0,0,0,,0,,,,,0,
8,1983,1983-10-23,8,25.298,CLE,@,CIN,L 21-28,2,14,7.00,0,0,0,,0,0,0,,0,0,0
9,1983,1983-10-30,9,25.305,CLE,,HOU,W 25-19,1,6,6.00,0,0,0,,0,0,0,,0,0,0
10,1983,1983-11-13,11,25.319,CLE,,TAM,W 20-0,0,0,,0,0,0,,0,,,,,0,
11,1983,1983-11-20,12,25.326,CLE,@,NWE,W 30-0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
12,1983,1983-11-27,13,25.333,CLE,,BAL,W 41-23,1,8,8.00,0,0,0,,0,0,0,,0,0,0
13,1983,1983-12-04,14,25.340,CLE,@,DEN,L 6-27,0,0,,0,0,0,,0,,,,,0,
14,1983,1983-12-11,15,25.347,CLE,@,HOU,L 27-34,5,81,16.20,0,0,0,,0,0,0,,0,0,0
15,1983,1983-12-18,16,25.354,CLE,,PIT,W 30-17,2,4,2.00,2,1,3,3.00,0,0,0,,0,2,12
16,1984,1984-09-03,1,26.249,CLE,@,SEA,L 0-33,1,12,12.00,0,0,0,,0,0,0,,0,0,0
17,1984,1984-09-09,2,26.255,CLE,@,RAM,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,
18,1984,1984-09-16,3,26.262,CLE,,DEN,L 14-24,5,59,11.80,0,0,0,,0,0,0,,0,0,0
19,1984,1984-09-23,4,26.269,CLE,,PIT,W 20-10,3,89,29.67,0,0,0,,0,0,0,,0,0,0
20,1984,1984-09-30,5,26.276,CLE,@,KAN,L 6-10,1,8,8.00,0,1,12,12.00,0,0,0,,0,0,0
21,1984,1984-11-04,10,26.311,CLE,@,BUF,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,
22,1984,1984-11-11,11,26.318,CLE,,SFO,L 7-41,0,0,,0,0,0,,0,0,0,,0,0,
23,1984,1984-11-18,12,26.325,CLE,@,ATL,W 23-7,2,13,6.50,0,0,0,,0,0,0,,0,0,0
24,1984,1984-11-25,13,26.332,CLE,,HOU,W 27-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
25,1984,1984-12-02,14,26.339,CLE,,CIN,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,
26,1984,1984-12-09,15,26.346,CLE,@,PIT,L 20-23,3,31,10.33,0,0,0,,0,1,1,1.00,0,0,0
27,1984,1984-12-16,16,26.353,CLE,@,HOU,W 27-20,4,43,10.75,0,0,0,,0,0,0,,0,0,0
28,1985,1985-09-08,1,27.253,CLE,,STL,L 24-27,3,33,11.00,1,0,0,,0,0,0,,0,1,6
29,1985,1985-09-16,2,27.261,CLE,,PIT,W 17-7,2,40,20.00,0,0,0,,0,0,0,,0,0,0
30,1985,1985-09-22,3,27.267,CLE,@,DAL,L 7-20,0,0,,0,,,,,,,,,,
31,1985,1985-09-29,4,27.274,CLE,@,SDG,W 21-7,1,0,0.00,0,0,0,,0,0,0,,0,0,0
32,1985,1985-10-06,5,27.281,CLE,,NWE,W 24-20,0,0,,0,,,,,,,,,,
33,1985,1985-10-13,6,27.288,CLE,@,HOU,W 21-6,0,0,,0,,,,,,,,,,
34,1985,1985-10-20,7,27.295,CLE,,RAI,L 20-21,0,0,,0,,,,,,,,,,
35,1985,1985-10-27,8,27.302,CLE,,WAS,L 7-14,3,14,4.67,0,0,0,,0,0,0,,0,0,0
36,1985,1985-11-03,9,27.309,CLE,@,PIT,L 9-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0
37,1985,1985-11-10,10,27.316,CLE,@,CIN,L 10-27,0,0,,0,,,,,,,,,,
38,1985,1985-11-17,11,27.323,CLE,,BUF,W 17-7,0,0,,0,,,,,,,,,,
39,1986,1986-09-07,1,28.252,CLE,@,CHI,L 31-41,0,0,,0,0,0,,0,,,,,0,
40,1986,1986-09-14,2,28.259,CLE,@,HOU,W 23-20,0,0,,0,0,0,,0,,,,,0,
41,1986,1986-09-28,4,28.273,CLE,,DET,W 24-21,0,0,,0,0,0,,0,,,,,0,
42,1986,1986-10-05,5,28.280,CLE,@,PIT,W 27-24,0,0,,0,0,0,,0,,,,,0,
43,1986,1986-10-12,6,28.287,CLE,,KAN,W 20-7,0,0,,0,0,0,,0,,,,,0,
44,1986,1986-10-19,7,28.294,CLE,,GNB,L 14-17,0,0,,0,0,0,,0,,,,,0,
45,1986,1986-10-26,8,28.301,CLE,@,MIN,W 23-20,0,0,,0,0,0,,0,,,,,0,
46,1986,1986-11-02,9,28.308,CLE,@,IND,W 24-9,0,0,,0,0,0,,0,,,,,0,
47,1986,1986-11-10,10,28.316,CLE,,MIA,W 26-16,0,0,,0,1,16,16.00,1,0,0,,0,1,6
48,1986,1986-11-16,11,28.322,CLE,@,RAI,L 14-27,0,0,,0,0,0,,0,,,,,0,
49,1986,1986-11-23,12,28.329,CLE,,PIT,W 37-31,2,26,13.00,0,0,0,,0,0,0,,0,0,0
50,1986,1986-11-30,13,28.336,CLE,,HOU,W 13-10,0,0,,0,0,0,,0,,,,,0,
51,1986,1986-12-14,15,28.350,CLE,@,CIN,W 34-3,0,0,,0,0,0,,0,,,,,0,
52,1986,1986-12-21,16,28.357,CLE,,SDG,W 47-17,2,35,17.50,1,0,0,,0,0,0,,0,1,6
53,1987,1987-10-04,3,29.279,SDG,@,CIN,W 10-9,1,8,8.00,0,0,0,,0,0,0,,0,0,0
54,1987,1987-10-11,4,29.286,SDG,@,TAM,W 17-13,2,17,8.50,0,0,0,,0,0,0,,0,0,0
55,1987,1987-10-18,5,29.293,SDG,@,RAI,W 23-17,4,31,7.75,0,0,0,,0,0,0,,0,0,0
