ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-09-14,1,23.265,CHI,,NYG,W 34-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
2,1987,1987-09-20,2,23.271,CHI,,TAM,W 20-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
3,1987,1987-10-25,6,23.306,CHI,@,TAM,W 27-26,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
4,1987,1987-11-22,10,23.334,CHI,,DET,W 30-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,,,0,
5,1987,1987-12-14,13,23.356,CHI,@,SFO,L 0-41,,8,11,72.73,62,0,0,86.2,3,30,5.64,5.64,3,15,5.00,0,,0,0,,0,,,0,0
6,1987,1987-12-27,15,24.004,CHI,@,RAI,W 6-3,,0,0,,0,0,0,,0,,,,1,0,0.00,0,,0,0,,0,,,0,0
7,1988,1988-09-18,3,24.270,CHI,,MIN,L 7-31,,4,9,44.44,38,0,0,56.7,1,13,4.22,4.22,1,12,12.00,0,,0,0,,0,,,0,0
8,1988,1988-10-09,6,24.291,CHI,@,DET,W 24-7,,2,3,66.67,10,0,0,71.5,0,0,3.33,3.33,0,0,,0,,0,0,,0,,,0,0
9,1988,1988-10-16,7,24.298,CHI,,DAL,W 17-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
10,1988,1988-10-24,8,24.306,CHI,,SFO,W 10-9,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
11,1988,1988-10-30,9,24.312,CHI,@,NWE,L 7-30,,0,5,0.00,0,0,0,39.6,0,0,0.00,0.00,1,5,5.00,0,,0,0,,0,,,0,0
12,1988,1988-11-13,11,24.326,CHI,@,WAS,W 34-14,,1,1,100.00,56,0,0,118.7,0,0,56.00,56.00,1,-2,-2.00,0,,0,0,,0,,,0,0
