ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.314,STL,@,PHI,L 3-38,,1,,,,,0.0%,,,,,,,,,,
2,2008,2008-09-14,2,23.321,STL,,NYG,L 13-41,,1,,,,,0.0%,,,,,,,,,,
3,2008,2008-10-19,6,23.356,STL,,DAL,W 34-14,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
4,2008,2008-10-26,7,23.363,STL,@,NWE,L 16-23,,6,2,41,20.50,0,33.3%,6.83,1,0,0.00,0,0,0,0.0,0,0
5,2008,2008-11-02,8,24.004,STL,,ARI,L 13-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
6,2008,2008-11-09,9,24.011,STL,@,NYJ,L 3-47,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,0.0,0,0
7,2008,2008-11-16,10,24.018,STL,@,SFO,L 16-35,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,0.0,0,0
8,2008,2008-11-23,11,24.025,STL,,CHI,L 3-27,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-30,12,24.032,STL,,MIA,L 12-16,,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,0.0,0,0
10,2008,2008-12-07,13,24.039,STL,@,ARI,L 10-34,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
11,2008,2008-12-14,14,24.046,STL,,SEA,L 20-23,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,0,0
12,2008,2008-12-21,15,24.053,STL,,SFO,L 16-17,,2,1,30,30.00,1,50.0%,15.00,1,3,3.00,0,1,6,0.0,0,0
13,2008,2008-12-28,16,24.060,STL,@,ATL,L 27-31,,2,1,8,8.00,0,50.0%,4.00,1,5,5.00,0,0,0,0.0,0,0
14,2009,2009-09-13,1,24.319,STL,@,SEA,L 0-28,,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,0.0,0,0
15,2009,2009-09-20,2,24.326,STL,@,WAS,L 7-9,,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0
16,2009,2009-09-27,3,24.333,STL,,GNB,L 17-36,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,0.0,0,0
17,2009,2009-10-04,4,24.340,STL,@,SFO,L 0-35,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,0.0,0,0
18,2009,2009-10-11,5,24.347,STL,,MIN,L 10-38,*,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,0.0,1,0
19,2009,2009-10-18,6,24.354,STL,@,JAX,L 20-23,*,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,0.0,1,0
20,2009,2009-10-25,7,24.361,STL,,IND,L 6-42,*,6,3,28,9.33,0,50.0%,4.67,0,0,,0,0,0,0.0,1,0
21,2009,2009-11-01,8,25.003,STL,@,DET,W 17-10,*,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,0.0,0,0
22,2009,2009-11-15,9,25.017,STL,,NOR,L 23-28,*,1,,,,,0.0%,,,,,,,,,,
