ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1976,1976-09-26,3,21.278,PIT,,NWE,L 27-30,,,,,,
2,1976,1976-10-04,4,21.286,PIT,@,MIN,L 6-17,2,14,7.00,1,1,6
3,1976,1976-10-10,5,21.292,PIT,@,CLE,L 16-18,,,,,,
4,1976,1976-10-17,6,21.299,PIT,,CIN,W 23-6,,,,,,
5,1976,1976-10-24,7,21.306,PIT,@,NYG,W 27-0,,,,,,
6,1976,1976-10-31,8,21.313,PIT,,SDG,W 23-0,,,,,,
7,1976,1976-11-07,9,21.320,PIT,@,KAN,W 45-0,1,20,20.00,0,0,0
8,1976,1976-11-14,10,21.327,PIT,,MIA,W 14-3,,,,,,
9,1976,1976-11-21,11,21.334,PIT,,HOU,W 32-16,,,,,,
10,1976,1976-11-28,12,21.341,PIT,@,CIN,W 7-3,,,,,,
11,1976,1976-12-05,13,21.348,PIT,,TAM,W 42-0,2,15,7.50,0,0,0
12,1976,1976-12-11,14,21.354,PIT,@,HOU,W 21-0,,,,,,
13,1977,1977-09-19,1,22.270,PIT,,SFO,W 27-0,1,29,29.00,0,0,0
14,1977,1977-09-25,2,22.276,PIT,,OAK,L 7-16,1,43,43.00,1,1,6
15,1977,1977-10-02,3,22.283,PIT,@,CLE,W 28-14,,,,,,
16,1977,1977-10-09,4,22.290,PIT,@,HOU,L 10-27,,,,,,
17,1977,1977-10-17,5,22.298,PIT,,CIN,W 20-14,2,49,24.50,0,0,0
18,1977,1977-10-23,6,22.304,PIT,,HOU,W 27-10,5,55,11.00,1,1,6
19,1977,1977-10-30,7,22.311,PIT,@,BAL,L 21-31,2,20,10.00,0,0,0
20,1977,1977-11-06,8,22.318,PIT,@,DEN,L 7-21,,,,,,
21,1977,1977-11-13,9,22.325,PIT,,CLE,W 35-31,1,21,21.00,0,0,0
22,1977,1977-11-20,10,22.332,PIT,,DAL,W 28-13,1,21,21.00,0,0,0
23,1977,1977-12-10,13,22.352,PIT,@,CIN,L 10-17,4,64,16.00,0,0,0
24,1977,1977-12-18,14,22.360,PIT,@,SDG,W 10-9,3,45,15.00,0,0,0
25,1978,1978-09-03,1,23.254,PIT,@,BUF,W 28-17,3,70,23.33,0,0,0
26,1978,1978-09-10,2,23.261,PIT,,SEA,W 21-10,4,45,11.25,0,0,0
27,1978,1978-09-17,3,23.268,PIT,@,CIN,W 28-3,4,107,26.75,1,1,6
28,1978,1978-09-24,4,23.275,PIT,,CLE,W 15-9,2,69,34.50,1,1,6
29,1978,1978-10-01,5,23.282,PIT,@,NYJ,W 28-17,1,2,2.00,0,0,0
30,1978,1978-10-08,6,23.289,PIT,,ATL,W 31-7,2,28,14.00,0,0,0
31,1979,1979-09-03,1,24.254,PIT,@,NWE,W 16-13,2,40,20.00,0,0,0
32,1979,1979-09-09,2,24.260,PIT,,HOU,W 38-7,,,,,,
33,1979,1979-09-16,3,24.267,PIT,@,STL,W 24-21,5,72,14.40,1,1,6
34,1979,1979-09-23,4,24.274,PIT,,BAL,W 17-13,3,68,22.67,1,1,6
35,1979,1979-09-30,5,24.281,PIT,@,PHI,L 14-17,1,19,19.00,0,0,0
36,1979,1979-10-07,6,24.288,PIT,@,CLE,W 51-35,4,29,7.25,1,1,6
37,1979,1979-10-14,7,24.295,PIT,@,CIN,L 10-34,4,38,9.50,0,0,0
38,1979,1979-10-28,9,24.309,PIT,,DAL,W 14-3,,,,,,
39,1979,1979-11-04,10,24.316,PIT,,WAS,W 38-7,2,29,14.50,1,1,6
40,1979,1979-11-11,11,24.323,PIT,@,KAN,W 30-3,2,29,14.50,0,0,0
41,1979,1979-11-18,12,24.330,PIT,@,SDG,L 7-35,1,-8,-8.00,0,0,0
42,1979,1979-11-25,13,24.337,PIT,,CLE,W 33-30,4,68,17.00,0,0,0
43,1979,1979-12-02,14,24.344,PIT,,CIN,W 37-17,3,25,8.33,0,0,0
44,1979,1979-12-10,15,24.352,PIT,@,HOU,L 17-20,2,67,33.50,0,0,0
45,1979,1979-12-16,16,24.358,PIT,,BUF,W 28-0,3,36,12.00,0,0,0
46,1980,1980-09-07,1,25.259,PIT,,HOU,W 31-17,,,,,,
47,1980,1980-09-14,2,25.266,PIT,@,BAL,W 20-17,,,,,,
48,1980,1980-09-21,3,25.273,PIT,@,CIN,L 28-30,1,5,5.00,0,0,0
49,1980,1980-09-28,4,25.280,PIT,,CHI,W 38-3,3,54,18.00,1,1,6
50,1980,1980-10-05,5,25.287,PIT,@,MIN,W 23-17,,,,,,
51,1980,1980-10-12,6,25.294,PIT,,CIN,L 16-17,,,,,,
52,1980,1980-10-20,7,25.302,PIT,,OAK,L 34-45,3,51,17.00,0,0,0
53,1980,1980-10-26,8,25.308,PIT,@,CLE,L 26-27,1,4,4.00,0,0,0
54,1980,1980-11-02,9,25.315,PIT,,GNB,W 22-20,1,7,7.00,0,0,0
55,1980,1980-11-09,10,25.322,PIT,@,TAM,W 24-21,1,-5,-5.00,0,0,0
56,1980,1980-11-23,12,25.336,PIT,@,BUF,L 13-28,,,,,,
57,1980,1980-11-30,13,25.343,PIT,,MIA,W 23-10,1,11,11.00,0,0,0
58,1980,1980-12-04,14,25.347,PIT,@,HOU,L 0-6,3,33,11.00,0,0,0
59,1980,1980-12-14,15,25.357,PIT,,KAN,W 21-16,1,13,13.00,0,0,0
60,1980,1980-12-22,16,25.365,PIT,@,SDG,L 17-26,3,59,19.67,1,1,6
61,1981,1981-09-06,1,26.257,PIT,,KAN,L 33-37,4,52,13.00,0,0,0
62,1981,1981-09-10,2,26.261,PIT,@,MIA,L 10-30,4,62,15.50,0,0,0
63,1981,1981-09-20,3,26.271,PIT,,NYJ,W 38-10,2,24,12.00,0,0,0
64,1981,1981-09-27,4,26.278,PIT,,NWE,W 27-21,8,94,11.75,1,1,6
65,1981,1981-10-04,5,26.285,PIT,@,NOR,W 20-6,2,37,18.50,0,0,0
66,1981,1981-10-11,6,26.292,PIT,,CLE,W 13-7,4,61,15.25,0,0,0
67,1981,1981-10-18,7,26.299,PIT,@,CIN,L 7-34,4,45,11.25,0,0,0
68,1981,1981-10-26,8,26.307,PIT,,HOU,W 26-13,0,0,,0,,
69,1981,1981-11-01,9,26.313,PIT,,SFO,L 14-17,2,9,4.50,0,0,0
70,1981,1981-11-08,10,26.320,PIT,@,SEA,L 21-24,1,9,9.00,0,0,0
71,1981,1981-11-15,11,26.327,PIT,@,ATL,W 34-20,3,55,18.33,1,1,6
72,1981,1981-11-29,13,26.341,PIT,,RAM,W 24-0,1,28,28.00,0,0,0
73,1981,1981-12-07,14,26.349,PIT,@,OAK,L 27-30,5,97,19.40,1,1,6
74,1981,1981-12-13,15,26.355,PIT,,CIN,L 10-17,1,1,1.00,0,0,0
75,1981,1981-12-20,16,26.362,PIT,@,HOU,L 20-21,0,0,,0,,
76,1982,1982-09-13,1,27.264,PIT,@,DAL,W 36-28,2,10,5.00,0,0,0
77,1982,1982-09-19,2,27.270,PIT,,CIN,W 26-20,5,82,16.40,1,1,6
78,1982,1982-11-21,3,27.333,PIT,@,HOU,W 24-10,4,75,18.75,1,1,6
79,1982,1982-11-28,4,27.340,PIT,@,SEA,L 0-16,2,14,7.00,0,0,0
80,1982,1982-12-05,5,27.347,PIT,,KAN,W 35-14,2,1,0.50,0,0,0
81,1982,1982-12-12,6,27.354,PIT,@,BUF,L 0-13,0,0,,0,,
82,1982,1982-12-19,7,27.361,PIT,@,CLE,L 9-10,3,33,11.00,0,0,0
83,1982,1982-12-26,8,28.003,PIT,,NWE,W 37-14,3,62,20.67,0,0,0
84,1982,1983-01-02,9,28.010,PIT,,CLE,W 37-21,0,0,,0,,
85,1983,1983-09-04,1,28.255,PIT,,DEN,L 10-14,4,69,17.25,0,0,0
86,1983,1983-09-11,2,28.262,PIT,@,GNB,W 25-21,1,11,11.00,0,0,0
87,1983,1983-09-18,3,28.269,PIT,@,HOU,W 40-28,5,53,10.60,0,0,0
88,1983,1983-09-25,4,28.276,PIT,,NWE,L 23-28,2,26,13.00,0,0,0
89,1983,1983-10-02,5,28.283,PIT,,HOU,W 17-10,0,0,,0,,
90,1983,1983-10-10,6,28.291,PIT,@,CIN,W 24-14,2,20,10.00,0,0,0
91,1983,1983-10-16,7,28.297,PIT,,CLE,W 44-17,2,21,10.50,0,0,0
92,1983,1983-10-23,8,28.304,PIT,@,SEA,W 27-21,3,55,18.33,0,0,0
93,1983,1983-10-30,9,28.311,PIT,,TAM,W 17-12,3,49,16.33,0,0,0
94,1983,1983-11-06,10,28.318,PIT,,SDG,W 26-3,2,23,11.50,0,0,0
95,1983,1983-11-13,11,28.325,PIT,@,BAL,W 24-13,2,12,6.00,1,1,6
96,1983,1983-11-20,12,28.332,PIT,,MIN,L 14-17,3,39,13.00,1,1,6
97,1983,1983-11-24,13,28.336,PIT,@,DET,L 3-45,1,3,3.00,0,0,0
98,1983,1983-12-04,14,28.346,PIT,,CIN,L 10-23,2,11,5.50,0,0,0
99,1983,1983-12-10,15,28.352,PIT,@,NYJ,W 34-7,2,37,18.50,1,1,6
100,1983,1983-12-18,16,28.360,PIT,@,CLE,L 17-30,1,13,13.00,0,0,0
101,1984,1984-09-02,1,29.254,PIT,,KAN,L 27-37,0,0,,0,,
102,1984,1984-09-06,2,29.258,PIT,@,NYJ,W 23-17,1,29,29.00,0,0,0
103,1984,1984-09-16,3,29.268,PIT,,RAM,W 24-14,2,14,7.00,1,1,6
104,1984,1984-09-23,4,29.275,PIT,@,CLE,L 10-20,0,0,,0,,
105,1984,1984-12-02,14,29.345,PIT,@,HOU,L 20-23,0,0,,0,,
106,1984,1984-12-09,15,29.352,PIT,,CLE,W 23-20,0,0,,0,,
107,1984,1984-12-16,16,29.359,PIT,@,RAI,W 13-7,1,21,21.00,0,0,0
108,1985,1985-10-13,6,30.294,PIT,@,DAL,L 13-27,1,14,14.00,0,0,0
109,1985,1985-10-20,7,30.301,PIT,,STL,W 23-10,0,0,,0,,
110,1985,1985-10-27,8,30.308,PIT,@,CIN,L 21-26,0,0,,0,,
111,1985,1985-11-03,9,30.315,PIT,,CLE,W 10-9,0,0,,0,,
112,1985,1985-11-10,10,30.322,PIT,@,KAN,W 36-28,0,0,,0,,
113,1985,1985-11-17,11,30.329,PIT,@,HOU,W 30-7,0,0,,0,,
114,1985,1985-11-24,12,30.336,PIT,,WAS,L 23-30,1,7,7.00,0,0,0
