ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1977,1977-09-18,1,21.326,SEA,,BAL,L 14-29,0,0,,0,1,3,3.00,0,0,0,,0
2,1977,1977-09-25,2,21.333,SEA,@,CIN,L 20-42,10,37,3.70,0,0,0,,0,0,0,,0
3,1977,1977-10-02,3,21.340,SEA,,DEN,L 13-24,,,,,,,,,,,,
4,1977,1977-10-09,4,21.347,SEA,@,NWE,L 0-31,2,7,3.50,0,1,8,8.00,0,0,0,,0
5,1977,1977-10-16,5,21.354,SEA,,TAM,W 30-23,1,4,4.00,0,2,16,8.00,0,0,0,,0
6,1977,1977-10-23,6,21.361,SEA,@,MIA,L 13-31,,,,,,,,,,,,
7,1978,1978-10-29,9,23.002,SEA,,DEN,L 17-20,,,,,,,,,,,,
8,1978,1978-11-05,10,23.009,SEA,@,CHI,W 31-29,1,7,7.00,0,1,9,9.00,0,0,0,,0
9,1978,1978-11-12,11,23.016,SEA,,BAL,L 14-17,,,,,,,,,,,,
10,1978,1978-11-26,13,23.030,SEA,@,OAK,W 17-16,,,,,,,,,,,,
11,1978,1978-12-03,14,23.037,SEA,,CLE,W 47-24,,,,,,,,,,,,
12,1978,1978-12-10,15,23.044,SEA,@,SDG,L 10-37,,,,,,,,,,,,
13,1979,1979-09-02,1,23.310,SEA,,SDG,L 16-33,,,,,,,,,,,,
14,1979,1979-09-09,2,23.317,SEA,@,MIA,L 10-19,,,,,,,,,,,,
15,1979,1979-09-16,3,23.324,SEA,,OAK,W 27-10,,,,,,,,,,,,
16,1979,1979-09-23,4,23.331,SEA,@,DEN,L 34-37,2,11,5.50,0,0,0,,0,0,0,,0
17,1979,1979-09-30,5,23.338,SEA,,KAN,L 6-24,1,-4,-4.00,0,1,6,6.00,0,0,0,,0
18,1979,1979-10-07,6,23.345,SEA,@,SFO,W 35-24,,,,,,,,,,,,
19,1979,1979-10-14,7,23.352,SEA,@,SDG,L 10-20,0,0,,0,0,0,,0,1,16,16.00,0
20,1979,1979-10-21,8,23.359,SEA,,HOU,W 34-14,,,,,,,,,,,,
21,1979,1979-10-29,9,24.002,SEA,@,ATL,W 31-28,,,,,,,,,,,,
22,1979,1979-11-04,10,24.008,SEA,,RAM,L 0-24,,,,,,,,,,,,
23,1979,1979-11-11,11,24.015,SEA,@,CLE,W 29-24,,,,,,,,,,,,
24,1979,1979-11-18,12,24.022,SEA,,NOR,W 38-24,2,6,3.00,0,0,0,,0,0,0,,0
25,1979,1979-11-26,13,24.030,SEA,,NYJ,W 30-7,,,,,,,,,,,,
26,1979,1979-12-02,14,24.036,SEA,@,KAN,L 21-37,0,0,,0,0,0,,0,1,17,17.00,0
27,1979,1979-12-08,15,24.042,SEA,,DEN,W 28-23,,,,,,,,,,,,
28,1979,1979-12-16,16,24.050,SEA,@,OAK,W 29-24,,,,,,,,,,,,
