ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
21,2009,2009-10-11,5,24.078,BAL,,CIN,L 14-17,,,0,0,0.0,0,1,0,0,0
22,2009,2009-10-18,6,24.085,BAL,@,MIN,L 31-33,,,0,0,0.0,1,0,0,0,0
23,2009,2009-11-01,7,24.099,BAL,,DEN,W 30-7,,,,,,,,,,
24,2009,2009-11-08,8,24.106,BAL,@,CIN,L 7-17,,,0,0,0.0,1,0,0,0,0
25,2009,2009-11-16,9,24.114,BAL,@,CLE,W 16-0,,,0,0,0.0,1,1,0,0,0
26,2009,2009-11-22,10,24.120,BAL,,IND,L 15-17,*,,0,0,0.0,1,0,0,0,0
27,2009,2009-11-29,11,24.127,BAL,,PIT,W 20-17,,,0,0,0.0,1,0,0,0,0
28,2009,2009-12-07,12,24.135,BAL,@,GNB,L 14-27,,,0,0,0.0,0,0,0,0,0
29,2009,2009-12-13,13,24.141,BAL,,DET,W 48-3,,,0,0,0.0,5,2,0,0,0
30,2009,2009-12-20,14,24.148,BAL,,CHI,W 31-7,,,0,0,0.0,0,1,0,0,0
31,2009,2009-12-27,15,24.155,BAL,@,PIT,L 20-23,,,0,0,0.0,0,0,0,0,0
32,2009,2010-01-03,16,24.162,BAL,@,OAK,W 21-13,,,0,0,0.0,1,0,0,0,0
33,2010,2010-09-13,1,25.050,BAL,@,NYJ,W 10-9,*,,0,0,0.0,4,2,0,0,0
34,2010,2010-09-19,2,25.056,BAL,@,CIN,L 10-15,*,,0,0,0.0,2,1,0,0,0
35,2010,2010-09-26,3,25.063,BAL,,CLE,W 24-17,,,0,0,0.0,2,5,0,0,0
36,2010,2010-10-03,4,25.070,BAL,@,PIT,W 17-14,*,,0,0,0.0,2,3,0,0,0
37,2010,2010-10-10,5,25.077,BAL,,DEN,W 31-17,*,,0,0,0.0,2,0,0,0,0
38,2010,2010-10-17,6,25.084,BAL,@,NWE,L 20-23,*,,0,0,0.0,1,4,0,0,0
39,2010,2010-10-24,7,25.091,BAL,,BUF,W 37-34,*,,0,0,0.0,1,0,0,0,0
40,2010,2010-11-07,8,25.105,BAL,,MIA,W 26-10,*,,0,0,0.0,3,0,0,0,0
41,2010,2010-11-11,9,25.109,BAL,@,ATL,L 21-26,*,,,,,,,,,
42,2010,2010-11-21,10,25.119,BAL,@,CAR,W 37-13,*,,0,0,1.0,2,1,0,0,0
43,2010,2010-11-28,11,25.126,BAL,,TAM,W 17-10,*,,0,0,0.0,2,2,0,0,0
44,2010,2010-12-05,12,25.133,BAL,,PIT,L 10-13,*,,0,0,0.0,2,1,0,0,0
45,2010,2010-12-13,13,25.141,BAL,@,HOU,W 34-28,*,,0,0,0.0,5,1,0,0,0
46,2010,2010-12-19,14,25.147,BAL,,NOR,W 30-24,*,,0,0,0.0,3,1,0,0,0
47,2010,2010-12-26,15,25.154,BAL,@,CLE,W 20-10,*,,0,0,0.0,5,2,0,0,0
48,2010,2011-01-02,16,25.161,BAL,,CIN,W 13-7,*,,0,0,0.0,6,2,0,0,0
49,2011,2011-09-11,1,26.048,BAL,,PIT,W 35-7,*,,0,0,0.0,0,1,0,0,0
50,2011,2011-09-18,2,26.055,BAL,@,TEN,L 13-26,*,,0,0,0.0,1,1,0,0,0
51,2011,2011-09-25,3,26.062,BAL,@,STL,W 37-7,*,,0,0,1.0,5,0,0,0,0
52,2011,2011-10-02,4,26.069,BAL,,NYJ,W 34-17,*,,0,6,0.0,0,1,0,0,0
53,2011,2011-10-16,5,26.083,BAL,,HOU,W 29-14,*,,0,0,0.0,1,0,0,0,0
54,2011,2011-10-24,6,26.091,BAL,@,JAX,L 7-12,*,,0,0,0.0,4,3,0,0,0
55,2011,2011-10-30,7,26.097,BAL,,ARI,W 30-27,*,,0,0,0.0,3,2,1,8,0
56,2011,2011-11-06,8,26.104,BAL,@,PIT,W 23-20,*,,0,0,0.0,3,1,0,0,0
57,2011,2011-11-13,9,26.111,BAL,@,SEA,L 17-22,*,,0,0,0.0,3,6,0,0,0
58,2011,2011-11-20,10,26.118,BAL,,CIN,W 31-24,*,,0,0,0.0,8,1,0,0,0
59,2011,2011-11-24,11,26.122,BAL,,SFO,W 16-6,*,,0,0,0.0,3,5,0,0,0
60,2011,2011-12-04,12,26.132,BAL,@,CLE,W 24-10,*,,0,0,0.0,5,2,0,0,0
61,2011,2011-12-11,13,26.139,BAL,,IND,W 24-10,*,,0,0,0.0,6,2,0,0,0
62,2011,2011-12-18,14,26.146,BAL,@,SDG,L 14-34,*,,0,0,0.0,3,3,0,0,0
63,2011,2011-12-24,15,26.152,BAL,,CLE,W 20-14,*,,0,0,0.0,1,0,0,0,0
64,2011,2012-01-01,16,26.160,BAL,@,CIN,W 24-16,*,,0,0,0.0,1,6,0,0,0
65,2012,2012-09-10,1,27.047,BAL,,CIN,W 44-13,*,,0,0,0.0,1,1,0,0,0
66,2012,2012-09-16,2,27.053,BAL,@,PHI,L 23-24,*,,0,0,0.0,5,0,0,0,0
67,2012,2012-09-23,3,27.060,BAL,,NWE,W 31-30,*,,0,0,0.0,0,2,0,0,0
68,2012,2012-09-27,4,27.064,BAL,,CLE,W 23-16,*,,0,0,0.0,4,1,0,0,0
69,2012,2012-10-07,5,27.074,BAL,@,KAN,W 9-6,*,,0,0,0.0,7,0,0,0,0
70,2012,2012-10-14,6,27.081,BAL,,DAL,W 31-29,*,,0,0,0.0,7,1,0,0,0
71,2012,2012-10-21,7,27.088,BAL,@,HOU,L 13-43,*,,0,0,0.0,3,1,0,0,0
72,2012,2012-11-04,8,27.102,BAL,@,CLE,W 25-15,*,,0,0,0.0,2,4,0,0,0
73,2012,2012-11-11,9,27.109,BAL,,OAK,W 55-20,*,,0,0,0.0,7,3,0,0,0
74,2012,2012-11-18,10,27.116,BAL,@,PIT,W 13-10,*,,0,0,0.0,6,3,0,0,0
75,2012,2012-11-25,11,27.123,BAL,@,SDG,W 16-13,*,,0,0,0.0,6,1,0,0,0
76,2012,2012-12-02,12,27.130,BAL,,PIT,L 20-23,*,,0,0,0.0,4,1,0,0,0
77,2012,2012-12-09,13,27.137,BAL,@,WAS,L 28-31,*,,0,0,0.0,4,4,0,0,0
78,2013,2013-10-20,7,28.087,BAL,@,PIT,L 16-19,*,,0,0,0.0,4,2,0,0,0
79,2013,2013-11-03,8,28.101,BAL,@,CLE,L 18-24,*,,0,0,0.0,4,1,0,0,0
80,2013,2013-11-10,9,28.108,BAL,,CIN,W 20-17,*,,0,0,0.0,2,2,0,0,0
81,2013,2013-11-17,10,28.115,BAL,@,CHI,L 20-23,*,,0,0,0.0,2,1,0,0,0
82,2013,2013-11-24,11,28.122,BAL,,NYJ,W 19-3,*,,0,0,0.0,1,3,0,0,0
83,2013,2013-11-28,12,28.126,BAL,,PIT,W 22-20,*,,0,0,0.0,2,1,0,0,0
84,2013,2013-12-08,13,28.136,BAL,,MIN,W 29-26,*,,0,0,0.0,1,1,0,0,0
85,2013,2013-12-16,14,28.144,BAL,@,DET,W 18-16,*,,0,0,0.0,6,3,0,0,0
86,2013,2013-12-22,15,28.150,BAL,,NWE,L 7-41,*,,0,0,0.0,3,5,0,0,0
87,2013,2013-12-29,16,28.157,BAL,@,CIN,L 17-34,*,,0,0,0.0,4,4,0,0,0
88,2014,2014-09-08,1,29.045,NYG,@,DET,L 14-35,,,0,0,0.0,1,3,0,0,0
89,2014,2014-09-14,2,29.051,NYG,,ARI,L 14-25,*,,0,0,0.0,3,1,0,0,0
90,2014,2014-09-21,3,29.058,NYG,,HOU,W 30-17,*,,0,0,0.5,9,2,0,0,0
91,2014,2014-09-25,4,29.062,NYG,@,WAS,W 45-14,*,,0,0,0.0,0,5,0,0,0
92,2014,2014-10-05,5,29.072,NYG,,ATL,W 30-20,*,,0,0,0.0,4,3,0,0,0
93,2014,2014-10-12,6,29.079,NYG,@,PHI,L 0-27,,,0,0,0.0,3,1,0,0,0
94,2014,2014-10-19,7,29.086,NYG,@,DAL,L 21-31,*,,0,0,0.0,2,3,0,0,0
95,2014,2014-11-03,8,29.101,NYG,,IND,L 24-40,*,,0,0,0.0,4,3,0,0,0
96,2014,2014-11-09,9,29.107,NYG,@,SEA,L 17-38,*,,0,0,0.0,5,7,0,0,0
97,2014,2014-11-16,10,29.114,NYG,,SFO,L 10-16,*,,0,0,0.0,11,3,0,0,0
98,2014,2014-11-23,11,29.121,NYG,,DAL,L 28-31,*,,0,0,0.0,4,1,0,0,0
99,2014,2014-11-30,12,29.128,NYG,@,JAX,L 24-25,*,,0,0,1.0,6,3,0,0,0
100,2014,2014-12-07,13,29.135,NYG,@,TEN,W 36-7,*,,0,0,1.0,8,0,0,0,0
101,2014,2014-12-14,14,29.142,NYG,,WAS,W 24-13,*,,0,0,0.0,3,3,0,0,0
102,2014,2014-12-21,15,29.149,NYG,@,STL,W 37-27,*,,0,0,0.0,6,1,0,0,0
103,2014,2014-12-28,16,29.156,NYG,,PHI,L 26-34,*,,0,0,0.0,6,2,0,0,0
