ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1998,1998-09-13,2,22.241,TAM,@,GNB,L 15-23,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,4,81,20.25,0,2,99,49.50,1,1,6
2,1998,1998-10-04,5,22.262,TAM,,NYG,W 20-3,,2,0,0,,0,0.0%,0.00,1,18,18.00,0,0,0,,0,4,46,11.50,0,0,0
3,1998,1998-10-25,7,22.283,TAM,@,NOR,L 3-9,,4,1,0,0.00,0,25.0%,0.00,0,0,,0,0,0,,0,3,83,27.67,0,0,0
4,1998,1998-11-01,8,22.290,TAM,,MIN,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,10,5.00,0,0,0
5,1998,1998-11-08,9,22.297,TAM,,TEN,L 22-31,,2,2,20,10.00,0,100.0%,10.00,1,2,2.00,0,0,0,,0,0,0,,0,0,0
6,1998,1998-11-15,10,22.304,TAM,@,JAX,L 24-29,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,3,41,13.67,0,0,0
7,1998,1998-11-22,11,22.311,TAM,,DET,L 25-28,,5,3,98,32.67,1,60.0%,19.60,0,0,,0,0,0,,0,4,31,7.75,0,1,6
8,1998,1998-11-29,12,22.318,TAM,@,CHI,W 31-17,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,36,9.00,0,0,0
9,1998,1998-12-07,13,22.326,TAM,,GNB,W 24-22,,3,1,64,64.00,1,33.3%,21.33,1,-8,-8.00,0,0,0,,0,3,9,3.00,0,1,6
10,1998,1998-12-13,14,22.332,TAM,,PIT,W 16-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,73,24.33,0,0,0
11,1998,1998-12-19,15,22.338,TAM,@,WAS,L 16-20,,4,1,12,12.00,0,25.0%,3.00,0,0,,0,5,136,27.20,0,2,25,12.50,0,0,0
12,1998,1998-12-27,16,22.346,TAM,@,CIN,W 35-0,,5,3,23,7.67,0,60.0%,4.60,0,0,,0,1,12,12.00,0,0,0,,0,0,0
13,1999,1999-09-12,1,23.240,TAM,,NYG,L 13-17,,7,3,27,9.00,0,42.9%,3.86,1,15,15.00,0,2,44,22.00,0,3,30,10.00,0,0,0
14,1999,1999-09-19,2,23.247,TAM,@,PHI,W 19-5,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,2,53,26.50,0,3,17,5.67,0,0,0
15,1999,1999-09-26,3,23.254,TAM,,DEN,W 13-10,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,3,51,17.00,0,4,40,10.00,0,0,0
16,1999,1999-10-03,4,23.261,TAM,@,MIN,L 14-21,,5,4,49,12.25,0,80.0%,9.80,0,0,,0,2,37,18.50,0,2,17,8.50,0,0,0
17,1999,1999-10-10,5,23.268,TAM,@,GNB,L 23-26,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0
18,1999,1999-10-24,6,23.282,TAM,,CHI,W 6-3,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,2,40,20.00,0,0,0
19,1999,1999-10-31,7,23.289,TAM,@,DET,L 3-20,*,12,7,96,13.71,0,58.3%,8.00,0,0,,0,0,0,,0,2,22,11.00,0,0,0
20,1999,1999-11-07,8,23.296,TAM,@,NOR,W 31-16,*,6,4,89,22.25,1,66.7%,14.83,1,-5,-5.00,0,0,0,,0,0,0,,0,1,6
21,1999,1999-11-14,9,23.303,TAM,,KAN,W 17-10,*,2,7,164,23.43,1,350.0%,82.00,0,0,,0,0,0,,0,4,13,3.25,0,1,6
22,1999,1999-11-21,10,23.310,TAM,,ATL,W 19-10,*,12,5,75,15.00,0,41.7%,6.25,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0
23,1999,1999-11-28,11,23.317,TAM,@,SEA,W 16-3,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,0
24,1999,1999-12-06,12,23.325,TAM,,MIN,W 24-17,*,9,5,70,14.00,1,55.6%,7.78,0,0,,0,0,0,,0,0,0,,0,1,6
25,1999,1999-12-12,13,23.331,TAM,,DET,W 23-16,,6,3,22,7.33,0,50.0%,3.67,0,0,,0,1,0,0.00,0,1,5,5.00,0,0,0
26,1999,1999-12-19,14,23.338,TAM,@,OAK,L 0-45,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,2,20,10.00,0,0,0
27,1999,1999-12-26,15,23.345,TAM,,GNB,W 29-10,*,6,1,13,13.00,0,16.7%,2.17,0,0,,0,0,0,,0,0,0,,0,0,0
28,1999,2000-01-02,16,23.352,TAM,@,CHI,W 20-6,*,14,10,113,11.30,0,71.4%,8.07,0,0,,0,0,0,,0,0,0,,0,0,0
29,2000,2000-09-03,1,24.232,TAM,@,NWE,W 21-16,*,7,2,67,33.50,0,28.6%,9.57,1,6,6.00,0,0,0,,0,0,0,,0,0,0
30,2000,2000-09-10,2,24.239,TAM,,CHI,W 41-0,,7,5,104,20.80,1,71.4%,14.86,0,0,,0,0,0,,0,0,0,,0,1,6
31,2000,2000-09-17,3,24.246,TAM,@,DET,W 31-10,,5,3,56,18.67,0,60.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,0
32,2000,2000-09-24,4,24.253,TAM,,NYJ,L 17-21,*,5,1,75,75.00,0,20.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0
33,2000,2000-10-01,5,24.260,TAM,@,WAS,L 17-20,*,8,1,7,7.00,0,12.5%,0.88,0,0,,0,0,0,,0,2,1,0.50,0,0,0
34,2000,2000-10-09,6,24.268,TAM,@,MIN,L 23-30,,14,11,131,11.91,0,78.6%,9.36,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
35,2000,2000-10-19,7,24.278,TAM,,DET,L 14-28,*,8,3,27,9.00,0,37.5%,3.38,0,0,,0,1,11,11.00,0,0,0,,0,0,0
36,2000,2000-10-29,8,24.288,TAM,,MIN,W 41-13,,8,3,45,15.00,0,37.5%,5.63,0,0,,0,0,0,,0,0,0,,0,0,0
37,2000,2000-11-05,9,24.295,TAM,@,ATL,W 27-14,*,4,2,44,22.00,0,50.0%,11.00,2,11,5.50,0,0,0,,0,0,0,,0,0,0
38,2000,2000-11-12,10,24.302,TAM,,GNB,W 20-15,,7,3,16,5.33,0,42.9%,2.29,0,0,,0,0,0,,0,0,0,,0,0,0
39,2000,2000-11-19,11,24.309,TAM,@,CHI,L 10-13,,3,3,30,10.00,0,100.0%,10.00,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0
40,2000,2000-11-26,12,24.316,TAM,,BUF,W 31-17,*,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0,,0,0,0
41,2000,2000-12-03,13,24.323,TAM,,DAL,W 27-7,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
42,2000,2000-12-10,14,24.330,TAM,@,MIA,W 16-13,,1,,,,,0.0%,,,,,,,,,,,,,,,
43,2000,2000-12-18,15,24.338,TAM,,STL,W 38-35,,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,0,0,,0,0,0
44,2000,2000-12-24,16,24.344,TAM,@,GNB,L 14-17,,8,4,50,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,0
45,2001,2001-09-09,1,25.237,TAM,@,DAL,W 10-6,*,9,8,75,9.38,0,88.9%,8.33,0,0,,0,0,0,,0,0,0,,0,0,0
46,2001,2001-09-30,2,25.258,TAM,@,MIN,L 16-20,*,5,3,54,18.00,0,60.0%,10.80,0,0,,0,0,0,,0,0,0,,0,0,0
47,2001,2001-10-07,3,25.265,TAM,,GNB,W 14-10,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
48,2001,2001-10-14,4,25.272,TAM,@,TEN,L 28-31,*,10,6,72,12.00,1,60.0%,7.20,0,0,,0,0,0,,0,0,0,,0,1,6
49,2001,2001-10-21,5,25.279,TAM,,PIT,L 10-17,*,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,0
50,2001,2001-11-26,10,25.315,TAM,@,STL,W 24-17,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,0
