ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,22.037,SFO,@,ATL,L 28-36,,,,,,,,,,,
2,2000,2000-09-10,2,22.044,SFO,,CAR,L 22-38,,0,0,,0,1.0,,,1,31,0
3,2000,2000-09-17,3,22.051,SFO,@,STL,L 24-41,,,,,,,,,,,
4,2000,2000-09-24,4,22.058,SFO,@,DAL,W 41-24,,0,0,,0,0.0,,,1,2,0
5,2000,2000-10-01,5,22.065,SFO,,ARI,W 27-20,,,,,,,,,,,
6,2000,2000-10-08,6,22.072,SFO,,OAK,L 28-34,*,,,,,,,,,,
7,2000,2000-11-05,10,22.100,SFO,@,NOR,L 15-31,,0,0,,0,2.0,,,0,0,0
8,2000,2000-11-12,11,22.107,SFO,,KAN,W 21-7,*,,,,,,,,,,
9,2000,2000-11-19,12,22.114,SFO,,ATL,W 16-6,,,,,,,,,,,
10,2000,2000-12-03,13,22.128,SFO,@,SDG,W 45-17,,,,,,,,,,,
11,2000,2000-12-10,14,22.135,SFO,,NOR,L 27-31,*,,,,,,,,,,
12,2000,2000-12-17,15,22.142,SFO,,CHI,W 17-0,*,0,0,,0,1.0,,,0,0,0
13,2000,2000-12-23,16,22.148,SFO,@,DEN,L 9-38,,,,,,,,,,,
14,2001,2001-10-01,3,23.065,SFO,@,NYJ,W 19-17,*,,,,,,,,,,
15,2001,2001-10-07,4,23.071,SFO,,CAR,W 24-14,*,,,,,,,,,,
16,2001,2001-10-14,5,23.078,SFO,@,ATL,W 37-31,*,,,,,,,,,,
17,2001,2001-10-28,6,23.092,SFO,@,CHI,L 31-37,*,,,,,,,,,,
18,2001,2001-11-04,7,23.099,SFO,,DET,W 21-13,*,,,,,,,,,,
19,2001,2001-11-11,8,23.106,SFO,,NOR,W 28-27,*,,,,,,,,,,
20,2001,2001-11-18,9,23.113,SFO,@,CAR,W 25-22,*,,,,,,,,,,
21,2001,2001-11-25,10,23.120,SFO,@,IND,W 40-21,*,,,,,,,,,,
22,2001,2001-12-02,11,23.127,SFO,,BUF,W 35-0,*,0,0,,0,1.0,,,0,0,0
23,2001,2001-12-09,12,23.134,SFO,@,STL,L 14-27,*,0,0,,0,1.0,,,0,0,0
24,2001,2001-12-16,13,23.141,SFO,,MIA,W 21-0,*,,,,,,,,,,
25,2001,2001-12-22,14,23.147,SFO,,PHI,W 13-3,*,0,0,,0,1.0,,,0,0,0
26,2001,2001-12-30,15,23.155,SFO,@,DAL,L 21-27,*,,,,,,,,,,
