ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1986,1986-09-07,1,23.126,MIN,,DET,L 10-13,
2,1986,1986-09-14,2,23.133,MIN,@,TAM,W 23-10,
3,1986,1986-09-21,3,23.140,MIN,,PIT,W 31-7,1.0
4,1986,1986-09-28,4,23.147,MIN,,GNB,W 42-7,
5,1986,1986-10-05,5,23.154,MIN,@,CHI,L 0-23,
6,1986,1986-10-12,6,23.161,MIN,@,SFO,W 27-24,
7,1986,1986-10-19,7,23.168,MIN,,CHI,W 23-7,2.5
8,1986,1986-10-26,8,23.175,MIN,,CLE,L 20-23,
9,1986,1986-11-30,13,23.210,MIN,,TAM,W 45-13,
10,1986,1986-12-07,14,23.217,MIN,@,GNB,W 32-6,
11,1986,1986-12-14,15,23.224,MIN,@,HOU,L 10-23,
12,1986,1986-12-21,16,23.231,MIN,,NOR,W 33-17,
13,1987,1987-09-13,1,24.132,MIN,,DET,W 34-19,
14,1987,1987-09-20,2,24.139,MIN,@,RAM,W 21-16,
15,1987,1987-11-26,11,24.206,MIN,@,DAL,W 44-38,
16,1987,1987-12-13,13,24.223,MIN,@,GNB,L 10-16,
17,1989,1989-12-17,15,26.227,SDG,@,KAN,W 20-13,
18,1989,1989-12-24,16,26.234,SDG,,DEN,W 19-16,
19,1990,1990-09-09,1,27.128,SDG,@,DAL,L 14-17,
20,1990,1990-10-21,7,27.170,SDG,,RAI,L 9-24,
21,1990,1990-10-28,8,27.177,SDG,,TAM,W 41-10,
22,1990,1990-11-04,9,27.184,SDG,@,SEA,W 31-14,1.0
23,1990,1990-11-11,10,27.191,SDG,,DEN,W 19-7,
24,1990,1990-11-18,11,27.198,SDG,@,KAN,L 10-27,
25,1990,1990-11-25,12,27.205,SDG,,SEA,L 10-13,
26,1990,1990-12-02,13,27.212,SDG,,NYJ,W 38-17,
27,1990,1990-12-16,14,27.226,SDG,@,DEN,L 10-20,
28,1990,1990-12-23,15,27.233,SDG,,KAN,L 21-24,
29,1990,1990-12-30,16,27.240,SDG,@,RAI,L 12-17,1.0
30,1991,1991-09-01,1,28.120,RAM,,PHO,L 14-24,
31,1991,1991-09-08,2,28.127,RAM,@,NYG,W 19-13,
32,1991,1991-09-15,3,28.134,RAM,@,NOR,L 7-24,1.0
33,1991,1991-09-22,4,28.141,RAM,@,SFO,L 10-27,
34,1991,1991-09-29,5,28.148,RAM,,GNB,W 23-21,
35,1991,1991-10-13,6,28.162,RAM,,SDG,W 30-24,1.0
36,1991,1991-10-20,7,28.169,RAM,@,RAI,L 17-20,1.0
37,1991,1991-10-27,8,28.176,RAM,@,ATL,L 14-31,
38,1991,1991-11-03,9,28.183,RAM,,NOR,L 17-24,
39,1991,1991-11-10,10,28.190,RAM,,KAN,L 20-27,
40,1991,1991-11-17,11,28.197,RAM,@,DET,L 10-21,
41,1991,1991-11-25,12,28.205,RAM,,SFO,L 10-33,
42,1991,1991-12-01,13,28.211,RAM,,WAS,L 6-27,
43,1991,1991-12-15,15,28.225,RAM,@,MIN,L 14-20,
44,1991,1991-12-22,16,28.232,RAM,@,SEA,L 9-23,
45,1992,1992-09-06,1,29.125,RAM,@,BUF,L 7-40,
46,1992,1992-09-13,2,29.132,RAM,,NWE,W 14-0,2.0
47,1992,1992-09-20,3,29.139,RAM,@,MIA,L 10-26,
48,1992,1992-09-27,4,29.146,RAM,,NYJ,W 18-10,1.0
49,1992,1992-10-04,5,29.153,RAM,@,SFO,L 24-27,
50,1992,1992-10-11,6,29.160,RAM,@,NOR,L 10-13,
51,1992,1992-10-18,7,29.167,RAM,,NYG,W 38-17,
52,1992,1992-11-01,8,29.181,RAM,@,ATL,L 28-30,
53,1992,1992-11-08,9,29.188,RAM,,PHO,L 14-20,
54,1992,1992-11-15,10,29.195,RAM,@,DAL,W 27-23,
55,1992,1992-11-22,11,29.202,RAM,,SFO,L 10-27,1.0
56,1992,1992-11-29,12,29.209,RAM,,MIN,L 17-31,
57,1992,1992-12-06,13,29.216,RAM,@,TAM,W 31-27,1.0
58,1992,1992-12-13,14,29.223,RAM,,NOR,L 14-37,
59,1992,1992-12-20,15,29.230,RAM,@,GNB,L 13-28,
60,1992,1992-12-27,16,29.237,RAM,,ATL,W 38-27,
61,1993,1993-09-05,1,30.124,RAM,@,GNB,L 6-36,
62,1993,1993-09-12,2,30.131,RAM,,PIT,W 27-0,
63,1993,1993-09-19,3,30.138,RAM,@,NYG,L 10-20,
64,1993,1993-09-26,4,30.145,RAM,@,HOU,W 28-13,
65,1993,1993-10-03,5,30.152,RAM,,NOR,L 6-37,
66,1993,1993-10-14,6,30.163,RAM,@,ATL,L 24-30,
67,1993,1993-10-24,7,30.173,RAM,,DET,L 13-16,1.0
68,1993,1993-10-31,8,30.180,RAM,@,SFO,L 17-40,
69,1993,1993-11-14,9,30.194,RAM,,ATL,L 0-13,
70,1993,1993-11-21,10,30.201,RAM,,WAS,W 10-6,
