ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,22.359,CLE,@,SEA,W 21-7,0,0,3.0,0,0,0
2,1982,1982-09-19,2,23.001,CLE,,PHI,L 21-24,,,,,,
3,1982,1982-11-21,3,23.064,CLE,,NWE,W 10-7,,,,,,
4,1982,1982-11-25,4,23.068,CLE,@,DAL,L 14-31,,,,,,
5,1982,1982-12-05,5,23.078,CLE,,SDG,L 13-30,,,,,,
6,1982,1982-12-12,6,23.085,CLE,@,CIN,L 10-23,0,0,1.0,0,0,0
7,1982,1982-12-19,7,23.092,CLE,,PIT,W 10-9,,,,,,
8,1982,1982-12-26,8,23.099,CLE,@,HOU,W 20-14,0,0,1.5,0,0,0
9,1982,1983-01-02,9,23.106,CLE,@,PIT,L 21-37,0,0,0.0,1,14,0
10,1983,1983-09-04,1,23.351,CLE,,MIN,L 21-27,,,,,,
11,1983,1983-09-11,2,23.358,CLE,@,DET,W 31-26,,,,,,
12,1983,1983-09-15,3,23.362,CLE,,CIN,W 17-7,0,0,0.0,1,8,0
13,1983,1983-09-25,4,24.007,CLE,@,SDG,W 30-24,,,,,,
14,1983,1983-10-02,5,24.014,CLE,,SEA,L 9-24,,,,,,
15,1983,1983-10-09,6,24.021,CLE,,NYJ,W 10-7,0,0,1.0,0,0,0
16,1983,1983-10-16,7,24.028,CLE,@,PIT,L 17-44,,,,,,
17,1983,1983-10-23,8,24.035,CLE,@,CIN,L 21-28,,,,,,
18,1983,1983-10-30,9,24.042,CLE,,HOU,W 25-19,,,,,,
19,1983,1983-11-06,10,24.049,CLE,@,GNB,L 21-35,,,,,,
20,1983,1983-11-13,11,24.056,CLE,,TAM,W 20-0,,,,,,
21,1983,1983-11-20,12,24.063,CLE,@,NWE,W 30-0,1,6,2.0,1,65,1
22,1983,1983-11-27,13,24.070,CLE,,BAL,W 41-23,0,0,1.0,1,22,0
23,1983,1983-12-04,14,24.077,CLE,@,DEN,L 6-27,,,,,,
24,1983,1983-12-11,15,24.084,CLE,@,HOU,L 27-34,,,,,,
25,1983,1983-12-18,16,24.091,CLE,,PIT,W 30-17,,,,,,
26,1984,1984-09-03,1,24.351,CLE,@,SEA,L 0-33,,,,,,
27,1984,1984-09-09,2,24.357,CLE,@,RAM,L 17-20,,,,,,
28,1984,1984-09-16,3,24.364,CLE,,DEN,L 14-24,,,,,,
