ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2007,2007-11-18,10,24.282,NYJ,,PIT,W 19-16,,1,1,7,7.00,0,100.0%,7.00
2,2007,2007-11-22,11,24.286,NYJ,@,DAL,L 3-34,,,0,0,,0,0.0%,
3,2007,2007-12-23,15,24.317,NYJ,@,TEN,L 6-10,,,0,0,,0,0.0%,
4,2007,2007-12-30,16,24.324,NYJ,,KAN,W 13-10,,,0,0,,0,0.0%,
