ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2013,2013-10-24,7,22.326,TAM,,CAR,L 13-31,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,1,25,25.00,0,0,0,,0
2,2013,2013-11-03,8,22.336,TAM,@,SEA,L 24-27,,1,14,14.00,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0
3,2013,2013-11-11,9,22.344,TAM,,MIA,W 22-19,,0,0,,0,2,0,0,,0,0.0%,0.00,2,42,21.00,0,0,17,,0
4,2013,2013-11-17,10,22.350,TAM,,ATL,W 41-28,,,,,,,,,,,0.0%,,,,,,,,,
5,2013,2013-11-24,11,22.357,TAM,@,DET,W 24-21,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
6,2013,2013-12-08,13,23.006,TAM,,BUF,W 27-6,,0,0,,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0
7,2013,2013-12-15,14,23.013,TAM,,SFO,L 14-33,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0
