ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.017,SDG,@,PIT,L 20-26,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
2,1991,1991-09-08,2,22.024,SDG,@,SFO,L 14-34,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
3,1991,1991-09-15,3,22.031,SDG,,ATL,L 10-13,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
4,1991,1991-09-22,4,22.038,SDG,@,DEN,L 19-27,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
5,1991,1991-09-29,5,22.045,SDG,,KAN,L 13-14,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
6,1991,1991-10-06,6,22.052,SDG,@,RAI,W 21-13,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
7,1991,1991-10-13,7,22.059,SDG,@,RAM,L 24-30,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
8,1991,1991-10-27,9,22.073,SDG,@,SEA,L 9-20,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
9,1991,1991-11-10,10,22.087,SDG,,SEA,W 17-14,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
10,1991,1991-11-17,11,22.094,SDG,,NOR,W 24-21,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
11,1991,1991-11-24,12,22.101,SDG,@,NYJ,L 3-24,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
12,1991,1991-12-01,13,22.108,SDG,,RAI,L 7-9,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
13,1991,1991-12-08,14,22.115,SDG,@,KAN,L 17-20,,3,17,5.67,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,1991,1991-12-15,15,22.122,SDG,,MIA,W 38-30,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
15,1991,1991-12-22,16,22.129,SDG,,DEN,L 14-17,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
16,1992,1992-09-06,1,23.022,SDG,,KAN,L 10-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,72,18.00,0,6,36,6.00,0,0,0
17,1992,1992-09-13,2,23.029,SDG,@,DEN,L 13-21,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,5,28,5.60,0,0,0
18,1992,1992-09-20,3,23.036,SDG,,PIT,L 6-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,96,24.00,0,4,48,12.00,0,0,0
19,1992,1992-09-27,4,23.043,SDG,@,HOU,L 0-27,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,6,89,14.83,0,1,2,2.00,0,0,0
20,1992,1992-10-04,5,23.050,SDG,,SEA,W 17-6,,1,4,4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,6,42,7.00,0,0,0
21,1992,1992-10-18,6,23.064,SDG,@,IND,W 34-14,,10,48,4.80,1,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,24,12.00,0,1,6
22,1992,1992-10-25,7,23.071,SDG,,DEN,W 24-21,,4,14,3.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,1,16,16.00,0,0,0
23,1992,1992-11-01,8,23.078,SDG,,IND,W 26-0,,4,13,3.25,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,1,0,0.00,0,4,34,8.50,0,0,0
24,1992,1992-11-15,10,23.092,SDG,@,CLE,W 14-13,,3,9,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,-1,-1.00,0,0,0
25,1992,1992-11-22,11,23.099,SDG,,TAM,W 29-14,,5,23,4.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1992,1992-11-29,12,23.106,SDG,,RAI,W 27-3,,10,49,4.90,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
27,1992,1992-12-06,13,23.113,SDG,@,PHO,W 27-21,,9,24,2.67,1,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
28,1992,1992-12-13,14,23.120,SDG,,CIN,W 27-10,,12,41,3.42,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1992,1992-12-20,15,23.127,SDG,@,RAI,W 36-14,,11,29,2.64,1,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,1992,1992-12-27,16,23.134,SDG,@,SEA,W 31-14,,5,10,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
31,1993,1993-09-05,1,24.021,SDG,,SEA,W 18-12,,6,25,4.17,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1993,1993-09-12,2,24.028,SDG,@,DEN,L 17-34,,2,5,2.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
