ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,23.000,BAL,@,DEN,L 13-19,,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-20,2,23.007,BAL,@,OAK,L 33-37,,2,0,0,,0,0.0%,0.00,0,0
3,2015,2015-09-27,3,23.014,BAL,,CIN,L 24-28,,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-01,4,23.018,BAL,@,PIT,W 23-20,,2,1,17,17.00,0,50.0%,8.50,0,0
5,2015,2015-10-11,5,23.028,BAL,,CLE,L 30-33,*,2,1,1,1.00,0,50.0%,0.50,0,0
6,2015,2015-10-26,7,23.043,BAL,@,ARI,L 18-26,,0,0,0,,0,0.0%,,0,0
7,2016,2016-10-09,5,24.026,BAL,,WAS,L 10-16,,0,0,0,,0,0.0%,,0,0
8,2016,2016-10-16,6,24.033,BAL,@,NYG,L 23-27,,0,0,0,,0,0.0%,,0,0
9,2016,2016-10-23,7,24.040,BAL,@,NYJ,L 16-24,,0,0,0,,0,0.0%,,0,0
10,2016,2016-11-06,8,24.054,BAL,,PIT,W 21-14,*,3,2,17,8.50,0,66.7%,5.67,0,0
11,2016,2016-11-10,9,24.058,BAL,,CLE,W 28-7,,2,2,14,7.00,1,100.0%,7.00,1,6
12,2016,2016-11-20,10,24.068,BAL,@,DAL,L 17-27,*,0,0,0,,0,0.0%,,0,0
13,2016,2016-11-27,11,24.075,BAL,,CIN,W 19-14,,2,2,14,7.00,0,100.0%,7.00,0,0
14,2016,2016-12-04,12,24.082,BAL,,MIA,W 38-6,,2,1,15,15.00,0,50.0%,7.50,0,0
15,2016,2016-12-12,13,24.090,BAL,@,NWE,L 23-30,,3,1,3,3.00,1,33.3%,1.00,1,6
16,2016,2016-12-18,14,24.096,BAL,,PHI,W 27-26,,2,1,11,11.00,0,50.0%,5.50,0,0
17,2016,2016-12-25,15,24.103,BAL,@,PIT,L 27-31,,2,1,11,11.00,0,50.0%,5.50,0,0
18,2016,2017-01-01,16,24.110,BAL,@,CIN,L 10-27,*,1,0,0,,0,0.0%,0.00,0,0
