ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1986,1986-09-07,1,22.246,HOU,@,GNB,W 31-3,2,4,2.00,0,0,0,,0
2,1986,1986-09-14,2,22.253,HOU,,CLE,L 20-23,0,0,,0,0,0,,0
3,1986,1986-09-21,3,22.260,HOU,@,KAN,L 13-27,10,43,4.30,0,2,26,13.00,0
4,1986,1986-09-28,4,22.267,HOU,,PIT,L 16-22,6,-2,-0.33,0,1,4,4.00,0
5,1986,1986-10-05,5,22.274,HOU,@,DET,L 13-24,0,0,,0,0,0,,0
6,1986,1986-10-12,6,22.281,HOU,,CHI,L 7-20,0,0,,0,0,0,,0
7,1986,1986-10-26,8,22.295,HOU,,RAI,L 17-28,0,0,,0,0,0,,0
8,1986,1986-11-16,11,22.316,HOU,@,PIT,L 10-21,0,0,,0,0,0,,0
9,1986,1986-11-23,12,22.323,HOU,,IND,W 31-17,2,6,3.00,0,0,0,,0
10,1986,1986-11-30,13,22.330,HOU,@,CLE,L 10-13,0,0,,0,0,0,,0
11,1986,1986-12-07,14,22.337,HOU,@,SDG,L 0-27,0,0,,0,0,0,,0
12,1986,1986-12-14,15,22.344,HOU,,MIN,W 23-10,6,16,2.67,0,1,14,14.00,0
13,1986,1986-12-21,16,22.351,HOU,,BUF,W 16-7,3,13,4.33,0,3,27,9.00,0
14,1987,1987-10-04,3,23.273,IND,@,BUF,W 47-6,16,69,4.31,0,3,27,9.00,0
15,1987,1987-10-11,4,23.280,IND,,NYJ,W 6-0,25,159,6.36,0,5,22,4.40,0
16,1987,1987-10-18,5,23.287,IND,@,PIT,L 7-21,9,17,1.89,0,1,1,1.00,0
