ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
42,1987,1987-12-13,13,27.212,HOU,@,NOR,L 10-24,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
43,1987,1987-12-20,14,27.219,HOU,,PIT,W 24-16,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
44,1987,1987-12-27,15,27.226,HOU,,CIN,W 21-17,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
45,1988,1988-09-04,1,28.112,HOU,@,IND,W 17-14,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
46,1988,1988-09-11,2,28.119,HOU,,RAI,W 38-35,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
47,1988,1988-09-18,3,28.126,HOU,@,NYJ,L 3-45,,0,0,,0,0,0,,,,,,,,,1,3,33.3,0,3,0,0,,0
48,1988,1988-09-25,4,28.133,HOU,,NWE,W 31-6,,0,0,,0,0,0,,,,,,4,4,100.0,1,3,33.3,0,7,0,0,,0
49,1988,1988-10-02,5,28.140,HOU,@,PHI,L 23-32,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
50,1988,1988-10-09,6,28.147,HOU,,KAN,W 7-6,,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,0,1,0,0,,0
51,1988,1988-10-16,7,28.154,HOU,@,PIT,W 34-14,,0,0,,0,0,0,,,,,,2,3,66.7,2,2,100.0,0,8,0,0,,0
52,1988,1988-10-23,8,28.161,HOU,@,CIN,L 21-44,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
53,1988,1988-10-30,9,28.168,HOU,,WAS,W 41-17,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
54,1988,1988-11-07,10,28.176,HOU,,CLE,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
55,1988,1988-11-13,11,28.182,HOU,@,SEA,L 24-27,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
56,1988,1988-11-20,12,28.189,HOU,,PHO,W 38-20,,0,0,,0,0,0,,,,,,5,5,100.0,1,2,50.0,0,8,0,0,,0
57,1988,1988-11-24,13,28.193,HOU,@,DAL,W 25-17,,0,0,,0,0,0,,,,,,1,2,50.0,4,4,100.0,0,13,0,0,,0
58,1988,1988-12-04,14,28.203,HOU,,PIT,L 34-37,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
59,1988,1988-12-11,15,28.210,HOU,,CIN,W 41-6,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
60,1988,1988-12-18,16,28.217,HOU,@,CLE,L 23-28,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
61,1989,1989-09-10,1,29.118,HOU,@,MIN,L 7-38,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
62,1989,1989-09-17,2,29.125,HOU,@,SDG,W 34-27,,0,0,,0,0,0,,0,,,,4,4,100.0,2,5,40.0,0,10,0,0,,0
63,1989,1989-09-24,3,29.132,HOU,,BUF,L 41-47,,0,0,,0,0,0,,0,,,,5,5,100.0,2,4,50.0,0,11,0,0,,0
64,1989,1989-10-01,4,29.139,HOU,,MIA,W 39-7,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,4,4,100.0,3,3,100.0,0,13,0,0,,0
65,1989,1989-10-08,5,29.146,HOU,@,NWE,L 13-23,,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
66,1989,1989-10-15,6,29.153,HOU,@,CHI,W 33-28,,0,0,,0,0,0,,0,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
67,1989,1989-10-22,7,29.160,HOU,,PIT,W 27-0,,0,0,,0,0,0,,0,,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
68,1989,1989-10-29,8,29.167,HOU,@,CLE,L 17-28,,0,0,,0,0,0,,0,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
69,1989,1989-11-05,9,29.174,HOU,,DET,W 35-31,,0,0,,0,0,,,0,,,,5,5,100.0,,,,0,5,,,,
70,1989,1989-11-13,10,29.182,HOU,,CIN,W 26-24,,0,0,,0,0,0,,0,,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
71,1989,1989-11-19,11,29.188,HOU,,RAI,W 23-7,,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
72,1989,1989-11-26,12,29.195,HOU,@,KAN,L 0-34,,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,0,0,,0
73,1989,1989-12-03,13,29.202,HOU,@,PIT,W 23-16,,0,0,,0,0,0,,0,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
74,1989,1989-12-10,14,29.209,HOU,,TAM,W 20-17,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
75,1989,1989-12-17,15,29.216,HOU,@,CIN,L 7-61,,0,0,,0,0,0,,0,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
76,1989,1989-12-23,16,29.222,HOU,,CLE,L 20-24,,0,0,,0,0,0,,0,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
77,1990,1990-09-09,1,30.117,HOU,@,ATL,L 27-47,,0,0,,0,0,,,,,,,3,4,75.0,,,,0,3,,,,
78,1990,1990-09-16,2,30.124,HOU,@,PIT,L 9-20,,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,0,1,0,0,,0
79,1990,1990-09-23,3,30.131,HOU,,IND,W 24-10,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
80,1990,1990-09-30,4,30.138,HOU,@,SDG,W 17-7,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
81,1990,1990-10-07,5,30.145,HOU,,SFO,L 21-24,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
82,1990,1990-10-14,6,30.152,HOU,,CIN,W 48-17,,0,0,,0,0,0,,,,,,6,6,100.0,2,2,100.0,0,12,0,0,,0
83,1990,1990-10-21,7,30.159,HOU,,NOR,W 23-10,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
84,1991,1991-09-01,1,31.109,RAM,,PHO,L 14-24,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
85,1991,1991-09-08,2,31.116,RAM,@,NYG,W 19-13,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
86,1991,1991-09-15,3,31.123,RAM,@,NOR,L 7-24,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
87,1991,1991-09-22,4,31.130,RAM,@,SFO,L 10-27,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
88,1991,1991-09-29,5,31.137,RAM,,GNB,W 23-21,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
89,1991,1991-10-13,6,31.151,RAM,,SDG,W 30-24,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
90,1991,1991-10-20,7,31.158,RAM,@,RAI,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
91,1991,1991-10-27,8,31.165,RAM,@,ATL,L 14-31,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
92,1991,1991-11-03,9,31.172,RAM,,NOR,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
93,1991,1991-11-10,10,31.179,RAM,,KAN,L 20-27,,0,0,,0,0,,,,,,,2,3,66.7,,,,0,2,,,,
94,1991,1991-11-17,11,31.186,RAM,@,DET,L 10-21,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
95,1991,1991-11-25,12,31.194,RAM,,SFO,L 10-33,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
96,1991,1991-12-01,13,31.200,RAM,,WAS,L 6-27,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
97,1991,1991-12-08,14,31.207,RAM,,ATL,L 14-31,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
98,1991,1991-12-15,15,31.214,RAM,@,MIN,L 14-20,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
99,1991,1991-12-22,16,31.221,RAM,@,SEA,L 9-23,,0,0,,0,0,0,,,,,,,,,3,3,100.0,0,9,0,0,,0
100,1992,1992-09-06,1,32.114,RAM,@,BUF,L 7-40,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
101,1992,1992-09-13,2,32.121,RAM,,NWE,W 14-0,,0,0,,0,0,0,,,,,,2,2,100.0,,3,0.0,0,2,0,0,,0
102,1992,1992-09-20,3,32.128,RAM,@,MIA,L 10-26,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
103,1992,1992-09-27,4,32.135,RAM,,NYJ,W 18-10,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
104,1992,1992-10-04,5,32.142,RAM,@,SFO,L 24-27,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
105,1992,1992-10-11,6,32.149,RAM,@,NOR,L 10-13,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
106,1992,1992-10-18,7,32.156,RAM,,NYG,W 38-17,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
107,1992,1992-11-01,8,32.170,RAM,@,ATL,L 28-30,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
108,1992,1992-11-08,9,32.177,RAM,,PHO,L 14-20,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
109,1992,1992-11-15,10,32.184,RAM,@,DAL,W 27-23,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
110,1992,1992-11-22,11,32.191,RAM,,SFO,L 10-27,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
111,1992,1992-11-29,12,32.198,RAM,,MIN,L 17-31,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
112,1992,1992-12-06,13,32.205,RAM,@,TAM,W 31-27,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
113,1992,1992-12-13,14,32.212,RAM,,NOR,L 14-37,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
114,1992,1992-12-20,15,32.219,RAM,@,GNB,L 13-28,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
115,1992,1992-12-27,16,32.226,RAM,,ATL,W 38-27,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
116,1993,1993-09-05,1,33.113,RAM,@,GNB,L 6-36,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
117,1993,1993-09-12,2,33.120,RAM,,PIT,W 27-0,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
118,1993,1993-09-19,3,33.127,RAM,@,NYG,L 10-20,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
119,1993,1993-09-26,4,33.134,RAM,@,HOU,W 28-13,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0,0,,0
120,1993,1993-10-03,5,33.141,RAM,,NOR,L 6-37,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
121,1993,1993-10-14,6,33.152,RAM,@,ATL,L 24-30,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
122,1993,1993-10-24,7,33.162,RAM,,DET,L 13-16,,0,0,,0,0,,,,,,,1,2,50.0,,,,0,1,,,,
123,1993,1993-10-31,8,33.169,RAM,@,SFO,L 17-40,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
124,1993,1993-11-14,9,33.183,RAM,,ATL,L 0-13,,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0,0,,0
125,1993,1993-11-21,10,33.190,RAM,,WAS,W 10-6,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
126,1993,1993-11-28,11,33.197,RAM,,SFO,L 10-35,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
127,1993,1993-12-05,12,33.204,RAM,@,PHO,L 10-38,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
128,1993,1993-12-12,13,33.211,RAM,@,NOR,W 23-20,,0,0,,0,0,0,,,,,,2,3,66.7,1,1,100.0,0,5,0,0,,0
129,1993,1993-12-19,14,33.218,RAM,@,CIN,L 3-15,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0,0,,0
130,1993,1993-12-26,15,33.225,RAM,,CLE,L 14-42,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
131,1993,1994-01-02,16,33.232,RAM,,CHI,W 20-6,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
132,1994,1994-09-04,1,34.112,RAM,,ARI,W 14-12,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
133,1994,1994-09-11,2,34.119,RAM,@,ATL,L 13-31,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
134,1994,1994-09-18,3,34.126,RAM,,SFO,L 19-34,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
135,1994,1994-09-25,4,34.133,RAM,@,KAN,W 16-0,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
136,1994,1994-10-02,5,34.140,RAM,,ATL,L 5-8,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
137,1994,1994-10-09,6,34.147,RAM,@,GNB,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
138,1994,1994-10-16,7,34.154,RAM,,NYG,W 17-10,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
139,1994,1994-10-23,8,34.161,RAM,@,NOR,L 34-37,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
140,1994,1994-11-06,9,34.175,RAM,,DEN,W 27-21,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
141,1994,1994-11-13,10,34.182,RAM,,RAI,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
142,1994,1994-11-20,11,34.189,RAM,@,SFO,L 27-31,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
143,1994,1994-11-27,12,34.196,RAM,@,SDG,L 17-31,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
144,1994,1994-12-04,13,34.203,RAM,,NOR,L 15-31,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
145,1994,1994-12-11,14,34.210,RAM,@,TAM,L 14-24,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
146,1994,1994-12-18,15,34.217,RAM,@,CHI,L 13-27,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
147,1994,1994-12-24,16,34.223,RAM,,WAS,L 21-24,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
148,1995,1995-10-12,6,35.150,ATL,@,STL,L 19-21,,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0,0,,0
149,1995,1995-10-22,7,35.160,SFO,@,STL,W 44-10,,0,0,,0,0,0,,,,,,3,4,75.0,1,1,100.0,0,6,0,0,,0
150,1995,1995-10-29,8,35.167,SFO,,NOR,L 7-11,,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
151,1995,1995-11-05,9,35.174,SFO,,CAR,L 7-13,,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
