ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-09-15,3,24.094,BAL,@,HOU,L 13-29,,0,0,,0
2,1996,1996-10-27,8,24.136,BAL,,STL,W 37-31,,0,0,,0
3,1996,1996-11-03,9,24.143,BAL,,CIN,L 21-24,,0,0,,0
4,1996,1996-11-10,10,24.150,BAL,@,JAX,L 27-30,,0,0,,0
5,1996,1996-11-17,11,24.157,BAL,@,SFO,L 20-38,,0,0,,0
6,1996,1996-11-24,12,24.164,BAL,,JAX,L 25-28,,0,0,,0
7,1996,1996-12-08,14,24.178,BAL,@,CIN,L 14-21,,1,2,2.00,0
8,1996,1996-12-15,15,24.185,BAL,@,CAR,L 16-27,,0,0,,0
9,1996,1996-12-22,16,24.192,BAL,,HOU,L 21-24,,0,0,,0
10,2000,2000-09-03,1,28.082,NWE,,TAM,L 16-21,,,,,
11,2000,2000-09-11,2,28.090,NWE,@,NYJ,L 19-20,*,,,,
12,2000,2000-09-17,3,28.096,NWE,,MIN,L 13-21,*,,,,
13,2000,2000-09-24,4,28.103,NWE,@,MIA,L 3-10,,,,,
14,2000,2000-10-01,5,28.110,NWE,@,DEN,W 28-19,,,,,
15,2000,2000-10-08,6,28.117,NWE,,IND,W 24-16,,,,,
16,2000,2000-10-15,7,28.124,NWE,,NYJ,L 17-34,*,,,,
17,2000,2000-10-22,8,28.131,NWE,@,IND,L 23-30,,,,,
18,2000,2000-11-05,9,28.145,NWE,,BUF,L 13-16,*,,,,
19,2000,2000-11-12,10,28.152,NWE,@,CLE,L 11-19,*,,,,
20,2000,2000-11-19,11,28.159,NWE,,CIN,W 16-13,*,,,,
21,2000,2000-11-23,12,28.163,NWE,@,DET,L 9-34,*,,,,
22,2000,2000-12-04,13,28.174,NWE,,KAN,W 30-24,,,,,
23,2000,2000-12-10,14,28.180,NWE,@,CHI,L 17-24,*,,,,
24,2000,2000-12-17,15,28.187,NWE,@,BUF,W 13-10,*,,,,
25,2000,2000-12-24,16,28.194,NWE,,MIA,L 24-27,,,,,
